dataset_index,mechanism,strength,training_seed,model,strict_auc,full_auc,initial_gap,adapter_sha
2,M11,S5,13,lightgbm,0.6856617647058825,1.0,0.31433823529411753,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,42,lr,0.6685520361990951,1.0,0.3314479638009049,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,42,rf,0.6785209276018098,1.0,0.3214790723981902,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,42,lightgbm,0.6856617647058825,1.0,0.31433823529411753,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,2026,lr,0.6685520361990951,1.0,0.3314479638009049,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,2026,rf,0.679758201357466,1.0,0.320241798642534,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,2026,lightgbm,0.6856617647058825,1.0,0.31433823529411753,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,3407,lr,0.6685520361990951,1.0,0.3314479638009049,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,3407,rf,0.6648048642533937,1.0,0.3351951357466063,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,3407,lightgbm,0.6856617647058825,1.0,0.31433823529411753,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,7777,lr,0.6685520361990951,1.0,0.3314479638009049,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,7777,rf,0.6827630090497737,1.0,0.3172369909502263,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
2,M11,S5,7777,lightgbm,0.6856617647058825,0.9999999999999999,0.3143382352941174,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,13,lr,0.7577227011494254,0.7674808429118775,0.009758141762452044,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,13,rf,0.7306633141762452,0.7330579501915708,0.002394636015325635,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,13,lightgbm,0.7081537356321839,0.7150383141762452,0.006884578544061326,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,42,lr,0.7577227011494254,0.7589200191570882,0.001197318007662762,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,42,rf,0.7226113505747126,0.7386853448275863,0.016073994252873702,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,42,lightgbm,0.7081537356321839,0.7276700191570882,0.01951628352490431,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,2026,lr,0.7577227011494254,0.7789750957854407,0.021252394636015248,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,2026,rf,0.7246467911877394,0.7499401340996169,0.02529334291187746,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,2026,lightgbm,0.7081537356321839,0.7377873563218391,0.02963362068965525,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,3407,lr,0.7577227011494254,0.7944803639846744,0.03675766283524895,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,3407,rf,0.7212344348659004,0.7576628352490421,0.03642840038314166,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,3407,lightgbm,0.7081537356321839,0.7334770114942529,0.02532327586206906,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,7777,lr,0.7577227011494254,0.7547294061302682,0.0029932950191572383,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,7777,rf,0.7178520114942529,0.742397030651341,0.024545019157088066,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S1,7777,lightgbm,0.7081537356321839,0.7297054597701149,0.02155172413793105,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,13,lr,0.7577227011494254,0.7997485632183907,0.0420258620689653,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,13,rf,0.7306633141762452,0.7640684865900383,0.03340517241379315,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,13,lightgbm,0.7081537356321839,0.7403615900383141,0.032207854406130276,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,42,lr,0.7577227011494254,0.7849018199233717,0.027179118773946298,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,42,rf,0.7226113505747126,0.7547892720306513,0.032177921455938674,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,42,lightgbm,0.7081537356321839,0.7628711685823755,0.0547174329501916,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,2026,lr,0.7577227011494254,0.8461446360153256,0.08842193486590022,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,2026,rf,0.7246467911877394,0.8291427203065134,0.10449592911877392,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,2026,lightgbm,0.7081537356321839,0.8056154214559387,0.0974616858237548,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,3407,lr,0.7577227011494254,0.8438697318007663,0.08614703065134088,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,3407,rf,0.7212344348659004,0.8103148946360152,0.0890804597701148,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,3407,lightgbm,0.7081537356321839,0.808668582375479,0.10051484674329514,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,7777,lr,0.7577227011494254,0.796455938697318,0.038733237547892596,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,7777,rf,0.7178520114942529,0.7843330938697317,0.06648108237547878,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S2,7777,lightgbm,0.7081537356321839,0.7783764367816093,0.07022270114942541,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,13,lr,0.7577227011494254,0.8721863026819924,0.11446360153256696,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,13,rf,0.7306633141762452,0.8596743295019157,0.1290110153256705,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,13,lightgbm,0.7081537356321839,0.8520114942528737,0.14385775862068984,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,42,lr,0.7577227011494254,0.8299808429118773,0.07225814176245193,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,42,rf,0.7226113505747126,0.8158524904214559,0.09324113984674332,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,42,lightgbm,0.7081537356321839,0.8170498084291188,0.10889607279693492,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,2026,lr,0.7577227011494254,0.9145114942528736,0.15678879310344818,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,2026,rf,0.7246467911877394,0.9102011494252874,0.18555435823754796,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,2026,lightgbm,0.7081537356321839,0.8936781609195402,0.18552442528735635,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,3407,lr,0.7577227011494254,0.9093031609195402,0.1515804597701148,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,3407,rf,0.7212344348659004,0.8950550766283525,0.17382064176245204,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,3407,lightgbm,0.7081537356321839,0.8995450191570881,0.1913912835249042,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,7777,lr,0.7577227011494254,0.8634458812260536,0.10572318007662818,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,7777,rf,0.7178520114942529,0.8641642720306514,0.14631226053639845,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S3,7777,lightgbm,0.7081537356321839,0.8515924329501916,0.14343869731800774,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,13,lr,0.7577227011494254,0.9541427203065134,0.19642001915708796,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,13,rf,0.7306633141762452,0.9513290229885057,0.22066570881226055,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,13,lightgbm,0.7081537356321839,0.9507902298850576,0.2426364942528737,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,42,lr,0.7577227011494254,0.9139128352490421,0.15619013409961668,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,42,rf,0.7226113505747126,0.9100215517241379,0.1874102011494253,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,42,lightgbm,0.7081537356321839,0.9011613984674329,0.19300766283524906,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,2026,lr,0.7577227011494254,0.9591714559386973,0.20144875478927193,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,2026,rf,0.7246467911877394,0.9540529214559387,0.22940613026819923,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,2026,lightgbm,0.7081537356321839,0.9577945402298851,0.24964080459770122,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,3407,lr,0.7577227011494254,0.9557590996168583,0.19803639846743293,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,3407,rf,0.7212344348659004,0.9428579980842912,0.22162356321839072,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,3407,lightgbm,0.7081537356321839,0.9582136015325671,0.2500598659003832,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,7777,lr,0.7577227011494254,0.9319324712643678,0.17420977011494243,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,7777,rf,0.7178520114942529,0.9298970306513409,0.21204501915708796,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S4,7777,lightgbm,0.7081537356321839,0.9268438697318008,0.2186901340996169,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,13,lr,0.7577227011494254,1.0,0.24227729885057459,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,13,rf,0.7306633141762452,1.0,0.2693366858237548,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,13,lightgbm,0.7081537356321839,1.0,0.29184626436781613,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,42,lr,0.7577227011494254,1.0,0.24227729885057459,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,42,rf,0.7226113505747126,1.0,0.2773886494252874,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,42,lightgbm,0.7081537356321839,1.0,0.29184626436781613,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,2026,lr,0.7577227011494254,1.0,0.24227729885057459,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,2026,rf,0.7246467911877394,1.0,0.27535320881226055,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,2026,lightgbm,0.7081537356321839,1.0,0.29184626436781613,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,3407,lr,0.7577227011494254,1.0,0.24227729885057459,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,3407,rf,0.7212344348659004,1.0,0.27876556513409956,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,3407,lightgbm,0.7081537356321839,1.0,0.29184626436781613,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,7777,lr,0.7577227011494254,1.0,0.24227729885057459,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,7777,rf,0.7178520114942529,1.0,0.28214798850574707,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M01,S5,7777,lightgbm,0.7081537356321839,1.0,0.29184626436781613,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,13,lr,0.7577227011494254,0.8117816091954023,0.054058908045976906,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,13,rf,0.7306633141762452,0.7876556513409962,0.05699233716475105,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,13,lightgbm,0.7081537356321839,0.7841834291187738,0.07602969348658994,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,42,lr,0.7577227011494254,0.7867576628352492,0.029034961685823757,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,42,rf,0.7226113505747126,0.7615541187739463,0.0389427681992337,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,42,lightgbm,0.7081537356321839,0.7425766283524905,0.03442289272030663,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,2026,lr,0.7577227011494254,0.779573754789272,0.02185105363984663,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,2026,rf,0.7246467911877394,0.7425766283524905,0.01792983716475105,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,2026,lightgbm,0.7081537356321839,0.729286398467433,0.021132662835249172,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,3407,lr,0.7577227011494254,0.7459889846743295,0.011733716475095912,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,3407,rf,0.7212344348659004,0.7183908045977012,0.0028436302681992265,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,3407,lightgbm,0.7081537356321839,0.7143797892720306,0.00622605363984674,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,7777,lr,0.7577227011494254,0.8232159961685824,0.06549329501915702,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,7777,rf,0.7178520114942529,0.8136973180076629,0.09584530651340994,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S1,7777,lightgbm,0.7081537356321839,0.7840636973180076,0.07590996168582376,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,13,lr,0.7577227011494254,0.8824233716475096,0.1247006704980842,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,13,rf,0.7306633141762452,0.874161877394636,0.14349856321839083,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,13,lightgbm,0.7081537356321839,0.8654813218390804,0.15732758620689657,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,42,lr,0.7577227011494254,0.8629070881226053,0.10518438697317989,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,42,rf,0.7226113505747126,0.8397988505747127,0.11718750000000011,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,42,lightgbm,0.7081537356321839,0.835727969348659,0.12757423371647514,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,2026,lr,0.7577227011494254,0.8438697318007663,0.08614703065134088,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,2026,rf,0.7246467911877394,0.833991858237548,0.10934506704980851,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,2026,lightgbm,0.7081537356321839,0.8184267241379309,0.11027298850574707,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,3407,lr,0.7577227011494254,0.8075311302681992,0.04980842911877381,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,3407,rf,0.7212344348659004,0.7668223180076629,0.04558788314176243,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,3407,lightgbm,0.7081537356321839,0.7645474137931035,0.05639367816091967,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,7777,lr,0.7577227011494254,0.8888290229885059,0.13110632183908044,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,7777,rf,0.7178520114942529,0.8607519157088123,0.14289990421455934,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S2,7777,lightgbm,0.7081537356321839,0.8409363026819923,0.1327825670498084,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,13,lr,0.7577227011494254,0.9423491379310345,0.18462643678160906,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,13,rf,0.7306633141762452,0.9346264367816093,0.2039631226053641,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,13,lightgbm,0.7081537356321839,0.9421695402298851,0.23401580459770122,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,42,lr,0.7577227011494254,0.9256465517241379,0.16792385057471249,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,42,rf,0.7226113505747126,0.9057112068965516,0.183099856321839,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,42,lightgbm,0.7081537356321839,0.9170258620689655,0.20887212643678166,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,2026,lr,0.7577227011494254,0.9099616858237547,0.15223898467432928,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,2026,rf,0.7246467911877394,0.9121168582375478,0.1874700670498084,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,2026,lightgbm,0.7081537356321839,0.9011613984674329,0.19300766283524906,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,3407,lr,0.7577227011494254,0.8766163793103448,0.11889367816091934,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,3407,rf,0.7212344348659004,0.8640445402298851,0.14281010536398464,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,3407,lightgbm,0.7081537356321839,0.860632183908046,0.1524784482758621,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,7777,lr,0.7577227011494254,0.9363625478927203,0.17863984674329492,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,7777,rf,0.7178520114942529,0.9177442528735633,0.1998922413793104,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S3,7777,lightgbm,0.7081537356321839,0.920138888888889,0.21198515325670508,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,13,lr,0.7577227011494254,0.97808908045977,0.22036637931034464,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,13,rf,0.7306633141762452,0.9671336206896551,0.23647030651340994,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,13,lightgbm,0.7081537356321839,0.9709650383141762,0.2628113026819924,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,42,lr,0.7577227011494254,0.9658764367816093,0.20815373563218387,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,42,rf,0.7226113505747126,0.9607878352490422,0.2381764846743296,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,42,lightgbm,0.7081537356321839,0.9582136015325671,0.2500598659003832,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,2026,lr,0.7577227011494254,0.9567169540229885,0.1989942528735631,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,2026,rf,0.7246467911877394,0.959051724137931,0.2344049329501916,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,2026,lightgbm,0.7081537356321839,0.9551005747126438,0.2469468390804599,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,3407,lr,0.7577227011494254,0.9288793103448276,0.1711566091954022,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,3407,rf,0.7212344348659004,0.9257662835249042,0.20453184865900376,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,3407,lightgbm,0.7081537356321839,0.9157088122605365,0.2075550766283526,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,7777,lr,0.7577227011494254,0.9701867816091954,0.21246408045976994,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,7777,rf,0.7178520114942529,0.95941091954023,0.24155890804597702,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S4,7777,lightgbm,0.7081537356321839,0.9568965517241379,0.24874281609195403,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,13,lr,0.7577227011494254,0.9937140804597702,0.23599137931034475,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,13,rf,0.7306633141762452,0.9842552681992338,0.2535919540229886,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,13,lightgbm,0.7081537356321839,0.9914391762452108,0.28328544061302696,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,42,lr,0.7577227011494254,0.98647030651341,0.22874760536398453,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,42,rf,0.7226113505747126,0.9813817049808429,0.2587703544061303,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,42,lightgbm,0.7081537356321839,0.9777897509578544,0.2696360153256705,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,2026,lr,0.7577227011494254,0.9816810344827586,0.22395833333333315,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,2026,rf,0.7246467911877394,0.9825790229885057,0.2579322318007663,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,2026,lightgbm,0.7081537356321839,0.9759638409961685,0.26781010536398464,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,3407,lr,0.7577227011494254,0.9638409961685824,0.20611829501915702,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,3407,rf,0.7212344348659004,0.9682710727969349,0.24703663793103448,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,3407,lightgbm,0.7081537356321839,0.9621048850574713,0.2539511494252874,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,7777,lr,0.7577227011494254,0.9867696360153256,0.22904693486590022,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,7777,rf,0.7178520114942529,0.9810823754789272,0.26323036398467425,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M02,S5,7777,lightgbm,0.7081537356321839,0.9837763409961686,0.27562260536398475,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
3,M03,S1,13,lr,0.7577227011494254,0.7566451149425287,0.0010775862068966857,a1a795d8c0fd8d6b7da5023a1b64e295d154902f8adbaa85715b0f36d511444e
