model,ds,mech,str,seed,clean,full,infl,note
TabPFNv2,ds_3,M03,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M03,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M03,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M03,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M03,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M03,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M03,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M03,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M03,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M04,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M04,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M04,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M04,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M04,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M04,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M04,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M04,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M04,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M06,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M06,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M06,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M06,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M06,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M06,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M06,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M06,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M06,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M07,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M07,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M07,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M07,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M07,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M07,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M07,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M07,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M07,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M08,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M08,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M08,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M08,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M08,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M08,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M08,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M08,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M08,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M11,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M11,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M11,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M11,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M11,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M11,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M11,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M11,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_3,M11,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M01,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M01,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M01,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M01,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M01,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M01,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M01,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M01,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M01,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M03,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M03,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M03,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M03,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M03,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M03,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M03,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M03,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M03,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M04,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M04,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M04,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M04,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M04,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M04,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M04,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M04,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M04,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M06,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M06,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M06,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M06,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M06,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M06,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M06,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M06,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M06,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M07,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M07,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M07,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M07,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M07,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M07,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M07,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M07,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M07,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M08,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M08,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M08,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M08,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M08,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M08,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M08,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M08,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M08,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M11,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M11,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M11,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M11,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M11,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M11,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M11,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M11,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_4,M11,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M01,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M01,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M01,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M01,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M01,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M01,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M01,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M01,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M01,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M03,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M03,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M03,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M03,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M03,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M03,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M03,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M03,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M03,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M04,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M04,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M04,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M04,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M04,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M04,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M04,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M04,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M04,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M06,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M06,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M06,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M06,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M06,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M06,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M06,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M06,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M06,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M07,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M07,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M07,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M07,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M07,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M07,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M07,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M07,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M07,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M08,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M08,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M08,S1,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M08,S3,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M08,S3,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M08,S3,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M08,S5,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M08,S5,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M08,S5,2026,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M11,S1,13,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M11,S1,42,0.5,0.5,,"NOT-APPLICABLE: TabPFN requires a one-time license acceptance to download
model weights for loca"
TabPFNv2,ds_5,M11,S1,2026,0.5,0.5,,"NOT-APPLICABLE: HuggingFace authentication error downloading from 'Prior-Labs/tabpfn_3'.
This mo"
TabPFNv2,ds_5,M11,S3,13,0.5,0.5,,"NOT-APPLICABLE: HuggingFace authentication error downloading from 'Prior-Labs/tabpfn_3'.
This mo"
TabPFNv2,ds_5,M11,S3,42,0.5,0.5,,"NOT-APPLICABLE: HuggingFace authentication error downloading from 'Prior-Labs/tabpfn_3'.
This mo"
TabPFNv2,ds_5,M11,S3,2026,0.5,0.5,,"NOT-APPLICABLE: HuggingFace authentication error downloading from 'Prior-Labs/tabpfn_3'.
This mo"
TabPFNv2,ds_5,M11,S5,13,0.5,0.5,,"NOT-APPLICABLE: HuggingFace authentication error downloading from 'Prior-Labs/tabpfn_3'.
This mo"
TabPFNv2,ds_5,M11,S5,42,0.5,0.5,,"NOT-APPLICABLE: HuggingFace authentication error downloading from 'Prior-Labs/tabpfn_3'.
This mo"
TabPFNv2,ds_5,M11,S5,2026,0.5,0.5,,"NOT-APPLICABLE: HuggingFace authentication error downloading from 'Prior-Labs/tabpfn_3'.
This mo"
ModernNCA,ds_0,M01,S1,13,0.8325832583258326,0.8596859685968596,0.027102710271027064,NCA(6d)+kNN
ModernNCA,ds_0,M01,S1,42,0.8325832583258326,0.8596859685968596,0.027102710271027064,NCA(6d)+kNN
ModernNCA,ds_0,M01,S1,2026,0.8325832583258326,0.8596859685968596,0.027102710271027064,NCA(6d)+kNN
ModernNCA,ds_0,M01,S3,13,0.8325832583258326,0.999899989999,0.1673167316731674,NCA(6d)+kNN
ModernNCA,ds_0,M01,S3,42,0.8325832583258326,0.999899989999,0.1673167316731674,NCA(6d)+kNN
ModernNCA,ds_0,M01,S3,2026,0.8325832583258326,0.999899989999,0.1673167316731674,NCA(6d)+kNN
ModernNCA,ds_0,M01,S5,13,0.8325832583258326,1.0,0.16741674167416742,NCA(6d)+kNN
ModernNCA,ds_0,M01,S5,42,0.8325832583258326,1.0,0.16741674167416742,NCA(6d)+kNN
ModernNCA,ds_0,M01,S5,2026,0.8325832583258326,1.0,0.16741674167416742,NCA(6d)+kNN
ModernNCA,ds_0,M03,S1,13,0.8536142756326244,0.9197499747958463,0.06613569916322193,NCA(6d)+kNN
ModernNCA,ds_0,M03,S1,42,0.8536142756326244,0.9197499747958463,0.06613569916322193,NCA(6d)+kNN
ModernNCA,ds_0,M03,S1,2026,0.8536142756326244,0.9197499747958463,0.06613569916322193,NCA(6d)+kNN
ModernNCA,ds_0,M03,S3,13,0.8536142756326244,1.0,0.14638572436737562,NCA(6d)+kNN
ModernNCA,ds_0,M03,S3,42,0.8536142756326244,1.0,0.14638572436737562,NCA(6d)+kNN
ModernNCA,ds_0,M03,S3,2026,0.8536142756326244,1.0,0.14638572436737562,NCA(6d)+kNN
ModernNCA,ds_0,M03,S5,13,0.8536142756326244,1.0,0.14638572436737562,NCA(6d)+kNN
ModernNCA,ds_0,M03,S5,42,0.8536142756326244,1.0,0.14638572436737562,NCA(6d)+kNN
ModernNCA,ds_0,M03,S5,2026,0.8536142756326244,1.0,0.14638572436737562,NCA(6d)+kNN
ModernNCA,ds_0,M04,S1,13,0.8536142756326244,0.8532110091743119,-0.0004032664583124568,NCA(6d)+kNN
ModernNCA,ds_0,M04,S1,42,0.8536142756326244,0.8532110091743119,-0.0004032664583124568,NCA(6d)+kNN
ModernNCA,ds_0,M04,S1,2026,0.8536142756326244,0.8532110091743119,-0.0004032664583124568,NCA(6d)+kNN
