ds,mech,str,method,auprc,top5_recall
opmeta_3,M04,S1,I+A,0.3333333333333333,1.0
opmeta_3,M04,S1,I+S,0.047619047619047616,0.0
opmeta_3,M04,S1,A+S+E,1.0,1.0
opmeta_3,M04,S1,I+A+S+E,0.16666666666666666,0.0
opmeta_3,M04,S3,I,0.047619047619047616,0.0
opmeta_3,M04,S3,A,1.0,1.0
opmeta_3,M04,S3,S,0.047619047619047616,1.0
opmeta_3,M04,S3,E,0.047619047619047616,0.0
opmeta_3,M04,S3,I+A,0.3333333333333333,1.0
opmeta_3,M04,S3,I+S,0.047619047619047616,0.0
opmeta_3,M04,S3,A+S+E,1.0,1.0
opmeta_3,M04,S3,I+A+S+E,0.16666666666666666,0.0
opmeta_3,M04,S5,I,0.25,1.0
opmeta_3,M04,S5,A,1.0,1.0
opmeta_3,M04,S5,S,0.047619047619047616,1.0
opmeta_3,M04,S5,E,0.125,0.0
opmeta_3,M04,S5,I+A,0.5,1.0
opmeta_3,M04,S5,I+S,0.25,1.0
opmeta_3,M04,S5,A+S+E,1.0,1.0
opmeta_3,M04,S5,I+A+S+E,0.3333333333333333,1.0
opmeta_3,M05,S1,I,0.047619047619047616,0.0
opmeta_3,M05,S1,A,1.0,1.0
opmeta_3,M05,S1,S,0.047619047619047616,1.0
opmeta_3,M05,S1,E,0.07692307692307693,0.0
opmeta_3,M05,S1,I+A,0.3333333333333333,1.0
opmeta_3,M05,S1,I+S,0.047619047619047616,0.0
opmeta_3,M05,S1,A+S+E,1.0,1.0
opmeta_3,M05,S1,I+A+S+E,0.25,1.0
opmeta_3,M05,S3,I,0.047619047619047616,0.0
opmeta_3,M05,S3,A,1.0,1.0
opmeta_3,M05,S3,S,0.047619047619047616,1.0
opmeta_3,M05,S3,E,0.16666666666666666,0.0
opmeta_3,M05,S3,I+A,0.3333333333333333,1.0
opmeta_3,M05,S3,I+S,0.047619047619047616,0.0
opmeta_3,M05,S3,A+S+E,1.0,1.0
opmeta_3,M05,S3,I+A+S+E,0.3333333333333333,1.0
opmeta_3,M05,S5,I,0.047619047619047616,0.0
opmeta_3,M05,S5,A,1.0,1.0
opmeta_3,M05,S5,S,0.047619047619047616,1.0
opmeta_3,M05,S5,E,0.047619047619047616,0.0
opmeta_3,M05,S5,I+A,0.3333333333333333,1.0
opmeta_3,M05,S5,I+S,0.047619047619047616,0.0
opmeta_3,M05,S5,A+S+E,1.0,1.0
opmeta_3,M05,S5,I+A+S+E,0.16666666666666666,0.0
opmeta_3,M06,S1,I,0.6388888888888888,1.0
opmeta_3,M06,S1,A,1.0,1.0
opmeta_3,M06,S1,S,0.13043478260869565,0.3333333333333333
opmeta_3,M06,S1,E,0.5285714285714286,0.3333333333333333
opmeta_3,M06,S1,I+A,0.6388888888888888,1.0
opmeta_3,M06,S1,I+S,0.6388888888888888,1.0
opmeta_3,M06,S1,A+S+E,0.8055555555555556,1.0
opmeta_3,M06,S1,I+A+S+E,0.8055555555555556,1.0
opmeta_3,M06,S3,I,1.0,1.0
opmeta_3,M06,S3,A,1.0,1.0
opmeta_3,M06,S3,S,0.13043478260869565,0.3333333333333333
opmeta_3,M06,S3,E,0.17086247086247086,0.0
opmeta_3,M06,S3,I+A,1.0,1.0
opmeta_3,M06,S3,I+S,1.0,1.0
opmeta_3,M06,S3,A+S+E,0.6388888888888888,1.0
opmeta_3,M06,S3,I+A+S+E,1.0,1.0
opmeta_3,M06,S5,I,1.0,1.0
opmeta_3,M06,S5,A,1.0,1.0
opmeta_3,M06,S5,S,0.13043478260869565,0.3333333333333333
opmeta_3,M06,S5,E,0.21428571428571427,0.0
opmeta_3,M06,S5,I+A,1.0,1.0
opmeta_3,M06,S5,I+S,1.0,1.0
opmeta_3,M06,S5,A+S+E,0.75,1.0
opmeta_3,M06,S5,I+A+S+E,1.0,1.0
opmeta_3,M07,S1,I,0.3333333333333333,0.5
opmeta_3,M07,S1,A,1.0,1.0
opmeta_3,M07,S1,S,1.0,1.0
opmeta_3,M07,S1,E,0.3611111111111111,0.5
opmeta_3,M07,S1,I+A,0.5833333333333333,1.0
opmeta_3,M07,S1,I+S,0.5833333333333333,1.0
opmeta_3,M07,S1,A+S+E,1.0,1.0
opmeta_3,M07,S1,I+A+S+E,0.75,1.0
opmeta_3,M07,S3,I,0.3333333333333333,0.5
opmeta_3,M07,S3,A,1.0,1.0
opmeta_3,M07,S3,S,1.0,1.0
opmeta_3,M07,S3,E,0.3611111111111111,0.5
opmeta_3,M07,S3,I+A,0.5833333333333333,1.0
opmeta_3,M07,S3,I+S,0.5833333333333333,1.0
opmeta_3,M07,S3,A+S+E,1.0,1.0
opmeta_3,M07,S3,I+A+S+E,0.75,1.0
opmeta_3,M07,S5,I,0.3333333333333333,0.5
opmeta_3,M07,S5,A,1.0,1.0
opmeta_3,M07,S5,S,1.0,1.0
opmeta_3,M07,S5,E,0.3611111111111111,0.5
opmeta_3,M07,S5,I+A,0.5833333333333333,1.0
opmeta_3,M07,S5,I+S,0.5833333333333333,1.0
opmeta_3,M07,S5,A+S+E,1.0,1.0
opmeta_3,M07,S5,I+A+S+E,0.75,1.0
opmeta_3,M08,S1,I,0.047619047619047616,0.0
opmeta_3,M08,S1,A,1.0,1.0
opmeta_3,M08,S1,S,0.047619047619047616,1.0
opmeta_3,M08,S1,E,0.25,1.0
opmeta_3,M08,S1,I+A,0.3333333333333333,1.0
opmeta_3,M08,S1,I+S,0.047619047619047616,0.0
opmeta_3,M08,S1,A+S+E,1.0,1.0
opmeta_3,M08,S1,I+A+S+E,0.3333333333333333,1.0
opmeta_3,M08,S3,I,0.25,1.0
opmeta_3,M08,S3,A,1.0,1.0
opmeta_3,M08,S3,S,0.047619047619047616,1.0
opmeta_3,M08,S3,E,0.05263157894736842,0.0
opmeta_3,M08,S3,I+A,0.3333333333333333,1.0
opmeta_3,M08,S3,I+S,0.25,1.0
opmeta_3,M08,S3,A+S+E,0.25,1.0
opmeta_3,M08,S3,I+A+S+E,0.125,0.0
opmeta_3,M08,S5,I,0.25,1.0
opmeta_3,M08,S5,A,1.0,1.0
opmeta_3,M08,S5,S,0.047619047619047616,1.0
opmeta_3,M08,S5,E,0.09090909090909091,0.0
opmeta_3,M08,S5,I+A,0.3333333333333333,1.0
opmeta_3,M08,S5,I+S,0.25,1.0
opmeta_3,M08,S5,A+S+E,0.5,1.0
opmeta_3,M08,S5,I+A+S+E,0.2,1.0
opmeta_3,M09,S1,I,0.047619047619047616,0.0
opmeta_3,M09,S1,A,1.0,1.0
opmeta_3,M09,S1,S,0.047619047619047616,1.0
opmeta_3,M09,S1,E,0.3333333333333333,1.0
opmeta_3,M09,S1,I+A,0.3333333333333333,1.0
opmeta_3,M09,S1,I+S,0.047619047619047616,0.0
opmeta_3,M09,S1,A+S+E,1.0,1.0
opmeta_3,M09,S1,I+A+S+E,0.3333333333333333,1.0
opmeta_3,M09,S3,I,0.047619047619047616,0.0
opmeta_3,M09,S3,A,1.0,1.0
opmeta_3,M09,S3,S,0.047619047619047616,1.0
opmeta_3,M09,S3,E,0.058823529411764705,0.0
opmeta_3,M09,S3,I+A,0.3333333333333333,1.0
opmeta_3,M09,S3,I+S,0.047619047619047616,0.0
opmeta_3,M09,S3,A+S+E,0.3333333333333333,1.0
opmeta_3,M09,S3,I+A+S+E,0.14285714285714285,0.0
opmeta_3,M09,S5,I,0.25,1.0
opmeta_3,M09,S5,A,1.0,1.0
opmeta_3,M09,S5,S,0.047619047619047616,1.0
opmeta_3,M09,S5,E,0.1111111111111111,0.0
opmeta_3,M09,S5,I+A,0.3333333333333333,1.0
opmeta_3,M09,S5,I+S,0.25,1.0
opmeta_3,M09,S5,A+S+E,0.5,1.0
opmeta_3,M09,S5,I+A+S+E,0.25,1.0
opmeta_3,M11,S1,I,0.321256038647343,0.3333333333333333
opmeta_3,M11,S1,A,1.0,1.0
opmeta_3,M11,S1,S,0.13043478260869565,0.3333333333333333
opmeta_3,M11,S1,E,0.21060606060606063,0.3333333333333333
opmeta_3,M11,S1,I+A,0.5888888888888888,1.0
opmeta_3,M11,S1,I+S,0.321256038647343,0.3333333333333333
opmeta_3,M11,S1,A+S+E,0.6388888888888888,1.0
opmeta_3,M11,S1,I+A+S+E,0.3595238095238095,0.6666666666666666
opmeta_3,M11,S3,I,0.9166666666666666,1.0
opmeta_3,M11,S3,A,1.0,1.0
opmeta_3,M11,S3,S,0.13043478260869565,0.3333333333333333
opmeta_3,M11,S3,E,0.31666666666666665,0.3333333333333333
opmeta_3,M11,S3,I+A,0.9166666666666666,1.0
opmeta_3,M11,S3,I+S,0.9166666666666666,1.0
opmeta_3,M11,S3,A+S+E,0.7555555555555555,1.0
opmeta_3,M11,S3,I+A+S+E,0.8095238095238095,0.6666666666666666
opmeta_3,M11,S5,I,1.0,1.0
opmeta_3,M11,S5,A,1.0,1.0
opmeta_3,M11,S5,S,0.13043478260869565,0.3333333333333333
opmeta_3,M11,S5,E,0.23333333333333334,0.3333333333333333
opmeta_3,M11,S5,I+A,1.0,1.0
opmeta_3,M11,S5,I+S,1.0,1.0
opmeta_3,M11,S5,A+S+E,0.6666666666666666,1.0
opmeta_3,M11,S5,I+A+S+E,1.0,1.0
opmeta_4,M04,S1,I,0.047619047619047616,0.0
opmeta_4,M04,S1,A,1.0,1.0
opmeta_4,M04,S1,S,0.047619047619047616,1.0
opmeta_4,M04,S1,E,0.08333333333333333,0.0
opmeta_4,M04,S1,I+A,0.3333333333333333,1.0
opmeta_4,M04,S1,I+S,0.047619047619047616,0.0
opmeta_4,M04,S1,A+S+E,1.0,1.0
opmeta_4,M04,S1,I+A+S+E,0.25,1.0
opmeta_4,M04,S3,I,0.047619047619047616,0.0
opmeta_4,M04,S3,A,1.0,1.0
opmeta_4,M04,S3,S,0.047619047619047616,1.0
opmeta_4,M04,S3,E,0.058823529411764705,0.0
opmeta_4,M04,S3,I+A,0.3333333333333333,1.0
opmeta_4,M04,S3,I+S,0.047619047619047616,0.0
opmeta_4,M04,S3,A+S+E,1.0,1.0
opmeta_4,M04,S3,I+A+S+E,0.14285714285714285,0.0
opmeta_4,M04,S5,I,0.14285714285714285,0.0
opmeta_4,M04,S5,A,1.0,1.0
opmeta_4,M04,S5,S,0.047619047619047616,1.0
opmeta_4,M04,S5,E,0.0625,0.0
opmeta_4,M04,S5,I+A,0.3333333333333333,1.0
opmeta_4,M04,S5,I+S,0.14285714285714285,0.0
opmeta_4,M04,S5,A+S+E,1.0,1.0
opmeta_4,M04,S5,I+A+S+E,0.25,1.0
opmeta_4,M05,S1,I,0.047619047619047616,0.0
opmeta_4,M05,S1,A,1.0,1.0
opmeta_4,M05,S1,S,0.047619047619047616,1.0
opmeta_4,M05,S1,E,0.0625,0.0
opmeta_4,M05,S1,I+A,0.3333333333333333,1.0
opmeta_4,M05,S1,I+S,0.047619047619047616,0.0
opmeta_4,M05,S1,A+S+E,1.0,1.0
opmeta_4,M05,S1,I+A+S+E,0.2,1.0
opmeta_4,M05,S3,I,0.047619047619047616,0.0
opmeta_4,M05,S3,A,1.0,1.0
opmeta_4,M05,S3,S,0.047619047619047616,1.0
opmeta_4,M05,S3,E,0.0625,0.0
opmeta_4,M05,S3,I+A,0.3333333333333333,1.0
opmeta_4,M05,S3,I+S,0.047619047619047616,0.0
opmeta_4,M05,S3,A+S+E,1.0,1.0
opmeta_4,M05,S3,I+A+S+E,0.2,1.0
opmeta_4,M05,S5,I,0.2,1.0
opmeta_4,M05,S5,A,1.0,1.0
opmeta_4,M05,S5,S,0.047619047619047616,1.0
opmeta_4,M05,S5,E,0.3333333333333333,1.0
opmeta_4,M05,S5,I+A,0.5,1.0
opmeta_4,M05,S5,I+S,0.2,1.0
opmeta_4,M05,S5,A+S+E,1.0,1.0
opmeta_4,M05,S5,I+A+S+E,0.5,1.0
opmeta_4,M06,S1,I,0.5888888888888889,1.0
opmeta_4,M06,S1,A,1.0,1.0
opmeta_4,M06,S1,S,0.13043478260869565,0.3333333333333333
opmeta_4,M06,S1,E,0.6388888888888888,1.0
opmeta_4,M06,S1,I+A,0.8666666666666667,1.0
opmeta_4,M06,S1,I+S,0.5888888888888889,1.0
opmeta_4,M06,S1,A+S+E,0.9166666666666665,1.0
opmeta_4,M06,S1,I+A+S+E,0.9166666666666665,1.0
opmeta_4,M06,S3,I,1.0,1.0
opmeta_4,M06,S3,A,1.0,1.0
opmeta_4,M06,S3,S,0.13043478260869565,0.3333333333333333
opmeta_4,M06,S3,E,0.2846153846153846,0.3333333333333333
opmeta_4,M06,S3,I+A,1.0,1.0
opmeta_4,M06,S3,I+S,1.0,1.0
opmeta_4,M06,S3,A+S+E,0.6388888888888888,1.0
opmeta_4,M06,S3,I+A+S+E,1.0,1.0
opmeta_4,M06,S5,I,1.0,1.0
opmeta_4,M06,S5,A,1.0,1.0
opmeta_4,M06,S5,S,0.13043478260869565,0.3333333333333333
opmeta_4,M06,S5,E,0.2,0.0
opmeta_4,M06,S5,I+A,1.0,1.0
opmeta_4,M06,S5,I+S,1.0,1.0
opmeta_4,M06,S5,A+S+E,0.75,1.0
opmeta_4,M06,S5,I+A+S+E,1.0,1.0
opmeta_4,M07,S1,I,0.29545454545454547,0.5
opmeta_4,M07,S1,A,1.0,1.0
opmeta_4,M07,S1,S,1.0,1.0
opmeta_4,M07,S1,E,0.3666666666666667,1.0
opmeta_4,M07,S1,I+A,0.75,1.0
opmeta_4,M07,S1,I+S,0.75,1.0
opmeta_4,M07,S1,A+S+E,1.0,1.0
opmeta_4,M07,S1,I+A+S+E,0.75,1.0
opmeta_4,M07,S3,I,0.29545454545454547,0.5
opmeta_4,M07,S3,A,1.0,1.0
opmeta_4,M07,S3,S,1.0,1.0
opmeta_4,M07,S3,E,0.3666666666666667,1.0
opmeta_4,M07,S3,I+A,0.75,1.0
opmeta_4,M07,S3,I+S,0.75,1.0
opmeta_4,M07,S3,A+S+E,1.0,1.0
opmeta_4,M07,S3,I+A+S+E,0.75,1.0
opmeta_4,M07,S5,I,0.29545454545454547,0.5
opmeta_4,M07,S5,A,1.0,1.0
opmeta_4,M07,S5,S,1.0,1.0
opmeta_4,M07,S5,E,0.3666666666666667,1.0
opmeta_4,M07,S5,I+A,0.75,1.0
opmeta_4,M07,S5,I+S,0.75,1.0
opmeta_4,M07,S5,A+S+E,1.0,1.0
opmeta_4,M07,S5,I+A+S+E,0.75,1.0
opmeta_4,M08,S1,I,0.047619047619047616,0.0
opmeta_4,M08,S1,A,1.0,1.0
opmeta_4,M08,S1,S,0.047619047619047616,1.0
opmeta_4,M08,S1,E,0.0625,0.0
opmeta_4,M08,S1,I+A,0.3333333333333333,1.0
opmeta_4,M08,S1,I+S,0.047619047619047616,0.0
opmeta_4,M08,S1,A+S+E,0.3333333333333333,1.0
opmeta_4,M08,S1,I+A+S+E,0.1,0.0
opmeta_4,M08,S3,I,0.047619047619047616,0.0
opmeta_4,M08,S3,A,1.0,1.0
opmeta_4,M08,S3,S,0.047619047619047616,1.0
opmeta_4,M08,S3,E,0.07142857142857142,0.0
opmeta_4,M08,S3,I+A,0.3333333333333333,1.0
opmeta_4,M08,S3,I+S,0.047619047619047616,0.0
opmeta_4,M08,S3,A+S+E,0.5,1.0
opmeta_4,M08,S3,I+A+S+E,0.125,0.0
opmeta_4,M08,S5,I,0.3333333333333333,1.0
opmeta_4,M08,S5,A,1.0,1.0
opmeta_4,M08,S5,S,0.047619047619047616,1.0
opmeta_4,M08,S5,E,0.3333333333333333,1.0
opmeta_4,M08,S5,I+A,0.3333333333333333,1.0
opmeta_4,M08,S5,I+S,0.3333333333333333,1.0
opmeta_4,M08,S5,A+S+E,1.0,1.0
opmeta_4,M08,S5,I+A+S+E,0.5,1.0
opmeta_4,M09,S1,I,0.047619047619047616,0.0
opmeta_4,M09,S1,A,1.0,1.0
opmeta_4,M09,S1,S,0.047619047619047616,1.0
opmeta_4,M09,S1,E,0.07142857142857142,0.0
opmeta_4,M09,S1,I+A,0.3333333333333333,1.0
opmeta_4,M09,S1,I+S,0.047619047619047616,0.0
opmeta_4,M09,S1,A+S+E,0.5,1.0
opmeta_4,M09,S1,I+A+S+E,0.14285714285714285,0.0
opmeta_4,M09,S3,I,0.14285714285714285,0.0
opmeta_4,M09,S3,A,1.0,1.0
opmeta_4,M09,S3,S,0.047619047619047616,1.0
opmeta_4,M09,S3,E,0.0625,0.0
opmeta_4,M09,S3,I+A,0.3333333333333333,1.0
opmeta_4,M09,S3,I+S,0.14285714285714285,0.0
opmeta_4,M09,S3,A+S+E,0.5,1.0
opmeta_4,M09,S3,I+A+S+E,0.125,0.0
opmeta_4,M09,S5,I,0.125,0.0
opmeta_4,M09,S5,A,1.0,1.0
opmeta_4,M09,S5,S,0.047619047619047616,1.0
opmeta_4,M09,S5,E,0.125,0.0
opmeta_4,M09,S5,I+A,0.3333333333333333,1.0
opmeta_4,M09,S5,I+S,0.125,0.0
opmeta_4,M09,S5,A+S+E,0.5,1.0
opmeta_4,M09,S5,I+A+S+E,0.2,1.0
opmeta_4,M11,S1,I,0.321256038647343,0.6666666666666666
opmeta_4,M11,S1,A,1.0,1.0
opmeta_4,M11,S1,S,0.13043478260869565,0.3333333333333333
opmeta_4,M11,S1,E,0.5714285714285714,0.6666666666666666
opmeta_4,M11,S1,I+A,0.5333333333333333,1.0
opmeta_4,M11,S1,I+S,0.321256038647343,0.6666666666666666
opmeta_4,M11,S1,A+S+E,1.0,1.0
opmeta_4,M11,S1,I+A+S+E,0.5333333333333333,1.0
opmeta_4,M11,S3,I,0.8666666666666667,1.0
opmeta_4,M11,S3,A,1.0,1.0
opmeta_4,M11,S3,S,0.13043478260869565,0.3333333333333333
opmeta_4,M11,S3,E,0.18888888888888888,0.3333333333333333
opmeta_4,M11,S3,I+A,0.9166666666666665,1.0
opmeta_4,M11,S3,I+S,0.8666666666666667,1.0
opmeta_4,M11,S3,A+S+E,0.7575757575757576,0.6666666666666666
opmeta_4,M11,S3,I+A+S+E,0.7435897435897436,0.6666666666666666
opmeta_4,M11,S5,I,1.0,1.0
opmeta_4,M11,S5,A,1.0,1.0
opmeta_4,M11,S5,S,0.13043478260869565,0.3333333333333333
opmeta_4,M11,S5,E,0.14523809523809522,0.0
opmeta_4,M11,S5,I+A,1.0,1.0
opmeta_4,M11,S5,I+S,1.0,1.0
opmeta_4,M11,S5,A+S+E,0.2619047619047619,0.0
opmeta_4,M11,S5,I+A+S+E,0.7435897435897436,0.6666666666666666
opmeta_5,M04,S1,I,0.25,1.0
opmeta_5,M04,S1,A,1.0,1.0
opmeta_5,M04,S1,S,0.07692307692307693,1.0
opmeta_5,M04,S1,E,0.125,0.0
opmeta_5,M04,S1,I+A,0.5,1.0
opmeta_5,M04,S1,I+S,0.25,1.0
opmeta_5,M04,S1,A+S+E,1.0,1.0
opmeta_5,M04,S1,I+A+S+E,0.2,1.0
opmeta_5,M04,S3,I,0.07692307692307693,1.0
opmeta_5,M04,S3,A,1.0,1.0
opmeta_5,M04,S3,S,0.07692307692307693,1.0
opmeta_5,M04,S3,E,0.125,0.0
opmeta_5,M04,S3,I+A,0.5,1.0
opmeta_5,M04,S3,I+S,0.07692307692307693,1.0
opmeta_5,M04,S3,A+S+E,1.0,1.0
opmeta_5,M04,S3,I+A+S+E,0.2,1.0
opmeta_5,M04,S5,I,0.07692307692307693,1.0
opmeta_5,M04,S5,A,1.0,1.0
opmeta_5,M04,S5,S,0.07692307692307693,1.0
opmeta_5,M04,S5,E,0.16666666666666666,0.0
opmeta_5,M04,S5,I+A,0.5,1.0
opmeta_5,M04,S5,I+S,0.07692307692307693,1.0
opmeta_5,M04,S5,A+S+E,1.0,1.0
opmeta_5,M04,S5,I+A+S+E,0.25,1.0
opmeta_5,M05,S1,I,0.2,1.0
opmeta_5,M05,S1,A,1.0,1.0
opmeta_5,M05,S1,S,0.07692307692307693,1.0
opmeta_5,M05,S1,E,0.125,0.0
opmeta_5,M05,S1,I+A,0.5,1.0
opmeta_5,M05,S1,I+S,0.2,1.0
opmeta_5,M05,S1,A+S+E,1.0,1.0
opmeta_5,M05,S1,I+A+S+E,0.2,1.0
opmeta_5,M05,S3,I,0.2,1.0
opmeta_5,M05,S3,A,1.0,1.0
opmeta_5,M05,S3,S,0.07692307692307693,1.0
opmeta_5,M05,S3,E,0.125,0.0
opmeta_5,M05,S3,I+A,0.5,1.0
opmeta_5,M05,S3,I+S,0.2,1.0
opmeta_5,M05,S3,A+S+E,1.0,1.0
opmeta_5,M05,S3,I+A+S+E,0.25,1.0
opmeta_5,M05,S5,I,0.2,1.0
opmeta_5,M05,S5,A,1.0,1.0
opmeta_5,M05,S5,S,0.07692307692307693,1.0
opmeta_5,M05,S5,E,0.16666666666666666,0.0
opmeta_5,M05,S5,I+A,0.5,1.0
opmeta_5,M05,S5,I+S,0.2,1.0
opmeta_5,M05,S5,A+S+E,1.0,1.0
opmeta_5,M05,S5,I+A+S+E,0.25,1.0
opmeta_5,M06,S1,I,0.7555555555555555,1.0
opmeta_5,M06,S1,A,1.0,1.0
opmeta_5,M06,S1,S,0.2,1.0
opmeta_5,M06,S1,E,0.7666666666666666,0.6666666666666666
opmeta_5,M06,S1,I+A,0.8666666666666667,1.0
opmeta_5,M06,S1,I+S,0.7555555555555555,1.0
opmeta_5,M06,S1,A+S+E,0.8666666666666667,1.0
opmeta_5,M06,S1,I+A+S+E,0.8095238095238095,0.6666666666666666
opmeta_5,M06,S3,I,1.0,1.0
opmeta_5,M06,S3,A,1.0,1.0
opmeta_5,M06,S3,S,0.2,1.0
opmeta_5,M06,S3,E,0.3055555555555556,0.3333333333333333
opmeta_5,M06,S3,I+A,1.0,1.0
opmeta_5,M06,S3,I+S,1.0,1.0
opmeta_5,M06,S3,A+S+E,0.7,1.0
opmeta_5,M06,S3,I+A+S+E,1.0,1.0
opmeta_5,M06,S5,I,1.0,1.0
opmeta_5,M06,S5,A,1.0,1.0
opmeta_5,M06,S5,S,0.2,1.0
opmeta_5,M06,S5,E,0.3333333333333333,0.0
opmeta_5,M06,S5,I+A,1.0,1.0
opmeta_5,M06,S5,I+S,1.0,1.0
opmeta_5,M06,S5,A+S+E,0.6,1.0
opmeta_5,M06,S5,I+A+S+E,1.0,1.0
opmeta_5,M07,S1,I,0.41666666666666663,0.5
opmeta_5,M07,S1,A,1.0,1.0
opmeta_5,M07,S1,S,1.0,1.0
opmeta_5,M07,S1,E,0.5833333333333334,0.5
opmeta_5,M07,S1,I+A,0.75,1.0
opmeta_5,M07,S1,I+S,0.75,1.0
opmeta_5,M07,S1,A+S+E,1.0,1.0
opmeta_5,M07,S1,I+A+S+E,0.6666666666666666,0.5
opmeta_5,M07,S3,I,0.41666666666666663,0.5
opmeta_5,M07,S3,A,1.0,1.0
opmeta_5,M07,S3,S,1.0,1.0
opmeta_5,M07,S3,E,0.5833333333333334,0.5
opmeta_5,M07,S3,I+A,0.75,1.0
opmeta_5,M07,S3,I+S,0.75,1.0
opmeta_5,M07,S3,A+S+E,1.0,1.0
opmeta_5,M07,S3,I+A+S+E,0.6666666666666666,0.5
opmeta_5,M07,S5,I,0.41666666666666663,0.5
opmeta_5,M07,S5,A,1.0,1.0
opmeta_5,M07,S5,S,1.0,1.0
opmeta_5,M07,S5,E,0.5833333333333334,0.5
opmeta_5,M07,S5,I+A,0.75,1.0
opmeta_5,M07,S5,I+S,0.75,1.0
opmeta_5,M07,S5,A+S+E,1.0,1.0
opmeta_5,M07,S5,I+A+S+E,0.6666666666666666,0.5
opmeta_5,M08,S1,I,0.07692307692307693,1.0
opmeta_5,M08,S1,A,1.0,1.0
opmeta_5,M08,S1,S,0.07692307692307693,1.0
opmeta_5,M08,S1,E,0.1111111111111111,0.0
opmeta_5,M08,S1,I+A,0.3333333333333333,1.0
opmeta_5,M08,S1,I+S,0.07692307692307693,1.0
opmeta_5,M08,S1,A+S+E,0.3333333333333333,1.0
opmeta_5,M08,S1,I+A+S+E,0.14285714285714285,0.0
opmeta_5,M08,S3,I,0.07692307692307693,1.0
opmeta_5,M08,S3,A,1.0,1.0
opmeta_5,M08,S3,S,0.07692307692307693,1.0
opmeta_5,M08,S3,E,0.25,1.0
opmeta_5,M08,S3,I+A,0.3333333333333333,1.0
opmeta_5,M08,S3,I+S,0.07692307692307693,1.0
opmeta_5,M08,S3,A+S+E,1.0,1.0
opmeta_5,M08,S3,I+A+S+E,0.25,1.0
opmeta_5,M08,S5,I,0.07692307692307693,1.0
opmeta_5,M08,S5,A,1.0,1.0
opmeta_5,M08,S5,S,0.07692307692307693,1.0
opmeta_5,M08,S5,E,1.0,1.0
opmeta_5,M08,S5,I+A,0.3333333333333333,1.0
opmeta_5,M08,S5,I+S,0.07692307692307693,1.0
opmeta_5,M08,S5,A+S+E,1.0,1.0
opmeta_5,M08,S5,I+A+S+E,1.0,1.0
opmeta_5,M09,S1,I,0.07692307692307693,1.0
opmeta_5,M09,S1,A,1.0,1.0
opmeta_5,M09,S1,S,0.07692307692307693,1.0
opmeta_5,M09,S1,E,0.25,1.0
opmeta_5,M09,S1,I+A,0.3333333333333333,1.0
opmeta_5,M09,S1,I+S,0.07692307692307693,1.0
opmeta_5,M09,S1,A+S+E,1.0,1.0
opmeta_5,M09,S1,I+A+S+E,0.3333333333333333,1.0
opmeta_5,M09,S3,I,0.07692307692307693,1.0
opmeta_5,M09,S3,A,1.0,1.0
opmeta_5,M09,S3,S,0.07692307692307693,1.0
opmeta_5,M09,S3,E,0.16666666666666666,0.0
opmeta_5,M09,S3,I+A,0.3333333333333333,1.0
opmeta_5,M09,S3,I+S,0.07692307692307693,1.0
opmeta_5,M09,S3,A+S+E,0.5,1.0
opmeta_5,M09,S3,I+A+S+E,0.2,1.0
opmeta_5,M09,S5,I,0.07692307692307693,1.0
opmeta_5,M09,S5,A,1.0,1.0
opmeta_5,M09,S5,S,0.07692307692307693,1.0
opmeta_5,M09,S5,E,0.1111111111111111,0.0
opmeta_5,M09,S5,I+A,0.3333333333333333,1.0
opmeta_5,M09,S5,I+S,0.07692307692307693,1.0
opmeta_5,M09,S5,A+S+E,0.3333333333333333,1.0
opmeta_5,M09,S5,I+A+S+E,0.14285714285714285,0.0
opmeta_5,M11,S1,I,0.3111111111111111,0.6666666666666666
opmeta_5,M11,S1,A,1.0,1.0
opmeta_5,M11,S1,S,0.2,1.0
opmeta_5,M11,S1,E,0.5353535353535354,0.3333333333333333
opmeta_5,M11,S1,I+A,0.4777777777777778,1.0
opmeta_5,M11,S1,I+S,0.3111111111111111,0.6666666666666666
opmeta_5,M11,S1,A+S+E,0.7916666666666666,0.6666666666666666
opmeta_5,M11,S1,I+A+S+E,0.3888888888888889,0.6666666666666666
opmeta_5,M11,S3,I,0.8666666666666667,1.0
opmeta_5,M11,S3,A,1.0,1.0
opmeta_5,M11,S3,S,0.2,1.0
opmeta_5,M11,S3,E,0.625,0.6666666666666666
opmeta_5,M11,S3,I+A,1.0,1.0
opmeta_5,M11,S3,I+S,0.8666666666666667,1.0
opmeta_5,M11,S3,A+S+E,1.0,1.0
opmeta_5,M11,S3,I+A+S+E,0.9166666666666665,1.0
opmeta_5,M11,S5,I,1.0,1.0
opmeta_5,M11,S5,A,1.0,1.0
opmeta_5,M11,S5,S,0.2,1.0
opmeta_5,M11,S5,E,0.3055555555555556,0.0
opmeta_5,M11,S5,I+A,1.0,1.0
opmeta_5,M11,S5,I+S,1.0,1.0
opmeta_5,M11,S5,A+S+E,0.8333333333333333,1.0
opmeta_5,M11,S5,I+A+S+E,1.0,1.0
