metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,contract,budget_bp,mechanism
delta_directional_repair,-0.03247173269269979,-0.05768026605753174,-0.011187678239734399,0.0,500,20,0.05623139811919205,P3,semantic_group,1000,M04
delta_same_side_residual,0.03247173269269979,0.011306289269657965,0.0593044996606933,0.9998,500,20,0.05623139811919205,P3,semantic_group,1000,M04
delta_overcorrection,0.014463082742969832,0.004815173731605811,0.02894931374284412,1.0,500,20,0.029379874596770807,P3,semantic_group,1000,M04
delta_introduced_distortion,0.0008437315359100635,0.00010310057699733478,0.001765709886127821,0.9924,500,20,0.0019883954477485817,P3,semantic_group,1000,M04
delta_introduced_distortion_zero_opp,0.04218982714012931,0.007653913686251407,0.08485375211558151,0.9976,11,9,0.06421566400488796,P3,semantic_group,1000,M04
delta_leak_recall,-0.06050000000000001,-0.07450250000000003,-0.04680000000000001,0.0,500,20,0.032398018133018076,P3,semantic_group,1000,M04
delta_deletion_precision,-0.03465,-0.04365041666666668,-0.025683333333333336,0.0,500,20,0.021241434462194307,P3,semantic_group,1000,M04
delta_legit_retention,-0.003572916666666671,-0.004424187499999998,-0.002737489583333345,0.0,500,20,0.002048847691761165,P3,semantic_group,1000,M04
delta_semantic_group_recall_full,-0.06050000000000001,-0.0745,-0.04680000000000001,0.0,500,20,0.032398018133018076,P3,semantic_group,1000,M04
delta_semantic_group_recall_any,-0.06050000000000001,-0.0742,-0.046600000000000016,0.0,500,20,0.032398018133018076,P3,semantic_group,1000,M04
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M04
delta_legacy_sdr,-0.04681170444951343,-0.08216755776792682,-0.016908276536556435,0.0,500,20,0.07710619182140523,P3,semantic_group,1000,M05
delta_directional_repair,-0.031117985166129996,-0.05856437744640812,-0.009032136330484867,0.0002,500,20,0.058469390280222425,P3,semantic_group,1000,M05
delta_same_side_residual,0.031117985166129996,0.008168733502669313,0.0567538230076602,0.9998,500,20,0.058469390280222425,P3,semantic_group,1000,M05
delta_overcorrection,0.01463165165654029,0.0049156908011248465,0.02677286963223983,1.0,500,20,0.02582805682253044,P3,semantic_group,1000,M05
delta_introduced_distortion,0.0010620676268431575,7.557802049983684e-05,0.002835009491662652,0.9988,500,20,0.0037328101993472983,P3,semantic_group,1000,M05
delta_introduced_distortion_zero_opp,0.04106620257036581,0.00654168627287477,0.09881246649747151,0.9992,11,7,0.07521357640592877,P3,semantic_group,1000,M05
delta_leak_recall,-0.042100000000000005,-0.07540250000000003,0.001402499999999954,0.0292,500,20,0.09019388472676661,P3,semantic_group,1000,M05
delta_deletion_precision,-0.02425,-0.04070041666666668,-0.0018979166666667005,0.0162,500,20,0.04575550010079317,P3,semantic_group,1000,M05
delta_legit_retention,-0.002566666666666666,-0.004321270833333333,-0.00023580208333334033,0.0164,500,20,0.0047906638920212005,P3,semantic_group,1000,M05
delta_semantic_group_recall_full,-0.042100000000000005,-0.07390000000000001,0.0010024999999999561,0.0276,500,20,0.09019388472676661,P3,semantic_group,1000,M05
delta_semantic_group_recall_any,-0.042100000000000005,-0.07410250000000002,0.003102499999999959,0.0318,500,20,0.09019388472676661,P3,semantic_group,1000,M05
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M05
delta_legacy_sdr,0.21192990113745988,0.16668142395766458,0.24789416040002624,1.0,500,20,0.09767785336429652,P3,semantic_group,1000,M06
delta_directional_repair,0.24118410402679613,0.22045174475548815,0.26160440920668254,1.0,500,20,0.04834653220423469,P3,semantic_group,1000,M06
delta_same_side_residual,-0.24118410402679613,-0.2615289176556972,-0.220236899625436,0.0,500,20,0.04834653220423469,P3,semantic_group,1000,M06
delta_overcorrection,0.029254202889336257,0.006102709354454876,0.06321292263156189,0.9998,500,20,0.06741304255116697,P3,semantic_group,1000,M06
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M06
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,1000,M06
delta_leak_recall,0.8942,0.8829,0.9058999999999999,1.0,500,20,0.02701968093621273,P3,semantic_group,1000,M06
delta_deletion_precision,0.6950602380952382,0.634601121031746,0.7597051746031747,1.0,500,20,0.14781320200241338,P3,semantic_group,1000,M06
delta_legit_retention,0.05332708333333332,0.04693063541666663,0.06018882291666669,1.0,500,20,0.015626109054207266,P3,semantic_group,1000,M06
delta_semantic_group_recall_full,0.8942,0.8825975,0.9057025000000001,1.0,500,20,0.02701968093621273,P3,semantic_group,1000,M06
delta_semantic_group_recall_any,0.8942,0.8830975,0.9056,1.0,500,20,0.02701968093621273,P3,semantic_group,1000,M06
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M06
delta_legacy_sdr,0.07089215875821757,0.033460269349804665,0.09879758950546882,1.0,500,20,0.0769884854803128,P3,semantic_group,1000,M07
delta_directional_repair,0.10074880438333896,0.09143874505441676,0.11011341551302564,1.0,500,20,0.022172309181729535,P3,semantic_group,1000,M07
delta_same_side_residual,-0.10074880438333896,-0.11002428620057604,-0.0910800555820849,0.0,500,20,0.022172309181729532,P3,semantic_group,1000,M07
delta_overcorrection,0.02985664562512137,0.0074564991285605104,0.060830044922986576,1.0,500,20,0.06358890518701024,P3,semantic_group,1000,M07
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M07
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,1000,M07
delta_leak_recall,0.7284,0.6984,0.7602,1.0,500,20,0.07166765401196656,P3,semantic_group,1000,M07
delta_deletion_precision,0.4225666666666667,0.34954666666666667,0.5044566666666666,1.0,500,20,0.18506493565599272,P3,semantic_group,1000,M07
delta_legit_retention,0.04293416666666665,0.03837572916666663,0.04786697916666664,1.0,500,20,0.01124191389061389,P3,semantic_group,1000,M07
delta_semantic_group_recall_full,0.7284,0.6986974999999999,0.7605025000000001,1.0,500,20,0.07166765401196656,P3,semantic_group,1000,M07
delta_semantic_group_recall_any,0.7284,0.6984,0.7599,1.0,500,20,0.07166765401196656,P3,semantic_group,1000,M07
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M07
delta_legacy_sdr,-0.02998270183832081,-0.061640870872705054,-0.004123353779976142,0.0064,500,20,0.06712987200364841,P3,semantic_group,1000,M08
delta_directional_repair,-0.004938660800615474,-0.01706878458004612,0.004250142805560491,0.1894,500,20,0.024957556122973783,P3,semantic_group,1000,M08
delta_same_side_residual,0.004938660800615474,-0.004208862854170918,0.0169255587227679,0.8088,500,20,0.024957556122973783,P3,semantic_group,1000,M08
delta_overcorrection,0.02504404103770534,0.007750927965409646,0.04653171842239137,0.9998,500,20,0.04465608752306485,P3,semantic_group,1000,M08
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M08
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,1000,M08
delta_leak_recall,0.28159999999999996,0.165695,0.3957074999999999,1.0,500,20,0.2691543090965908,P3,semantic_group,1000,M08
delta_deletion_precision,0.14623333333333335,0.09379916666666667,0.20048333333333335,1.0,500,20,0.12750411528732977,P3,semantic_group,1000,M08
delta_legit_retention,0.015093333333333328,0.009397989583333325,0.02056185416666665,1.0,500,20,0.013263102481203265,P3,semantic_group,1000,M08
delta_semantic_group_recall_full,0.28159999999999996,0.1696975,0.39830499999999996,1.0,500,20,0.2691543090965908,P3,semantic_group,1000,M08
delta_semantic_group_recall_any,0.28159999999999996,0.1675975,0.39730999999999983,1.0,500,20,0.2691543090965908,P3,semantic_group,1000,M08
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M08
delta_legacy_sdr,0.16882523292534762,0.12788909121446373,0.20127908206373438,1.0,500,20,0.08725889436454605,P3,semantic_group,1000,M09
delta_directional_repair,0.1962568209926397,0.1783482171106657,0.2140526854990138,1.0,500,20,0.04161022883675744,P3,semantic_group,1000,M09
delta_same_side_residual,-0.1962568209926397,-0.21356418675295682,-0.1787570699816295,0.0,500,20,0.04161022883675744,P3,semantic_group,1000,M09
delta_overcorrection,0.027431588067292022,0.005823831170549199,0.05902079847186154,0.9996,500,20,0.06201836166977702,P3,semantic_group,1000,M09
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M09
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,1000,M09
delta_leak_recall,0.8297000000000001,0.8000000000000002,0.8557025,1.0,500,20,0.0662444436597476,P3,semantic_group,1000,M09
delta_deletion_precision,0.7424777777777778,0.7056398333333334,0.7795586666666665,1.0,500,20,0.08785128893113404,P3,semantic_group,1000,M09
delta_legit_retention,0.04921416666666665,0.043406218749999975,0.05548722916666666,1.0,500,20,0.013835055932695753,P3,semantic_group,1000,M09
delta_semantic_group_recall_full,0.8297000000000001,0.8008000000000001,0.8571,1.0,500,20,0.0662444436597476,P3,semantic_group,1000,M09
delta_semantic_group_recall_any,0.8297000000000001,0.8004975000000001,0.8560025,1.0,500,20,0.0662444436597476,P3,semantic_group,1000,M09
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M09
delta_legacy_sdr,0.17697316421244924,0.15092181988091347,0.19974287780273667,1.0,500,20,0.057404811459373976,P3,semantic_group,1000,M10
delta_directional_repair,0.1925237965768257,0.1747355477663081,0.21055087666759606,1.0,500,20,0.04177575642763766,P3,semantic_group,1000,M10
delta_same_side_residual,-0.1925237965768257,-0.21061793746057847,-0.1747317250238222,0.0,500,20,0.041775756427637666,P3,semantic_group,1000,M10
delta_overcorrection,0.015550632364376427,0.004441631699225308,0.031207548482145245,0.9998,500,20,0.03228197285983026,P3,semantic_group,1000,M10
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M10
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,1000,M10
delta_leak_recall,0.8626999999999999,0.8323975,0.8897999999999999,1.0,500,20,0.0688989343741595,P3,semantic_group,1000,M10
delta_deletion_precision,0.50695,0.41329625,0.6110845833333333,1.0,500,20,0.23685868847077063,P3,semantic_group,1000,M10
delta_legit_retention,0.04825306184012063,0.04272770788623139,0.054126447403576784,1.0,500,20,0.01344087873479299,P3,semantic_group,1000,M10
delta_semantic_group_recall_full,0.8626999999999999,0.8305000000000001,0.89,1.0,500,20,0.0688989343741595,P3,semantic_group,1000,M10
delta_semantic_group_recall_any,0.8626999999999999,0.8309000000000001,0.8901000000000001,1.0,500,20,0.0688989343741595,P3,semantic_group,1000,M10
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M10
delta_legacy_sdr,0.21383779701014172,0.1689377010363064,0.25017483780629773,1.0,500,20,0.09718503599394253,P3,semantic_group,1000,M11
delta_directional_repair,0.24333423431891882,0.22317609207954592,0.2632767957792922,1.0,500,20,0.047761939472602814,P3,semantic_group,1000,M11
delta_same_side_residual,-0.24333423431891882,-0.26308574719145766,-0.22286474124008449,0.0,500,20,0.047761939472602814,P3,semantic_group,1000,M11
delta_overcorrection,0.029496437308777056,0.006393376886422227,0.061820193223253224,1.0,500,20,0.0672312011275118,P3,semantic_group,1000,M11
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M11
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,1000,M11
delta_leak_recall,0.8824000000000002,0.8709999999999999,0.8933,1.0,500,20,0.02620245066883307,P3,semantic_group,1000,M11
delta_deletion_precision,0.7183598412698413,0.6695910218253969,0.7672656984126985,1.0,500,20,0.1156278047259235,P3,semantic_group,1000,M11
delta_legit_retention,0.052435416666666644,0.046622343749999955,0.058941031249999984,1.0,500,20,0.014512333904082025,P3,semantic_group,1000,M11
delta_semantic_group_recall_full,0.8824000000000002,0.8707,0.8934025,1.0,500,20,0.02620245066883307,P3,semantic_group,1000,M11
delta_semantic_group_recall_any,0.8824000000000002,0.8712,0.8938999999999998,1.0,500,20,0.02620245066883307,P3,semantic_group,1000,M11
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,1000,M11
delta_legacy_sdr,0.06933489347345045,0.01570320765599885,0.11480805078456517,0.9938,500,20,0.11506202534795136,P3,semantic_group,2000,M01
delta_directional_repair,0.13323481384618366,0.11872629168323716,0.14822928622501094,1.0,500,20,0.035562747896940874,P3,semantic_group,2000,M01
delta_same_side_residual,-0.1332348138461837,-0.14801518566116872,-0.11862060239932078,0.0,500,20,0.035562747896940874,P3,semantic_group,2000,M01
delta_overcorrection,0.0638999203727332,0.02767858794913497,0.10551507147334695,1.0,500,20,0.09216172853501726,P3,semantic_group,2000,M01
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M01
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,2000,M01
delta_leak_recall,0.6956,0.6688999999999999,0.7217999999999999,1.0,500,20,0.06204446622764745,P3,semantic_group,2000,M01
delta_deletion_precision,0.19397,0.17562475,0.21317195833333333,1.0,500,20,0.04344893473751182,P3,semantic_group,2000,M01
delta_legit_retention,0.04096916666666668,0.03668856250000001,0.045121843749999994,1.0,500,20,0.01002085839986653,P3,semantic_group,2000,M01
delta_semantic_group_recall_full,0.6956,0.6688975,0.7220024999999999,1.0,500,20,0.06204446622764745,P3,semantic_group,2000,M01
delta_semantic_group_recall_any,0.6956,0.6692975,0.7220025,1.0,500,20,0.06204446622764745,P3,semantic_group,2000,M01
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M01
delta_legacy_sdr,0.08635863076588912,0.03086835415671084,0.13246939081157622,0.9986,500,20,0.11704582192585877,P3,semantic_group,2000,M02
delta_directional_repair,0.1529421601028938,0.13778376044177906,0.16917681641496884,1.0,500,20,0.0375624204916207,P3,semantic_group,2000,M02
delta_same_side_residual,-0.1529421601028938,-0.16932379544422738,-0.13694729167066674,0.0,500,20,0.0375624204916207,P3,semantic_group,2000,M02
delta_overcorrection,0.06658352933700466,0.029625139850144738,0.10979955664832088,1.0,500,20,0.09515062898993334,P3,semantic_group,2000,M02
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M02
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,2000,M02
delta_leak_recall,0.7691999999999999,0.7524,0.7854,1.0,500,20,0.03896232998544536,P3,semantic_group,2000,M02
delta_deletion_precision,0.21458833333333333,0.1959095833333333,0.2333394166666667,1.0,500,20,0.045725138996588185,P3,semantic_group,2000,M02
delta_legit_retention,0.04555000000000002,0.04033156250000001,0.05101256250000002,1.0,500,20,0.011996101949729514,P3,semantic_group,2000,M02
delta_semantic_group_recall_full,0.7691999999999999,0.7517000000000001,0.7855025,1.0,500,20,0.03896232998544536,P3,semantic_group,2000,M02
delta_semantic_group_recall_any,0.7691999999999999,0.7524975,0.7857,1.0,500,20,0.03896232998544536,P3,semantic_group,2000,M02
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M02
delta_legacy_sdr,-0.05681301345031893,-0.09876171178851093,-0.02207911231565107,0.0,500,20,0.09079974469247723,P3,semantic_group,2000,M03
delta_directional_repair,-0.02758746030405899,-0.05341507333671171,-0.007042041842438227,0.0004,500,20,0.055206474648796966,P3,semantic_group,2000,M03
delta_same_side_residual,0.027587460304058998,0.006988042464858396,0.052841645449722974,0.9998,500,20,0.05520647464879696,P3,semantic_group,2000,M03
delta_overcorrection,0.028148396517235663,0.009616100807717378,0.052696320956294694,1.0,500,20,0.05001420949990074,P3,semantic_group,2000,M03
delta_introduced_distortion,0.0010771566290242811,-4.72375222195452e-05,0.003032030138888863,0.9546,500,20,0.004106556848319654,P3,semantic_group,2000,M03
delta_introduced_distortion_zero_opp,0.04689381972548678,-0.002877504417477347,0.12198593337188315,0.9492,8,6,0.09205353836856918,P3,semantic_group,2000,M03
delta_leak_recall,-0.11410000000000001,-0.16299999999999998,-0.05839000000000015,0.0,500,20,0.12528951735039423,P3,semantic_group,2000,M03
delta_deletion_precision,-0.03353833333333333,-0.04954225,-0.016157750000000054,0.0,500,20,0.03962467816756422,P3,semantic_group,2000,M03
delta_legit_retention,-0.007175833333333333,-0.011022010416666669,-0.0028002708333333425,0.0006,500,20,0.009450929709209618,P3,semantic_group,2000,M03
delta_semantic_group_recall_full,-0.11410000000000001,-0.16399999999999998,-0.057297500000000036,0.0,500,20,0.12528951735039423,P3,semantic_group,2000,M03
delta_semantic_group_recall_any,-0.11410000000000001,-0.16419999999999998,-0.05809750000000006,0.0,500,20,0.12528951735039423,P3,semantic_group,2000,M03
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M03
delta_legacy_sdr,-0.05702533743573076,-0.10092514396321342,-0.02165322643802082,0.0002,500,20,0.09101197098842602,P3,semantic_group,2000,M04
delta_directional_repair,-0.037090319274888546,-0.06466631085249956,-0.013344349302761445,0.0002,500,20,0.060333067353464095,P3,semantic_group,2000,M04
delta_same_side_residual,0.037090319274888546,0.013733103339400586,0.06518343413404057,1.0,500,20,0.060333067353464095,P3,semantic_group,2000,M04
delta_overcorrection,0.018934966127062764,0.005623875395517549,0.03716853108832022,1.0,500,20,0.037462871643449566,P3,semantic_group,2000,M04
delta_introduced_distortion,0.0010000520337794454,6.762764197776162e-05,0.0022328761256568672,0.9868,500,20,0.0025344898150079873,P3,semantic_group,2000,M04
delta_introduced_distortion_zero_opp,0.05086437840361363,0.0037536107974727373,0.10911196864016667,0.9888,11,9,0.08673035185494696,P3,semantic_group,2000,M04
delta_leak_recall,-0.08870000000000003,-0.1092,-0.06820000000000001,0.0,500,20,0.048805845206448276,P3,semantic_group,2000,M04
delta_deletion_precision,-0.025163333333333333,-0.031956958333333334,-0.018869958333333332,0.0,500,20,0.015373984633424475,P3,semantic_group,2000,M04
delta_legit_retention,-0.005364999999999998,-0.0068621145833333294,-0.0039703958333333345,0.0,500,20,0.0034019436738773117,P3,semantic_group,2000,M04
delta_semantic_group_recall_full,-0.08870000000000003,-0.1092,-0.06770000000000001,0.0,500,20,0.048805845206448276,P3,semantic_group,2000,M04
delta_semantic_group_recall_any,-0.08870000000000003,-0.11040000000000001,-0.0676,0.0,500,20,0.048805845206448276,P3,semantic_group,2000,M04
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M04
delta_legacy_sdr,-0.05587101790709868,-0.09695811426218359,-0.02278929903276517,0.0,500,20,0.08813223117036337,P3,semantic_group,2000,M05
delta_directional_repair,-0.03407120221134931,-0.06202578063751958,-0.011062053830432884,0.0002,500,20,0.058795963758371095,P3,semantic_group,2000,M05
delta_same_side_residual,0.03407120221134931,0.011511881692088895,0.06212282372331982,1.0,500,20,0.058795963758371095,P3,semantic_group,2000,M05
delta_overcorrection,0.020925154675176014,0.006309009230046197,0.040274832762927176,1.0,500,20,0.039960601327984034,P3,semantic_group,2000,M05
delta_introduced_distortion,0.0008746610205733841,-9.041152849019236e-09,0.0024431412947474324,0.9734,500,20,0.003238304955818369,P3,semantic_group,2000,M05
delta_introduced_distortion_zero_opp,0.03682570946948948,0.0025713046395897626,0.0882632667722787,0.9884,11,7,0.06626720290661137,P3,semantic_group,2000,M05
delta_leak_recall,-0.09590000000000001,-0.1385,-0.048292500000000106,0.0,500,20,0.1036176676664341,P3,semantic_group,2000,M05
delta_deletion_precision,-0.028161666666666668,-0.04097025000000001,-0.014407958333333339,0.0,500,20,0.03083389999479289,P3,semantic_group,2000,M05
delta_legit_retention,-0.0062766666666666665,-0.009218958333333334,-0.0033284583333333417,0.0,500,20,0.006962880172198688,P3,semantic_group,2000,M05
delta_semantic_group_recall_full,-0.09590000000000001,-0.13809999999999997,-0.05029750000000004,0.0002,500,20,0.1036176676664341,P3,semantic_group,2000,M05
delta_semantic_group_recall_any,-0.09590000000000001,-0.13730000000000003,-0.05029500000000007,0.0002,500,20,0.1036176676664341,P3,semantic_group,2000,M05
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M05
delta_legacy_sdr,0.145536860588081,0.08817605970579082,0.1954539504809189,1.0,500,20,0.13084580249031597,P3,semantic_group,2000,M06
delta_directional_repair,0.21581335298109816,0.19648586050859704,0.2367562312272401,1.0,500,20,0.04733871808453164,P3,semantic_group,2000,M06
delta_same_side_residual,-0.21581335298109816,-0.2357868043443386,-0.19527075078318198,0.0,500,20,0.04733871808453164,P3,semantic_group,2000,M06
delta_overcorrection,0.07027649239301717,0.03254096081477061,0.11730740232463929,1.0,500,20,0.10126167406903824,P3,semantic_group,2000,M06
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M06
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,2000,M06
delta_leak_recall,0.7988999999999999,0.7870000000000001,0.8092025,1.0,500,20,0.0263776220946548,P3,semantic_group,2000,M06
delta_deletion_precision,0.43972898268398264,0.4176920984848485,0.461523426948052,1.0,500,20,0.04927273575095056,P3,semantic_group,2000,M06
delta_legit_retention,0.047159583333333345,0.042346531250000014,0.05215919791666668,1.0,500,20,0.011564586709127314,P3,semantic_group,2000,M06
delta_semantic_group_recall_full,0.7988999999999999,0.7871,0.8096,1.0,500,20,0.0263776220946548,P3,semantic_group,2000,M06
delta_semantic_group_recall_any,0.7988999999999999,0.7872,0.8096000000000002,1.0,500,20,0.0263776220946548,P3,semantic_group,2000,M06
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M06
delta_legacy_sdr,0.022693323704010084,-0.02499456250940904,0.06473525276894915,0.8362,500,20,0.10889059467394296,P3,semantic_group,2000,M07
delta_directional_repair,0.08740101199710539,0.077485424230465,0.09750761291171355,1.0,500,20,0.023449103278871963,P3,semantic_group,2000,M07
delta_same_side_residual,-0.08740101199710539,-0.09774115700981564,-0.0775611925816807,0.0,500,20,0.023449103278871963,P3,semantic_group,2000,M07
delta_overcorrection,0.06470768829309528,0.02803151483267177,0.1094483710514005,1.0,500,20,0.09437314963733555,P3,semantic_group,2000,M07
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M07
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,2000,M07
delta_leak_recall,0.643,0.6107000000000001,0.6776025,1.0,500,20,0.07764290729121096,P3,semantic_group,2000,M07
delta_deletion_precision,0.17763666666666666,0.1629585,0.1920420833333333,1.0,500,20,0.034228897370565094,P3,semantic_group,2000,M07
delta_legit_retention,0.037556250000000006,0.03401786458333334,0.04126357291666667,1.0,500,20,0.008346490435807695,P3,semantic_group,2000,M07
delta_semantic_group_recall_full,0.643,0.6113975,0.6769000000000001,1.0,500,20,0.07764290729121096,P3,semantic_group,2000,M07
delta_semantic_group_recall_any,0.643,0.6114,0.6779025000000001,1.0,500,20,0.07764290729121096,P3,semantic_group,2000,M07
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M07
delta_legacy_sdr,-0.04913809117051854,-0.08635343535093581,-0.01643879869767031,0.0,500,20,0.08178688113922825,P3,semantic_group,2000,M08
delta_directional_repair,-0.010809455035793277,-0.02329717155092426,-0.00064045197420307,0.0172,500,20,0.02613839226239092,P3,semantic_group,2000,M08
delta_same_side_residual,0.010809455035793277,0.0008815291072905328,0.022927941677733515,0.9858,500,20,0.02613839226239092,P3,semantic_group,2000,M08
delta_overcorrection,0.03832863613472527,0.015124822766635623,0.06595577938063824,1.0,500,20,0.06157198920047281,P3,semantic_group,2000,M08
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M08
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,2000,M08
delta_leak_recall,0.3328,0.22230000000000003,0.446505,1.0,500,20,0.26489990165105165,P3,semantic_group,2000,M08
delta_deletion_precision,0.08729499999999998,0.059181625,0.11479725,1.0,500,20,0.06522864533711105,P3,semantic_group,2000,M08
delta_legit_retention,0.01827166666666667,0.012328583333333332,0.024329843749999996,1.0,500,20,0.014117860561788573,P3,semantic_group,2000,M08
delta_semantic_group_recall_full,0.3328,0.21769249999999996,0.4442024999999999,1.0,500,20,0.26489990165105165,P3,semantic_group,2000,M08
delta_semantic_group_recall_any,0.3328,0.2185875,0.4438,1.0,500,20,0.26489990165105165,P3,semantic_group,2000,M08
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M08
delta_legacy_sdr,0.10651829015773566,0.05061746784719165,0.15427417217434652,0.9998,500,20,0.12303067228352813,P3,semantic_group,2000,M09
delta_directional_repair,0.17520009191655966,0.15803777505539393,0.19253658134895324,1.0,500,20,0.040687007908674765,P3,semantic_group,2000,M09
delta_same_side_residual,-0.17520009191655966,-0.19283723477503295,-0.15827459537751437,0.0,500,20,0.040687007908674765,P3,semantic_group,2000,M09
delta_overcorrection,0.06868180175882402,0.03160865301123174,0.11346244863837468,1.0,500,20,0.09739985409138835,P3,semantic_group,2000,M09
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M09
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,2000,M09
delta_leak_recall,0.7877999999999998,0.7724000000000001,0.8019025,1.0,500,20,0.03376014467417241,P3,semantic_group,2000,M09
delta_deletion_precision,0.5895660606060606,0.5672672121212121,0.6104583939393939,1.0,500,20,0.05022378656319581,P3,semantic_group,2000,M09
delta_legit_retention,0.046569583333333345,0.04175105208333334,0.05162638541666667,1.0,500,20,0.011677411491625057,P3,semantic_group,2000,M09
delta_semantic_group_recall_full,0.7877999999999998,0.7729974999999999,0.8016025,1.0,500,20,0.03376014467417241,P3,semantic_group,2000,M09
delta_semantic_group_recall_any,0.7877999999999998,0.7729,0.8015999999999999,1.0,500,20,0.03376014467417241,P3,semantic_group,2000,M09
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M09
delta_legacy_sdr,0.10955258452311564,0.06088318966158622,0.15084062186274266,1.0,500,20,0.10534305199537085,P3,semantic_group,2000,M10
delta_directional_repair,0.16971671440596967,0.15292316844454545,0.18603093712858113,1.0,500,20,0.03806706952177404,P3,semantic_group,2000,M10
delta_same_side_residual,-0.16971671440596967,-0.18584748970093895,-0.15351086431119315,0.0,500,20,0.03806706952177404,P3,semantic_group,2000,M10
delta_overcorrection,0.06016412988285404,0.02924521231598321,0.09698613990904958,1.0,500,20,0.08014600334637792,P3,semantic_group,2000,M10
delta_introduced_distortion,0.0,0.0,0.0,0.0,500,20,0.0,P3,semantic_group,2000,M10
delta_introduced_distortion_zero_opp,,,,,0,0,,P3,semantic_group,2000,M10
delta_leak_recall,0.7836000000000001,0.7661,0.7975024999999999,1.0,500,20,0.03613774816041064,P3,semantic_group,2000,M10
delta_deletion_precision,0.20154166666666665,0.18706962500000002,0.21662166666666666,1.0,500,20,0.03442796169952013,P3,semantic_group,2000,M10
delta_legit_retention,0.043454186597716014,0.03924379616461969,0.047815847338935576,1.0,500,20,0.010022570720622823,P3,semantic_group,2000,M10
delta_semantic_group_recall_full,0.7836000000000001,0.7667000000000002,0.7974,1.0,500,20,0.03613774816041064,P3,semantic_group,2000,M10
