metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,contract,budget_bp,archetype
delta_deletion_precision,0.5587954545454545,0.4722272727272727,0.6290681818181818,1.0,1100,4,0.08909614625917846,P4,encoded_column,500,drifting
delta_legit_retention,0.03414783542437954,0.025214070855614987,0.0432000815850816,1.0,1100,4,0.0104492830336573,P4,encoded_column,500,drifting
delta_semantic_group_recall_full,0.3754090909090909,0.29654545454545456,0.43150000000000005,1.0,1100,4,0.07870457717515265,P4,encoded_column,500,drifting
delta_semantic_group_recall_any,0.5507727272727273,0.4722272727272727,0.6050000000000001,1.0,1100,4,0.07915648622377558,P4,encoded_column,500,drifting
delta_partial_group_violation_rate,0.1753636363636364,0.16995454545454547,0.18231818181818182,1.0,1100,4,0.007064441668536465,P4,encoded_column,500,drifting
delta_legacy_sdr,0.06497599429332333,0.05974139474217441,0.06876272683975579,1.0,1100,4,0.005583968524367283,P4,encoded_column,500,interaction
delta_directional_repair,0.06990413300258383,0.06202698388870584,0.077089418539919,1.0,1100,4,0.008377218592573272,P4,encoded_column,500,interaction
delta_same_side_residual,-0.06990413300258383,-0.077089418539919,-0.06202698388870584,0.0,1100,4,0.008377218592573272,P4,encoded_column,500,interaction
delta_overcorrection,0.004746158114684424,0.0025538806368003496,0.007742046258457275,1.0,1100,4,0.003206874032382203,P4,encoded_column,500,interaction
delta_introduced_distortion,0.00018198059457606155,3.495111391594478e-05,0.00038437199635628957,0.9954,1100,4,0.00021620392804839726,P4,encoded_column,500,interaction
delta_introduced_distortion_zero_opp,0.03683095257876709,0.019223112653769626,0.046426846933848444,1.0,5,3,0.015269389102277724,P4,encoded_column,500,interaction
delta_leak_recall,0.39705113636363637,0.3513977272727272,0.44270454545454546,1.0,1100,4,0.05663707343696199,P4,encoded_column,500,interaction
delta_deletion_precision,0.5386818181818182,0.4889545454545455,0.5896363636363636,1.0,1100,4,0.06367572375829936,P4,encoded_column,500,interaction
delta_legit_retention,0.03312652653718831,0.025962199197860938,0.04222306859806864,1.0,1100,4,0.009321989357908277,P4,encoded_column,500,interaction
delta_semantic_group_recall_full,0.34972727272727266,0.3,0.39945454545454545,1.0,1100,4,0.06246797526640589,P4,encoded_column,500,interaction
delta_semantic_group_recall_any,0.5339999999999999,0.47490909090909095,0.5896363636363636,1.0,1100,4,0.0711250789771381,P4,encoded_column,500,interaction
delta_partial_group_violation_rate,0.18427272727272728,0.17409090909090907,0.19445454545454546,1.0,1100,4,0.012701705922171767,P4,encoded_column,500,interaction
delta_legacy_sdr,0.052850452575382505,0.01724700855538133,0.08405505309919074,1.0,1100,4,0.03968090111808931,P4,encoded_column,500,linear
delta_directional_repair,0.06368717888448587,0.04045641033176589,0.08723809723558178,1.0,1100,4,0.025726853734336544,P4,encoded_column,500,linear
delta_same_side_residual,-0.06368717888448587,-0.08723809723558178,-0.04045641033176589,0.0,1100,4,0.025726853734336544,P4,encoded_column,500,linear
delta_overcorrection,0.010648432574479332,-0.0009330122990666282,0.02353348748291185,0.9352,1100,4,0.015367633592759194,P4,encoded_column,500,linear
delta_introduced_distortion,0.00018829373462402022,-5.634907949733227e-05,0.0006358868306938165,0.6798,1100,4,0.00045250374103133237,P4,encoded_column,500,linear
delta_introduced_distortion_zero_opp,0.02263541808525615,-0.007434895833333393,0.07937170060331833,0.6994,9,3,0.049164537089654105,P4,encoded_column,500,linear
delta_leak_recall,0.39241477272727276,0.32429166666666664,0.4605378787878788,1.0,1100,4,0.07951236694602898,P4,encoded_column,500,linear
delta_deletion_precision,0.5278409090909091,0.44859090909090904,0.6070909090909091,1.0,1100,4,0.0924986598071329,P4,encoded_column,500,linear
delta_legit_retention,0.03200151370688136,0.025964025974025973,0.03803900143973675,1.0,1100,4,0.007676919181994483,P4,encoded_column,500,linear
delta_semantic_group_recall_full,0.34704545454545455,0.2778181818181818,0.41627272727272735,1.0,1100,4,0.08200603014849737,P4,encoded_column,500,linear
delta_semantic_group_recall_any,0.5221363636363636,0.43718181818181817,0.6070909090909091,1.0,1100,4,0.10065618046929192,P4,encoded_column,500,linear
delta_partial_group_violation_rate,0.1750909090909091,0.15936363636363637,0.19081818181818183,1.0,1100,4,0.019046702063720437,P4,encoded_column,500,linear
delta_legacy_sdr,0.06233172121722711,0.02946666366041363,0.09519677877404059,1.0,1100,4,0.03937384466575147,P4,encoded_column,500,nonlinear
delta_directional_repair,0.06938028537815086,0.04146317058231119,0.09729740017399052,1.0,1100,4,0.03260176496837326,P4,encoded_column,500,nonlinear
delta_same_side_residual,-0.06938028537815086,-0.09729740017399052,-0.04146317058231119,0.0,1100,4,0.03260176496837326,P4,encoded_column,500,nonlinear
delta_overcorrection,0.006713573954466254,0.0010501933002994986,0.0157041393285534,0.9978,1100,4,0.009078336149091266,P4,encoded_column,500,nonlinear
delta_introduced_distortion,0.00033499020645747505,7.826645030342032e-08,0.0008837986029221218,0.9966,1100,4,0.00056736063331646,P4,encoded_column,500,nonlinear
delta_introduced_distortion_zero_opp,0.04341236346782104,2.1523273833440586e-05,0.10801504629629634,1.0,7,3,0.057036014540494576,P4,encoded_column,500,nonlinear
delta_leak_recall,0.39885984848484857,0.3190965909090909,0.47243750000000007,1.0,1100,4,0.09552921652471318,P4,encoded_column,500,nonlinear
delta_deletion_precision,0.5344772727272727,0.4386363636363637,0.6142500000000001,1.0,1100,4,0.10903032092744984,P4,encoded_column,500,nonlinear
delta_legit_retention,0.03126029174257116,0.029703546453546482,0.03209268305224189,1.0,1100,4,0.0015676124306839732,P4,encoded_column,500,nonlinear
delta_semantic_group_recall_full,0.3523181818181818,0.28145454545454546,0.41690909090909095,1.0,1100,4,0.08497718053760794,P4,encoded_column,500,nonlinear
delta_semantic_group_recall_any,0.5267727272727273,0.4386363636363637,0.5988181818181818,1.0,1100,4,0.09915592807102024,P4,encoded_column,500,nonlinear
delta_partial_group_violation_rate,0.17445454545454545,0.1565,0.18936363636363637,1.0,1100,4,0.020492288410461166,P4,encoded_column,500,nonlinear
delta_legacy_sdr,0.035619933589309635,0.0022456330641889375,0.06899423411443033,0.9838,1100,4,0.0400647067828202,P4,encoded_column,500,sparse
delta_directional_repair,0.0489024094320501,0.025933655498830373,0.07187116336526983,1.0,1100,4,0.02806531374151627,P4,encoded_column,500,sparse
delta_same_side_residual,-0.0489024094320501,-0.07187116336526983,-0.025933655498830366,0.0,1100,4,0.028065313741516273,P4,encoded_column,500,sparse
delta_overcorrection,0.01314771478952121,0.0028650594754998783,0.023430370103542545,1.0,1100,4,0.012165016426933262,P4,encoded_column,500,sparse
delta_introduced_distortion,0.0001347610532192478,0.0,0.00038647849664833937,0.9364,1100,4,0.0002539424444568631,P4,encoded_column,500,sparse
delta_introduced_distortion_zero_opp,0.07248648516139093,0.00326418821839074,0.1417087821043911,1.0,3,2,0.0978951111554085,P4,encoded_column,500,sparse
delta_leak_recall,0.38425,0.3064659090909091,0.46203409090909087,1.0,1100,4,0.09277745864964386,P4,encoded_column,500,sparse
delta_deletion_precision,0.5137954545454545,0.4226363636363636,0.6049545454545455,1.0,1100,4,0.10770258955170603,P4,encoded_column,500,sparse
delta_legit_retention,0.03031333237840591,0.025812399732620308,0.035206926406926436,1.0,1100,4,0.005146820367480265,P4,encoded_column,500,sparse
delta_semantic_group_recall_full,0.3388181818181818,0.2688181818181818,0.4088181818181818,1.0,1100,4,0.08349005648387381,P4,encoded_column,500,sparse
delta_semantic_group_recall_any,0.5081363636363636,0.4226363636363636,0.5936363636363637,1.0,1100,4,0.10149975912251409,P4,encoded_column,500,sparse
delta_partial_group_violation_rate,0.1693181818181818,0.15381818181818183,0.18631818181818183,1.0,1100,4,0.020320503562012773,P4,encoded_column,500,sparse
delta_legacy_sdr,0.04361510031839552,-0.024092271091974142,0.08209842577165148,0.943,1100,4,0.06721057463641421,P4,encoded_column,1000,drifting
delta_directional_repair,0.0696969100975256,0.03790099997623368,0.08689559385993102,1.0,1100,4,0.03179593546408483,P4,encoded_column,1000,drifting
delta_same_side_residual,-0.0696969100975256,-0.08689559385993102,-0.03790099997623368,0.0,1100,4,0.03179593546408483,P4,encoded_column,1000,drifting
delta_overcorrection,0.0255949630790325,0.005129585402604662,0.06025908223703553,1.0,1100,4,0.03475999077895559,P4,encoded_column,1000,drifting
delta_introduced_distortion,0.00048684670009756605,4.735307065815576e-05,0.0012444523651276968,0.9976,1100,4,0.0007531164869737765,P4,encoded_column,1000,drifting
delta_introduced_distortion_zero_opp,0.09314737754790992,0.017362792574657112,0.2213636523142788,1.0,6,3,0.11165079159839111,P4,encoded_column,1000,drifting
delta_leak_recall,0.4390795454545455,0.36187500000000006,0.49507575757575756,1.0,1100,4,0.07801150246688693,P4,encoded_column,1000,drifting
delta_deletion_precision,0.38783333333333336,0.30407575757575755,0.5090530303030303,1.0,1100,4,0.12744582865238777,P4,encoded_column,1000,drifting
delta_legit_retention,0.04463120379620379,0.03666737012987011,0.054206241258741274,1.0,1100,4,0.010852263861867696,P4,encoded_column,1000,drifting
delta_semantic_group_recall_full,0.37404545454545457,0.29622727272727273,0.4248181818181819,1.0,1100,4,0.07692311284169535,P4,encoded_column,1000,drifting
delta_semantic_group_recall_any,0.47904545454545455,0.4013181818181818,0.524,1.0,1100,4,0.07916024477360516,P4,encoded_column,1000,drifting
delta_partial_group_violation_rate,0.105,0.09554545454545453,0.11690909090909092,1.0,1100,4,0.01281313031776174,P4,encoded_column,1000,drifting
delta_legacy_sdr,0.060521317246863104,0.04861471127264683,0.07582775569486913,1.0,1100,4,0.015714771477845734,P4,encoded_column,1000,interaction
delta_directional_repair,0.08313138682896752,0.0757204819452236,0.08748025593824417,1.0,1100,4,0.007503702551905537,P4,encoded_column,1000,interaction
delta_same_side_residual,-0.08313138682896752,-0.08748025593824417,-0.0757204819452236,0.0,1100,4,0.007503702551905537,P4,encoded_column,1000,interaction
delta_overcorrection,0.02234446790941383,0.009354588456026235,0.03543199356449543,1.0,1100,4,0.01659725138096548,P4,encoded_column,1000,interaction
delta_introduced_distortion,0.0002656016726905819,2.19442137159456e-05,0.0006259679299679957,0.9958,1100,4,0.0003792764069296971,P4,encoded_column,1000,interaction
delta_introduced_distortion_zero_opp,0.04727650921461892,0.01206931754377008,0.07516615615789168,1.0,5,3,0.03217860479269081,P4,encoded_column,1000,interaction
delta_leak_recall,0.44764393939393937,0.39503977272727275,0.48588446969696963,1.0,1100,4,0.0542736342270067,P4,encoded_column,1000,interaction
delta_deletion_precision,0.3938333333333333,0.3121060606060606,0.5037954545454545,1.0,1100,4,0.11878112354529476,P4,encoded_column,1000,interaction
delta_legit_retention,0.04507520675403028,0.0387974331550802,0.053823349444673,1.0,1100,4,0.009285794423096932,P4,encoded_column,1000,interaction
delta_semantic_group_recall_full,0.3817272727272727,0.3374090909090909,0.4161363636363637,1.0,1100,4,0.04535176258036733,P4,encoded_column,1000,interaction
delta_semantic_group_recall_any,0.48759090909090913,0.44481818181818183,0.5167272727272727,1.0,1100,4,0.04500905938805261,P4,encoded_column,1000,interaction
delta_partial_group_violation_rate,0.10586363636363635,0.097,0.11877272727272727,1.0,1100,4,0.013347134730332267,P4,encoded_column,1000,interaction
delta_legacy_sdr,0.017256213222312626,-0.08586008734979111,0.09149648310382147,0.6604,1100,4,0.11007256893093226,P4,encoded_column,1000,linear
delta_directional_repair,0.06680230025829166,0.027445435279519283,0.09891886694194832,1.0,1100,4,0.04037031047554718,P4,encoded_column,1000,linear
delta_same_side_residual,-0.06680230025829166,-0.09891886694194832,-0.027445435279519283,0.0,1100,4,0.04037031047554718,P4,encoded_column,1000,linear
delta_overcorrection,0.04916510039498333,0.0003176374468695221,0.11435478169365426,0.9824,1100,4,0.07144429322585945,P4,encoded_column,1000,linear
delta_introduced_distortion,0.00038098664099569873,-3.190340909090934e-05,0.0008853609625668457,0.9398,1100,4,0.0005723852579345268,P4,encoded_column,1000,linear
delta_introduced_distortion_zero_opp,0.0424791012007495,-0.008773437500000068,0.10821078431372559,0.9588,9,3,0.05982107701741355,P4,encoded_column,1000,linear
delta_leak_recall,0.4427916666666667,0.3866950757575757,0.4772746212121213,1.0,1100,4,0.056054647001058035,P4,encoded_column,1000,linear
delta_deletion_precision,0.37061363636363637,0.30320454545454545,0.43816666666666665,1.0,1100,4,0.07423544133312253,P4,encoded_column,1000,linear
delta_legit_retention,0.043143567119155346,0.0377233689839572,0.04787667969285618,1.0,1100,4,0.006315510742480613,P4,encoded_column,1000,linear
delta_semantic_group_recall_full,0.3785909090909091,0.32459090909090915,0.4103636363636364,1.0,1100,4,0.055069877973853334,P4,encoded_column,1000,linear
delta_semantic_group_recall_any,0.4848636363636364,0.44113636363636366,0.5134545454545455,1.0,1100,4,0.04597193418578741,P4,encoded_column,1000,linear
delta_partial_group_violation_rate,0.10627272727272727,0.0999090909090909,0.11581818181818182,1.0,1100,4,0.009844521346970819,P4,encoded_column,1000,linear
delta_legacy_sdr,0.06800471758013006,0.03207663201960072,0.10393280314065942,1.0,1100,4,0.04236934912880818,P4,encoded_column,1000,nonlinear
delta_directional_repair,0.08000190237435596,0.051253903431637785,0.10874990131707414,1.0,1100,4,0.033645840809541375,P4,encoded_column,1000,nonlinear
delta_same_side_residual,-0.08000190237435596,-0.10874990131707413,-0.051253903431637785,0.0,1100,4,0.033645840809541375,P4,encoded_column,1000,nonlinear
delta_overcorrection,0.011627909752410105,0.004799769984317537,0.01845604952050267,1.0,1100,4,0.008566095476134005,P4,encoded_column,1000,nonlinear
delta_introduced_distortion,0.0003692750418157837,1.7328192097175875e-05,0.0008566348752693674,0.9958,1100,4,0.0005264007072617277,P4,encoded_column,1000,nonlinear
delta_introduced_distortion_zero_opp,0.05042694549691484,0.004765252826723365,0.10364087301587305,1.0,7,3,0.04986856981461811,P4,encoded_column,1000,nonlinear
delta_leak_recall,0.4202954545454545,0.3406931818181818,0.4998977272727273,1.0,1100,4,0.09623505552630923,P4,encoded_column,1000,nonlinear
delta_deletion_precision,0.3595606060606061,0.3252121212121212,0.3939090909090909,1.0,1100,4,0.040851755556496595,P4,encoded_column,1000,nonlinear
delta_legit_retention,0.04220427545493721,0.040438337789661306,0.043970213120213125,1.0,1100,4,0.002114281599306316,P4,encoded_column,1000,nonlinear
delta_semantic_group_recall_full,0.3553636363636363,0.2837272727272727,0.42700000000000005,1.0,1100,4,0.0888206786039062,P4,encoded_column,1000,nonlinear
delta_semantic_group_recall_any,0.4565,0.39381818181818184,0.5191818181818182,1.0,1100,4,0.07752427861066934,P4,encoded_column,1000,nonlinear
delta_partial_group_violation_rate,0.10113636363636364,0.09168181818181818,0.11072727272727273,1.0,1100,4,0.011869237038613218,P4,encoded_column,1000,nonlinear
delta_legacy_sdr,0.02508779541495325,-0.02829454491405612,0.06575688849369546,0.8216,1100,4,0.05817164221916531,P4,encoded_column,1000,sparse
delta_directional_repair,0.057547738657354935,0.027375723984210443,0.08650033406273115,1.0,1100,4,0.03715707280022926,P4,encoded_column,1000,sparse
delta_same_side_residual,-0.057547738657354935,-0.08650033406273115,-0.02737572398421044,0.0,1100,4,0.03715707280022926,P4,encoded_column,1000,sparse
delta_overcorrection,0.03226383242789213,0.012769463663131553,0.05491629344123853,1.0,1100,4,0.025914836939084602,P4,encoded_column,1000,sparse
delta_introduced_distortion,0.0001961108145095499,0.0,0.00047370829253596435,0.9396,1100,4,0.0002991389880168152,P4,encoded_column,1000,sparse
delta_introduced_distortion_zero_opp,0.0973537341392563,0.021014427681992312,0.17369304059652027,1.0,3,2,0.1079600825340187,P4,encoded_column,1000,sparse
delta_leak_recall,0.40349053030303034,0.3121628787878788,0.4948181818181819,1.0,1100,4,0.11189005200618893,P4,encoded_column,1000,sparse
delta_deletion_precision,0.34900000000000003,0.2747727272727273,0.4232272727272728,1.0,1100,4,0.09316778903999252,P4,encoded_column,1000,sparse
delta_legit_retention,0.04034309626647861,0.033941058696205735,0.04652199467199467,1.0,1100,4,0.007945008536536995,P4,encoded_column,1000,sparse
delta_semantic_group_recall_full,0.33895454545454545,0.25536363636363635,0.42254545454545456,1.0,1100,4,0.10179137904795696,P4,encoded_column,1000,sparse
delta_semantic_group_recall_any,0.4403181818181818,0.3605909090909091,0.5162727272727272,1.0,1100,4,0.09779377582204136,P4,encoded_column,1000,sparse
delta_partial_group_violation_rate,0.10136363636363636,0.09363636363636364,0.11563636363636363,1.0,1100,4,0.01427050745138764,P4,encoded_column,1000,sparse
delta_legacy_sdr,0.017056274508794433,-0.06975393053452447,0.07226559822213043,0.7226,1100,4,0.08916001806533337,P4,encoded_column,2000,drifting
delta_directional_repair,0.07804812742707201,0.05056168183780786,0.09788255712041131,1.0,1100,4,0.029538675026170382,P4,encoded_column,2000,drifting
delta_same_side_residual,-0.07804812742707201,-0.09788255712041131,-0.05056168183780788,0.0,1100,4,0.029538675026170382,P4,encoded_column,2000,drifting
delta_overcorrection,0.06030987186894637,0.02100806712991875,0.12036021113484013,1.0,1100,4,0.05980216667564415,P4,encoded_column,2000,drifting
delta_introduced_distortion,0.0006819810493312111,7.860211659094349e-05,0.0012853599820714789,0.9946,1100,4,0.0007016864288295468,P4,encoded_column,2000,drifting
delta_introduced_distortion_zero_opp,0.11160335523510079,0.04323116412501892,0.16778871460153702,1.0,6,3,0.06316672380406108,P4,encoded_column,2000,drifting
delta_leak_recall,0.4578106060606061,0.43525757575757573,0.4777272727272728,1.0,1100,4,0.02416917120741595,P4,encoded_column,2000,drifting
delta_deletion_precision,0.23512121212121212,0.21502727272727273,0.2552151515151515,1.0,1100,4,0.023444813578839905,P4,encoded_column,2000,drifting
delta_legit_retention,0.05903029149771796,0.05096995670995671,0.06709062628547922,1.0,1100,4,0.010154253616887472,P4,encoded_column,2000,drifting
delta_semantic_group_recall_full,0.39095454545454544,0.3664545454545455,0.41213636363636363,1.0,1100,4,0.025233837529670906,P4,encoded_column,2000,drifting
delta_semantic_group_recall_any,0.39222727272727276,0.3821818181818182,0.3976363636363637,1.0,1100,4,0.01010509513356516,P4,encoded_column,2000,drifting
delta_partial_group_violation_rate,0.0012727272727272735,-0.01459090909090909,0.0155,0.6148,1100,4,0.016750313512135257,P4,encoded_column,2000,drifting
delta_legacy_sdr,0.05794877903679237,0.05361599246284487,0.06228156561073988,1.0,1100,4,0.005415304319357847,P4,encoded_column,2000,interaction
delta_directional_repair,0.09510165455425645,0.08438220929627033,0.10582109981224257,1.0,1100,4,0.012657029323326461,P4,encoded_column,2000,interaction
delta_same_side_residual,-0.09510165455425645,-0.10582109981224257,-0.08438220929627033,0.0,1100,4,0.012657029323326461,P4,encoded_column,2000,interaction
delta_overcorrection,0.03685392795167859,0.024780907049155254,0.04939615077623655,1.0,1100,4,0.015482565495106947,P4,encoded_column,2000,interaction
delta_introduced_distortion,0.00029894756578547775,5.9452160314801384e-05,0.0006162456274500496,0.9952,1100,4,0.00032075423232983075,P4,encoded_column,2000,interaction
delta_introduced_distortion_zero_opp,0.06356685810164069,0.05623232392908876,0.06907087402955175,1.0,5,3,0.006612124465971346,P4,encoded_column,2000,interaction
delta_leak_recall,0.44420075757575755,0.41834090909090904,0.47006060606060607,1.0,1100,4,0.03033376818576487,P4,encoded_column,2000,interaction
delta_deletion_precision,0.23184469696969695,0.21052727272727273,0.2481537878787879,1.0,1100,4,0.02200546769228707,P4,encoded_column,2000,interaction
delta_legit_retention,0.058672761356290765,0.04992294117647059,0.06739584582084583,1.0,1100,4,0.00977417523011279,P4,encoded_column,2000,interaction
delta_semantic_group_recall_full,0.37672727272727274,0.35190909090909084,0.4015454545454546,1.0,1100,4,0.029584822257180825,P4,encoded_column,2000,interaction
delta_semantic_group_recall_any,0.37622727272727274,0.3637727272727273,0.3874545454545455,1.0,1100,4,0.014863474190571126,P4,encoded_column,2000,interaction
delta_partial_group_violation_rate,-0.0004999999999999996,-0.019045454545454546,0.02009090909090909,0.4284,1100,4,0.021391986347457478,P4,encoded_column,2000,interaction
delta_legacy_sdr,-0.014631231556539323,-0.14396726929858944,0.07953138172995874,0.4178,1100,4,0.13096706908139463,P4,encoded_column,2000,linear
delta_directional_repair,0.0765595461304191,0.03717330997159528,0.11146768868807014,1.0,1100,4,0.04372536509313839,P4,encoded_column,2000,linear
delta_same_side_residual,-0.0765595461304191,-0.11146768868807014,-0.03717330997159528,0.0,1100,4,0.04372536509313839,P4,encoded_column,2000,linear
delta_overcorrection,0.0907280467388282,0.03167204046803918,0.17670697247257058,1.0,1100,4,0.09034125857739364,P4,encoded_column,2000,linear
delta_introduced_distortion,0.00046273094813023856,0.00010610795454545453,0.0008193539417150225,0.9952,1100,4,0.00042543637248960287,P4,encoded_column,2000,linear
delta_introduced_distortion_zero_opp,0.05412476540929901,0.029179687499999996,0.0821337669683258,1.0,9,3,0.026609666555275777,P4,encoded_column,2000,linear
delta_leak_recall,0.4514261363636364,0.40901136363636365,0.47824431818181823,1.0,1100,4,0.042849206064090935,P4,encoded_column,2000,linear
delta_deletion_precision,0.23040378787878785,0.20619393939393937,0.25048106060606057,1.0,1100,4,0.027193144648155802,P4,encoded_column,2000,linear
delta_legit_retention,0.057971486013986016,0.04961340909090909,0.06579691142191144,1.0,1100,4,0.010138140777222684,P4,encoded_column,2000,linear
delta_semantic_group_recall_full,0.3871818181818182,0.3406363636363636,0.4180909090909091,1.0,1100,4,0.04636862718236178,P4,encoded_column,2000,linear
delta_semantic_group_recall_any,0.38686363636363635,0.3578181818181818,0.40513636363636363,1.0,1100,4,0.02903569570966664,P4,encoded_column,2000,linear
delta_partial_group_violation_rate,-0.00031818181818181815,-0.017545454545454545,0.017318181818181816,0.4502,1100,4,0.020408702837641384,P4,encoded_column,2000,linear
delta_legacy_sdr,0.04415308619793806,-0.05155802520482279,0.1274665020690965,0.8232,1100,4,0.11174382687767286,P4,encoded_column,2000,nonlinear
delta_directional_repair,0.08700805764491687,0.046461648666726765,0.127554466623107,1.0,1100,4,0.048433659445158116,P4,encoded_column,2000,nonlinear
delta_same_side_residual,-0.08700805764491687,-0.127554466623107,-0.046461648666726765,0.0,1100,4,0.048433659445158116,P4,encoded_column,2000,nonlinear
delta_overcorrection,0.04213568559710069,0.00010389960329223332,0.10517277570009342,0.9968,1100,4,0.06666236660680666,P4,encoded_column,2000,nonlinear
delta_introduced_distortion,0.0007192858498781123,-1.5935049281774912e-05,0.0018840367965367974,0.9392,1100,4,0.0012109911121962178,P4,encoded_column,2000,nonlinear
delta_introduced_distortion_zero_opp,0.09349054514079325,-0.004382138552488101,0.2302711640211641,0.9606,7,3,0.12206929862816679,P4,encoded_column,2000,nonlinear
delta_leak_recall,0.4511628787878788,0.4219659090909091,0.48035984848484853,1.0,1100,4,0.035906043695027194,P4,encoded_column,2000,nonlinear
delta_deletion_precision,0.2336962121212121,0.22209242424242426,0.2453,1.0,1100,4,0.013477497116590331,P4,encoded_column,2000,nonlinear
delta_legit_retention,0.058795465759730464,0.05303461038961038,0.06455632112985055,1.0,1100,4,0.007164704591664698,P4,encoded_column,2000,nonlinear
delta_semantic_group_recall_full,0.383,0.35709090909090907,0.4114545454545454,1.0,1100,4,0.03405958156552623,P4,encoded_column,2000,nonlinear
delta_semantic_group_recall_any,0.38477272727272727,0.3725454545454545,0.397,1.0,1100,4,0.014367375807826072,P4,encoded_column,2000,nonlinear
delta_partial_group_violation_rate,0.0017727272727272722,-0.01863636363636364,0.020409090909090908,0.6182,1100,4,0.0216383370630461,P4,encoded_column,2000,nonlinear
delta_legacy_sdr,-0.002414326188568865,-0.06461501925708585,0.05978636687994812,0.4158,1100,4,0.07592054394730537,P4,encoded_column,2000,sparse
delta_directional_repair,0.06566558805422912,0.032730334518412736,0.09860084159004551,1.0,1100,4,0.0397527730264339,P4,encoded_column,2000,sparse
delta_same_side_residual,-0.06566558805422912,-0.09860084159004551,-0.03273033451841274,0.0,1100,4,0.0397527730264339,P4,encoded_column,2000,sparse
delta_overcorrection,0.06786986538055399,0.03865054554778459,0.09919836027142498,1.0,1100,4,0.03796008109716142,P4,encoded_column,2000,sparse
delta_introduced_distortion,0.00021004886224398658,0.0,0.00042009772448797317,0.9352,1100,4,0.0002539673941630612,P4,encoded_column,2000,sparse
delta_introduced_distortion_zero_opp,0.09298661441618496,0.04508051963601534,0.14089270919635458,1.0,3,2,0.06774944895844681,P4,encoded_column,2000,sparse
delta_leak_recall,0.4442632575757576,0.40050568181818186,0.47857954545454545,1.0,1100,4,0.04837136473362888,P4,encoded_column,2000,sparse
delta_deletion_precision,0.2248128787878788,0.2082219696969697,0.2349257575757576,1.0,1100,4,0.016414248585508714,P4,encoded_column,2000,sparse
delta_legit_retention,0.05620247938336174,0.0489943722943723,0.06357512340600577,1.0,1100,4,0.008044414178875959,P4,encoded_column,2000,sparse
delta_semantic_group_recall_full,0.38036363636363635,0.3326818181818182,0.41354545454545455,1.0,1100,4,0.050323690536377634,P4,encoded_column,2000,sparse
delta_semantic_group_recall_any,0.38245454545454544,0.3488636363636364,0.40340909090909094,1.0,1100,4,0.03321870096292014,P4,encoded_column,2000,sparse
delta_partial_group_violation_rate,0.002090909090909091,-0.01577272727272727,0.018863636363636364,0.5794,1100,4,0.02050733927615496,P4,encoded_column,2000,sparse
delta_legacy_sdr,0.10734541263625444,0.06023928481630219,0.13235474340049708,1.0,1100,4,0.04726086851275169,P4,semantic_group,500,drifting
delta_directional_repair,0.11594265518573069,0.08269057115682664,0.13451521025381924,1.0,1100,4,0.033558527893497204,P4,semantic_group,500,drifting
delta_same_side_residual,-0.11594265518573069,-0.13451521025381924,-0.08269057115682663,0.0,1100,4,0.033558527893497204,P4,semantic_group,500,drifting
delta_overcorrection,0.008314865122299824,0.0011139225977865835,0.02176324740819663,1.0,1100,4,0.013357864130224092,P4,semantic_group,500,drifting
delta_introduced_distortion,0.00028237742717640595,1.3020740395041974e-05,0.0006945493025253262,0.9964,1100,4,0.00043125888385348135,P4,semantic_group,500,drifting
delta_introduced_distortion_zero_opp,0.05011982836170634,0.007161407217273086,0.12614047092676428,1.0,6,3,0.0660214909271716,P4,semantic_group,500,drifting
delta_leak_recall,0.613,0.5243636363636364,0.6722727272727272,1.0,1100,4,0.08832266165590501,P4,semantic_group,500,drifting
delta_deletion_precision,0.613,0.5243636363636364,0.6722727272727272,1.0,1100,4,0.08832266165590501,P4,semantic_group,500,drifting
delta_legit_retention,0.0362698162621692,0.026170151515151494,0.046595914918414943,1.0,1100,4,0.012872494529221425,P4,semantic_group,500,drifting
delta_semantic_group_recall_full,0.613,0.5243636363636364,0.6722727272727272,1.0,1100,4,0.08832266165590501,P4,semantic_group,500,drifting
delta_semantic_group_recall_any,0.613,0.5243636363636364,0.6722727272727272,1.0,1100,4,0.08832266165590501,P4,semantic_group,500,drifting
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1100,4,0.0,P4,semantic_group,500,drifting
delta_legacy_sdr,0.12445216912335894,0.11888545345497234,0.1290819406510331,1.0,1100,4,0.006317338608381469,P4,semantic_group,500,interaction
delta_directional_repair,0.12928908705511186,0.1218796237559085,0.13445239315741558,1.0,1100,4,0.007802987071639088,P4,semantic_group,500,interaction
delta_same_side_residual,-0.12928908705511186,-0.13445239315741558,-0.1218796237559085,0.0,1100,4,0.007802987071639088,P4,semantic_group,500,interaction
delta_overcorrection,0.004663589945174899,0.002435704943880131,0.00768750922557127,1.0,1100,4,0.00325077527628182,P4,semantic_group,500,interaction
delta_introduced_distortion,0.00017332798657798766,3.1197071011271454e-05,0.0003723364632428115,0.997,1100,4,0.00021140328302547885,P4,semantic_group,500,interaction
delta_introduced_distortion_zero_opp,0.034486060225936706,0.0171583890561993,0.04360130227898815,1.0,5,3,0.015012991338318592,P4,semantic_group,500,interaction
delta_leak_recall,0.5868181818181818,0.5298636363636364,0.6405454545454546,1.0,1100,4,0.0695339067457584,P4,semantic_group,500,interaction
