metric,mean,ci_lo,ci_hi,p_gt_zero,n_keys,n_tasks,task_sd,policy,contract,budget_bp,mechanism_family
delta_semantic_group_recall_any,0.4502333333333334,0.42976500000000006,0.471835,1.0,1500,20,0.04972263419085108,P3,semantic_group,2000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P3,semantic_group,2000,simple
delta_legacy_sdr,-0.013879039088903075,-0.0571887801820979,0.024021208425738565,0.2764,2000,20,0.09516124560058936,P3,semantic_group,2000,structured
delta_directional_repair,0.02330727884863214,0.004728382781946225,0.0401251485946886,0.9914,2000,20,0.04181357891505101,P3,semantic_group,2000,structured
delta_same_side_residual,-0.02330727884863214,-0.040104333770111654,-0.0036406427239834014,0.0114,2000,20,0.04181357891505101,P3,semantic_group,2000,structured
delta_overcorrection,0.03671763967394701,0.015178731251652958,0.0612876872667595,1.0,2000,20,0.055422395771228435,P3,semantic_group,2000,structured
delta_introduced_distortion,0.0004686782635882075,0.00011085486873016945,0.000934014672303818,0.9992,2000,20,0.0009768942604878282,P3,semantic_group,2000,structured
delta_introduced_distortion_zero_opp,0.05140939530558387,0.011402688462955259,0.09846911607390713,0.9972,22,13,0.08352961043971234,P3,semantic_group,2000,structured
delta_leak_recall,0.23400000000000004,0.19635000000000005,0.27015125,1.0,2000,20,0.08573137360997216,P3,semantic_group,2000,structured
delta_deletion_precision,0.15588401515151512,0.14510745265151512,0.1662772121212121,1.0,2000,20,0.024742310841299436,P3,semantic_group,2000,structured
delta_legit_retention,0.013299895833333335,0.011341122395833337,0.015295229166666667,1.0,2000,20,0.004687935529230794,P3,semantic_group,2000,structured
delta_semantic_group_recall_full,0.23400000000000004,0.196545,0.27000124999999997,1.0,2000,20,0.08573137360997216,P3,semantic_group,2000,structured
delta_semantic_group_recall_any,0.23400000000000004,0.1976,0.27062625,1.0,2000,20,0.08573137360997216,P3,semantic_group,2000,structured
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P3,semantic_group,2000,structured
delta_legacy_sdr,0.09803068699261111,0.08777209342170886,0.10820986216066451,1.0,2000,20,0.024316841603027755,P4,encoded_column,500,boundary
delta_directional_repair,0.10038407357977183,0.09114960228551532,0.10967045639818733,1.0,2000,20,0.02179353446460142,P4,encoded_column,500,boundary
delta_same_side_residual,-0.10038407357977183,-0.10953861200144141,-0.09156208124211436,0.0,2000,20,0.021793534464601416,P4,encoded_column,500,boundary
delta_overcorrection,0.002353386587160719,0.0009819514139866692,0.003967005737762118,1.0,2000,20,0.0035745889727637,P4,encoded_column,500,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P4,encoded_column,500,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P4,encoded_column,500,boundary
delta_leak_recall,0.5665885416666667,0.5433146614583333,0.5892647135416668,1.0,2000,20,0.054323975301285916,P4,encoded_column,500,boundary
delta_deletion_precision,0.8138125,0.786535625,0.83965,1.0,2000,20,0.06153106163599515,P4,encoded_column,500,boundary
delta_legit_retention,0.048744724884184465,0.04463418294716927,0.05313451903145876,1.0,2000,20,0.009807873799383816,P4,encoded_column,500,boundary
delta_semantic_group_recall_full,0.46299999999999997,0.4411493750000001,0.4835,1.0,2000,20,0.049354517737007934,P4,encoded_column,500,boundary
delta_semantic_group_recall_any,0.804775,0.7781,0.8300506250000002,1.0,2000,20,0.059718082203845634,P4,encoded_column,500,boundary
delta_partial_group_violation_rate,0.34177500000000005,0.33354937500000004,0.35009999999999997,1.0,2000,20,0.0192083281006196,P4,encoded_column,500,boundary
delta_legacy_sdr,0.0974313506389455,0.07784187849866014,0.11495570887140838,1.0,1500,20,0.042746391450363054,P4,encoded_column,500,simple
delta_directional_repair,0.10782078615849508,0.094347698843684,0.12128360740825411,1.0,1500,20,0.031837291853824126,P4,encoded_column,500,simple
delta_same_side_residual,-0.10782078615849508,-0.1210544105636783,-0.0939299495837247,0.0,1500,20,0.03183729185382412,P4,encoded_column,500,simple
delta_overcorrection,0.010199020802485078,0.004789375464543563,0.016679651311552204,1.0,1500,20,0.013860893145903256,P4,encoded_column,500,simple
delta_introduced_distortion,0.0001904147170645048,6.050952727488145e-06,0.0005002353245561311,0.9866,1500,20,0.0006428368109178549,P4,encoded_column,500,simple
delta_introduced_distortion_zero_opp,0.03010489909011142,0.0046217724775239515,0.062217302363170746,0.9992,8,6,0.04146465142534256,P4,encoded_column,500,simple
delta_leak_recall,0.5658333333333332,0.5389983333333332,0.5894350000000002,1.0,1500,20,0.059426843325237615,P4,encoded_column,500,simple
delta_deletion_precision,0.5658333333333332,0.5389291666666666,0.5897008333333333,1.0,1500,20,0.059426843325237615,P4,encoded_column,500,simple
delta_legit_retention,0.03342041666666667,0.029718083333333326,0.03729223611111111,1.0,1500,20,0.0089358106542843,P4,encoded_column,500,simple
delta_semantic_group_recall_full,0.5658333333333332,0.5389999999999999,0.5894341666666668,1.0,1500,20,0.059426843325237615,P4,encoded_column,500,simple
delta_semantic_group_recall_any,0.5658333333333332,0.5392658333333332,0.5898341666666667,1.0,1500,20,0.059426843325237615,P4,encoded_column,500,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P4,encoded_column,500,simple
delta_legacy_sdr,-0.022853657484771018,-0.03967093894702666,-0.006855506168226307,0.0018,2000,20,0.039370091071607,P4,encoded_column,500,structured
delta_directional_repair,-0.008426689644383027,-0.019826808344085258,0.0018428345345779975,0.0588,2000,20,0.025167759733908102,P4,encoded_column,500,structured
delta_same_side_residual,0.008426689644383027,-0.0021438991160792,0.019496898473406573,0.9388,2000,20,0.025167759733908102,P4,encoded_column,500,structured
delta_overcorrection,0.01395141669948966,0.007273008377623427,0.021415508389584805,1.0,2000,20,0.016708879488703355,P4,encoded_column,500,structured
delta_introduced_distortion,0.0004755511408983307,0.00016580471488255002,0.0008508277776284459,1.0,2000,20,0.0007951861606680153,P4,encoded_column,500,structured
delta_introduced_distortion_zero_opp,0.04589181611229048,0.02075428104688173,0.07459357792384783,1.0,22,13,0.051739839520664424,P4,encoded_column,500,structured
delta_leak_recall,0.106221875,0.053131015624999986,0.15873781249999996,1.0,2000,20,0.12338291427149987,P4,encoded_column,500,structured
delta_deletion_precision,0.23228750000000004,0.17172062500000004,0.2914796875,1.0,2000,20,0.13950491113313238,P4,encoded_column,500,structured
delta_legit_retention,0.014657187500000002,0.011097054687499998,0.018163179687500003,1.0,2000,20,0.008241082187152707,P4,encoded_column,500,structured
delta_semantic_group_recall_full,0.08245,0.032473125000000005,0.13235187499999998,0.9992,2000,20,0.11835282888576495,P4,encoded_column,500,structured
delta_semantic_group_recall_any,0.22384999999999997,0.16392437500000004,0.281301875,1.0,2000,20,0.13474362595997671,P4,encoded_column,500,structured
delta_partial_group_violation_rate,0.14140000000000003,0.12802437499999997,0.15284999999999999,1.0,2000,20,0.028766116764071762,P4,encoded_column,500,structured
delta_legacy_sdr,0.09696302831175067,0.07551828472268356,0.11561394223980721,1.0,2000,20,0.04708344837603645,P4,encoded_column,1000,boundary
delta_directional_repair,0.11946076205536064,0.107535614615066,0.13057021788498274,1.0,2000,20,0.02719555581888898,P4,encoded_column,1000,boundary
delta_same_side_residual,-0.11946076205536064,-0.13100624935297625,-0.10747427629292416,0.0,2000,20,0.027195555818888984,P4,encoded_column,1000,boundary
delta_overcorrection,0.02249773374360995,0.011302864749074035,0.036886496968759445,1.0,2000,20,0.03113128034388287,P4,encoded_column,1000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P4,encoded_column,1000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P4,encoded_column,1000,boundary
delta_leak_recall,0.65579375,0.6261193750000001,0.6842960677083332,1.0,2000,20,0.06943919995181994,P4,encoded_column,1000,boundary
delta_deletion_precision,0.6019500000000001,0.5542534375,0.6528052083333332,1.0,2000,20,0.1155080419214957,P4,encoded_column,1000,boundary
delta_legit_retention,0.06964281299827621,0.06577614302648943,0.07379964514652013,1.0,2000,20,0.009494597124738673,P4,encoded_column,1000,boundary
delta_semantic_group_recall_full,0.5244000000000001,0.49302187499999994,0.5526756250000001,1.0,2000,20,0.06941666719319307,P4,encoded_column,1000,boundary
delta_semantic_group_recall_any,0.718,0.6964975,0.7360756249999999,1.0,2000,20,0.04726381725011884,P4,encoded_column,1000,boundary
delta_partial_group_violation_rate,0.19360000000000002,0.17889875,0.209000625,1.0,2000,20,0.03547964575863032,P4,encoded_column,1000,boundary
delta_legacy_sdr,0.05315284491512236,0.013954679832237436,0.08586102606497667,0.996,1500,20,0.0863087107102635,P4,encoded_column,1000,simple
delta_directional_repair,0.09745126526767871,0.08260192574192125,0.1112137505741174,1.0,1500,20,0.03385932525572929,P4,encoded_column,1000,simple
delta_same_side_residual,-0.09745126526767871,-0.11105809717375839,-0.08223432145440586,0.0,1500,20,0.03385932525572929,P4,encoded_column,1000,simple
delta_overcorrection,0.04400683127454105,0.021716799115060484,0.07130755251458372,1.0,1500,20,0.058018023800241715,P4,encoded_column,1000,simple
delta_introduced_distortion,0.000291589078015307,5.974069414916516e-05,0.0006147354322366066,0.9986,1500,20,0.0006782835861951234,P4,encoded_column,1000,simple
delta_introduced_distortion_zero_opp,0.05004882858291815,0.02554234866560079,0.07723356059628984,1.0,8,6,0.035974824898324306,P4,encoded_column,1000,simple
delta_leak_recall,0.5416000000000001,0.5218325,0.5582008333333334,1.0,1500,20,0.04327115647236783,P4,encoded_column,1000,simple
delta_deletion_precision,0.3156666666666667,0.25833875,0.37659083333333326,1.0,1500,20,0.14224732508724702,P4,encoded_column,1000,simple
delta_legit_retention,0.03210791666666665,0.02840213194444442,0.03608865972222224,1.0,1500,20,0.009057366727489044,P4,encoded_column,1000,simple
delta_semantic_group_recall_full,0.5416000000000001,0.5217,0.5584675,1.0,1500,20,0.04327115647236783,P4,encoded_column,1000,simple
delta_semantic_group_recall_any,0.5416000000000001,0.521765,0.5584008333333333,1.0,1500,20,0.04327115647236783,P4,encoded_column,1000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P4,encoded_column,1000,simple
delta_legacy_sdr,-0.01886083291763243,-0.047168924179961054,0.005384141873272823,0.0736,2000,20,0.062170785494556104,P4,encoded_column,1000,structured
delta_directional_repair,0.0038999200129529385,-0.013378133414438711,0.018622930551247027,0.6934,2000,20,0.0367125281029512,P4,encoded_column,1000,structured
delta_same_side_residual,-0.0038999200129529376,-0.018232012448070593,0.013398851250900184,0.3084,2000,20,0.0367125281029512,P4,encoded_column,1000,structured
delta_overcorrection,0.0220450932605368,0.011522888432632777,0.03602401863318763,1.0,2000,20,0.028247276805795044,P4,encoded_column,1000,structured
delta_introduced_distortion,0.0007156596700485689,0.0002616853664244687,0.0012867866615852268,1.0,2000,20,0.0012005396105998834,P4,encoded_column,1000,structured
delta_introduced_distortion_zero_opp,0.06494883786485829,0.032550531501207326,0.10288882304406077,1.0,22,13,0.06916949473687994,P4,encoded_column,1000,structured
delta_leak_recall,0.12232187499999998,0.06834015624999999,0.17390414062499993,1.0,2000,20,0.12269946548449558,P4,encoded_column,1000,structured
delta_deletion_precision,0.1847625,0.14639927083333334,0.22108375000000002,1.0,2000,20,0.08539293968702455,P4,encoded_column,1000,structured
delta_legit_retention,0.02474479166666666,0.020647585937499994,0.02859506770833332,1.0,2000,20,0.009271552960932865,P4,encoded_column,1000,structured
delta_semantic_group_recall_full,0.07517500000000002,0.025549375000000006,0.12097562499999998,0.9982,2000,20,0.11304066280488814,P4,encoded_column,1000,structured
delta_semantic_group_recall_any,0.167375,0.11599812499999997,0.21522999999999987,1.0,2000,20,0.11702101419470733,P4,encoded_column,1000,structured
delta_partial_group_violation_rate,0.0922,0.08515,0.09845,1.0,2000,20,0.01562504736834925,P4,encoded_column,1000,structured
delta_legacy_sdr,0.07905665485182198,0.03904401284961222,0.11400114026915965,1.0,2000,20,0.08828214425825241,P4,encoded_column,2000,boundary
delta_directional_repair,0.14557776167740005,0.13045095391801542,0.16010250824143432,1.0,2000,20,0.035122736741928846,P4,encoded_column,2000,boundary
delta_same_side_residual,-0.14557776167740005,-0.16045150508525166,-0.13073455026957875,0.0,2000,20,0.035122736741928846,P4,encoded_column,2000,boundary
delta_overcorrection,0.06652110682557807,0.041405194945186935,0.09647233965186015,1.0,2000,20,0.06456300283832442,P4,encoded_column,2000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P4,encoded_column,2000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P4,encoded_column,2000,boundary
delta_leak_recall,0.717596875,0.7017057291666666,0.7325729166666666,1.0,2000,20,0.03704074670958629,P4,encoded_column,2000,boundary
delta_deletion_precision,0.38351625,0.3694979791666667,0.39761595833333335,1.0,2000,20,0.03340133802899508,P4,encoded_column,2000,boundary
delta_legit_retention,0.09509955370609784,0.08927072470642103,0.10117613907765027,1.0,2000,20,0.013974614262003578,P4,encoded_column,2000,boundary
delta_semantic_group_recall_full,0.6234500000000001,0.598099375,0.6485000000000001,1.0,2000,20,0.06066515083897665,P4,encoded_column,2000,boundary
delta_semantic_group_recall_any,0.597775,0.5917993749999999,0.60325,1.0,2000,20,0.013302626373053277,P4,encoded_column,2000,boundary
delta_partial_group_violation_rate,-0.025675000000000003,-0.04777625,-0.003998125000000027,0.01,2000,20,0.05273949758258186,P4,encoded_column,2000,boundary
delta_legacy_sdr,0.001269796284749956,-0.04402978306748299,0.04081939396002133,0.5266,1500,20,0.10194423787223368,P4,encoded_column,2000,simple
delta_directional_repair,0.07993874111691156,0.06491400219399,0.09416710108672816,1.0,1500,20,0.0344451924476958,P4,encoded_column,2000,simple
delta_same_side_residual,-0.07993874111691156,-0.09420671347446685,-0.06468845985279621,0.0,1500,20,0.0344451924476958,P4,encoded_column,2000,simple
delta_overcorrection,0.0782039311135457,0.05040775345028153,0.10975821151558773,1.0,1500,20,0.07075072803492824,P4,encoded_column,2000,simple
delta_introduced_distortion,0.0004650137186159002,6.2749419833694e-05,0.0011337437032513048,0.9964,1500,20,0.001328213003107572,P4,encoded_column,2000,simple
delta_introduced_distortion_zero_opp,0.07143373179222297,0.026536509812653774,0.13559484157535776,1.0,8,6,0.07673095736857077,P4,encoded_column,2000,simple
delta_leak_recall,0.46916666666666673,0.45899916666666674,0.4783666666666666,1.0,1500,20,0.022730431465765963,P4,encoded_column,2000,simple
delta_deletion_precision,0.13063055555555556,0.11916143055555557,0.1418822361111111,1.0,1500,20,0.026619022954288453,P4,encoded_column,2000,simple
delta_legit_retention,0.02765125000000001,0.024895739583333347,0.03050296875000002,1.0,1500,20,0.0066520311741510895,P4,encoded_column,2000,simple
delta_semantic_group_recall_full,0.46916666666666673,0.45886666666666664,0.4782,1.0,1500,20,0.022730431465765963,P4,encoded_column,2000,simple
delta_semantic_group_recall_any,0.46916666666666673,0.4593316666666666,0.47830000000000006,1.0,1500,20,0.022730431465765963,P4,encoded_column,2000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P4,encoded_column,2000,simple
delta_legacy_sdr,-0.02384708196625527,-0.060013661256225564,0.006776528751756753,0.07,2000,20,0.07768924930478795,P4,encoded_column,2000,structured
delta_directional_repair,0.015778818080907725,-0.002100331708108683,0.03212957976624543,0.9582,2000,20,0.03975146276980111,P4,encoded_column,2000,structured
delta_same_side_residual,-0.015778818080907725,-0.03186586081269358,0.0022523496217840113,0.0418,2000,20,0.03975146276980111,P4,encoded_column,2000,structured
delta_overcorrection,0.03866951348467196,0.023610758356038326,0.05747536246810405,1.0,2000,20,0.04062745546908271,P4,encoded_column,2000,structured
delta_introduced_distortion,0.0009563865624910394,0.00047865249293657186,0.0014846187696791718,1.0,2000,20,0.0011786955193584373,P4,encoded_column,2000,structured
delta_introduced_distortion_zero_opp,0.08733542478287203,0.0549285110669055,0.12488296529845422,1.0,22,13,0.06757613897756436,P4,encoded_column,2000,structured
delta_leak_recall,0.167403125,0.14613664062500004,0.188171953125,1.0,2000,20,0.049935696623619706,P4,encoded_column,2000,structured
delta_deletion_precision,0.15424416666666668,0.1442963125,0.16421160416666672,1.0,2000,20,0.0229383296494157,P4,encoded_column,2000,structured
delta_legit_retention,0.044031875,0.04103641666666666,0.04679508854166667,1.0,2000,20,0.006733742337244616,P4,encoded_column,2000,structured
delta_semantic_group_recall_full,0.0797,0.06294749999999999,0.095,1.0,2000,20,0.03775209997644606,P4,encoded_column,2000,structured
delta_semantic_group_recall_any,0.10775000000000001,0.09002437499999999,0.12304999999999996,1.0,2000,20,0.0398039603953915,P4,encoded_column,2000,structured
delta_partial_group_violation_rate,0.02805,0.025900000000000006,0.0303,1.0,2000,20,0.005057303213123934,P4,encoded_column,2000,structured
delta_legacy_sdr,0.20471284994893427,0.18531115194047648,0.22442263856069414,1.0,2000,20,0.046201062003207935,P4,semantic_group,500,boundary
delta_directional_repair,0.20707448037726478,0.18830478418380514,0.225677767846279,1.0,2000,20,0.043663783671334284,P4,semantic_group,500,boundary
delta_same_side_residual,-0.20707448037726478,-0.22575850377460402,-0.18884050970482646,0.0,2000,20,0.043663783671334284,P4,semantic_group,500,boundary
delta_overcorrection,0.0023616304283305294,0.0009671264424968476,0.004046880484720571,1.0,2000,20,0.0035844509349412927,P4,semantic_group,500,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P4,semantic_group,500,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P4,semantic_group,500,boundary
delta_leak_recall,0.88445,0.8602725,0.9076768749999998,1.0,2000,20,0.05662408358733291,P4,semantic_group,500,boundary
delta_deletion_precision,0.88445,0.8594237499999999,0.9079524999999999,1.0,2000,20,0.05662408358733291,P4,semantic_group,500,boundary
delta_legit_retention,0.05154980596854127,0.045976262606388714,0.057397404371363925,1.0,2000,20,0.013452092869866875,P4,semantic_group,500,boundary
delta_semantic_group_recall_full,0.88445,0.8596993749999999,0.9074506250000001,1.0,2000,20,0.05662408358733291,P4,semantic_group,500,boundary
delta_semantic_group_recall_any,0.88445,0.8592981250000001,0.9074500000000001,1.0,2000,20,0.05662408358733291,P4,semantic_group,500,boundary
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P4,semantic_group,500,boundary
delta_legacy_sdr,0.0976881490219461,0.0800504692412143,0.11530903871542895,1.0,1500,20,0.04212018371787889,P4,semantic_group,500,simple
delta_directional_repair,0.10790938613521836,0.09443352522597435,0.12140985251761444,1.0,1500,20,0.03134839910289164,P4,semantic_group,500,simple
delta_same_side_residual,-0.10790938613521835,-0.12093496466207092,-0.09454829806826921,0.0,1500,20,0.03134839910289164,P4,semantic_group,500,simple
delta_overcorrection,0.010053207268621613,0.004742989560973928,0.016093313342228622,1.0,1500,20,0.013659918604268925,P4,semantic_group,500,simple
delta_introduced_distortion,0.00016802984465062875,4.774271478182057e-06,0.0004320843737314916,0.989,1500,20,0.0005678388833045196,P4,semantic_group,500,simple
delta_introduced_distortion_zero_opp,0.026400042832348643,0.0035049733866753274,0.055207322485537856,0.9994,8,6,0.036882952679744674,P4,semantic_group,500,simple
delta_leak_recall,0.5682333333333334,0.5419633333333332,0.5910666666666666,1.0,1500,20,0.057337525346543315,P4,semantic_group,500,simple
delta_deletion_precision,0.5682333333333334,0.5420633333333333,0.5911666666666666,1.0,1500,20,0.057337525346543315,P4,semantic_group,500,simple
delta_legit_retention,0.03361819444444444,0.02975407638888888,0.03749860416666668,1.0,1500,20,0.009105892478977255,P4,semantic_group,500,simple
delta_semantic_group_recall_full,0.5682333333333334,0.5425316666666666,0.5909025,1.0,1500,20,0.057337525346543315,P4,semantic_group,500,simple
delta_semantic_group_recall_any,0.5682333333333334,0.5431316666666667,0.5915691666666668,1.0,1500,20,0.057337525346543315,P4,semantic_group,500,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P4,semantic_group,500,simple
delta_legacy_sdr,0.0225663568484849,0.0019816519908538305,0.04122275292027404,0.9856,2000,20,0.0466554634973115,P4,semantic_group,500,structured
delta_directional_repair,0.0369171804437899,0.022296732949675643,0.050314258112340755,1.0,2000,20,0.0318343041146923,P4,semantic_group,500,structured
delta_same_side_residual,-0.0369171804437899,-0.049818603484817744,-0.023021177818007766,0.0,2000,20,0.0318343041146923,P4,semantic_group,500,structured
delta_overcorrection,0.013876181203321115,0.007318684411358433,0.02110165449004129,1.0,2000,20,0.016526134738252776,P4,semantic_group,500,structured
delta_introduced_distortion,0.00047464239198388513,0.00016965241367338437,0.000846356148164447,1.0,2000,20,0.0007853705925773303,P4,semantic_group,500,structured
delta_introduced_distortion_zero_opp,0.04572206743433589,0.02033456451300249,0.07491848050520211,1.0,22,13,0.051580817802558424,P4,semantic_group,500,structured
delta_leak_recall,0.29952499999999993,0.23989937500000005,0.35732812499999994,1.0,2000,20,0.13817365837387768,P4,semantic_group,500,structured
delta_deletion_precision,0.29952499999999993,0.24199874999999998,0.3579325,1.0,2000,20,0.13817365837387768,P4,semantic_group,500,structured
delta_legit_retention,0.01715802083333333,0.013803111979166671,0.020770382812499988,1.0,2000,20,0.008342845072568444,P4,semantic_group,500,structured
delta_semantic_group_recall_full,0.29952499999999993,0.24022437500000005,0.35647562499999996,1.0,2000,20,0.13817365837387768,P4,semantic_group,500,structured
delta_semantic_group_recall_any,0.29952499999999993,0.24134000000000003,0.35792625,1.0,2000,20,0.13817365837387768,P4,semantic_group,500,structured
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P4,semantic_group,500,structured
delta_legacy_sdr,0.1527746788303591,0.11310431140312087,0.18449578020565235,1.0,2000,20,0.08467941047545924,P4,semantic_group,1000,boundary
delta_directional_repair,0.19523274667182758,0.17750440161981734,0.21171712372959212,1.0,2000,20,0.03991829885560553,P4,semantic_group,1000,boundary
delta_same_side_residual,-0.19523274667182758,-0.2122439928396559,-0.1776857807351469,0.0,2000,20,0.03991829885560553,P4,semantic_group,1000,boundary
delta_overcorrection,0.04245806784146846,0.021087437357103604,0.06980697859234004,1.0,2000,20,0.057827030840360595,P4,semantic_group,1000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P4,semantic_group,1000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P4,semantic_group,1000,boundary
delta_leak_recall,0.8584250000000001,0.8348987500000002,0.8786256250000001,1.0,2000,20,0.050805945311029964,P4,semantic_group,1000,boundary
delta_deletion_precision,0.5937341865079365,0.5223195064484127,0.6716317991071428,1.0,2000,20,0.17142761890690938,P4,semantic_group,1000,boundary
delta_legit_retention,0.050131178086619245,0.04463509860617322,0.05616643105203619,1.0,2000,20,0.013702453867466846,P4,semantic_group,1000,boundary
delta_semantic_group_recall_full,0.8584250000000001,0.8347993749999999,0.8777006249999999,1.0,2000,20,0.050805945311029964,P4,semantic_group,1000,boundary
delta_semantic_group_recall_any,0.8584250000000001,0.834725,0.8777256250000002,1.0,2000,20,0.050805945311029964,P4,semantic_group,1000,boundary
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P4,semantic_group,1000,boundary
delta_legacy_sdr,0.053354303457061526,0.012327092386197672,0.08571453644824087,0.9948,1500,20,0.08652446527870265,P4,semantic_group,1000,simple
delta_directional_repair,0.09746479498436256,0.08220600918236501,0.1113577248699446,1.0,1500,20,0.03417015819855409,P4,semantic_group,1000,simple
delta_same_side_residual,-0.09746479498436256,-0.11180019514945731,-0.08277583388761504,0.0,1500,20,0.03417015819855409,P4,semantic_group,1000,simple
delta_overcorrection,0.043851322258057004,0.02196841409042168,0.07030645083159591,1.0,1500,20,0.05800530508833288,P4,semantic_group,1000,simple
delta_introduced_distortion,0.0002591692692440192,5.265540444449236e-05,0.0005635068545076587,0.9994,1500,20,0.0006099813291263252,P4,semantic_group,1000,simple
delta_introduced_distortion_zero_opp,0.045443390861139715,0.020361712003004604,0.0710726955479662,1.0,8,6,0.03509320516139411,P4,semantic_group,1000,simple
delta_leak_recall,0.5400666666666667,0.5195991666666667,0.5573341666666668,1.0,1500,20,0.044834145300154025,P4,semantic_group,1000,simple
delta_deletion_precision,0.3150444444444444,0.2551029166666667,0.3763293055555555,1.0,1500,20,0.1426407875819581,P4,semantic_group,1000,simple
delta_legit_retention,0.032018749999999985,0.02823247569444442,0.036003829861111114,1.0,1500,20,0.009075192619501793,P4,semantic_group,1000,simple
delta_semantic_group_recall_full,0.5400666666666667,0.519565,0.5573675,1.0,1500,20,0.044834145300154025,P4,semantic_group,1000,simple
delta_semantic_group_recall_any,0.5400666666666667,0.5185991666666666,0.5570999999999999,1.0,1500,20,0.044834145300154025,P4,semantic_group,1000,simple
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,1500,20,0.0,P4,semantic_group,1000,simple
delta_legacy_sdr,-0.009696743092346539,-0.04724557290119702,0.021008259276651398,0.3096,2000,20,0.08116063613905561,P4,semantic_group,1000,structured
delta_directional_repair,0.0242846798056931,0.005510006543913504,0.040529700547984465,0.9936,2000,20,0.04153496179736901,P4,semantic_group,1000,structured
delta_same_side_residual,-0.0242846798056931,-0.04066259238733846,-0.005791192312486808,0.0068,2000,20,0.04153496179736901,P4,semantic_group,1000,structured
delta_overcorrection,0.033267534595828874,0.017943034649456666,0.054308697730828075,1.0,2000,20,0.04244238572510514,P4,semantic_group,1000,structured
delta_introduced_distortion,0.0007138883022107708,0.0002754446903489382,0.0012558202192943918,1.0,2000,20,0.0011644295171365994,P4,semantic_group,1000,structured
delta_introduced_distortion_zero_opp,0.06560298023456769,0.03238016616154245,0.10268440430343405,1.0,22,13,0.0686557916130762,P4,semantic_group,1000,structured
delta_leak_recall,0.28917499999999996,0.23589125,0.33869999999999995,1.0,2000,20,0.12199388196480225,P4,semantic_group,1000,structured
delta_deletion_precision,0.2270972222222222,0.1932016875,0.26299708333333327,1.0,2000,20,0.08099625458615388,P4,semantic_group,1000,structured
delta_legit_retention,0.01641906249999999,0.013319794270833319,0.0196705546875,1.0,2000,20,0.007550519734535143,P4,semantic_group,1000,structured
delta_semantic_group_recall_full,0.28917499999999996,0.2352,0.3381281249999999,1.0,2000,20,0.12199388196480225,P4,semantic_group,1000,structured
delta_semantic_group_recall_any,0.28917499999999996,0.23489624999999997,0.33888124999999997,1.0,2000,20,0.12199388196480225,P4,semantic_group,1000,structured
delta_partial_group_violation_rate,0.0,0.0,0.0,0.0,2000,20,0.0,P4,semantic_group,1000,structured
delta_legacy_sdr,0.0781508566040206,0.027122996749819658,0.12345324186268825,0.9992,2000,20,0.11427336981712065,P4,semantic_group,2000,boundary
delta_directional_repair,0.171609517667967,0.15595838693681863,0.1871081218858031,1.0,2000,20,0.03657135991721389,P4,semantic_group,2000,boundary
delta_same_side_residual,-0.17160951766796703,-0.18709961366533723,-0.1557793259796365,0.0,2000,20,0.03657135991721389,P4,semantic_group,2000,boundary
delta_overcorrection,0.09345866106394643,0.05929221355101833,0.13233979533509513,1.0,2000,20,0.08637488563982132,P4,semantic_group,2000,boundary
delta_introduced_distortion,0.0,0.0,0.0,0.0,2000,20,0.0,P4,semantic_group,2000,boundary
delta_introduced_distortion_zero_opp,,,,,0,0,,P4,semantic_group,2000,boundary
delta_leak_recall,0.795375,0.7857750000000001,0.8039006249999999,1.0,2000,20,0.02156378237986823,P4,semantic_group,2000,boundary
delta_deletion_precision,0.33627471861471864,0.31774032859848483,0.3535420819805195,1.0,2000,20,0.04232789444391667,P4,semantic_group,2000,boundary
delta_legit_retention,0.0462581942199957,0.041518411760329145,0.05105732403677818,1.0,2000,20,0.011176447152217531,P4,semantic_group,2000,boundary
delta_semantic_group_recall_full,0.795375,0.785574375,0.80382625,1.0,2000,20,0.02156378237986823,P4,semantic_group,2000,boundary
