dataset_index,mechanism,strength,seed,detectability_value
10,M05,S5,2026,0.047619047619047616
10,M05,S5,3407,0.047619047619047616
10,M05,S5,7777,0.047619047619047616
10,M08,S1,13,1.0
10,M08,S1,42,1.0
10,M08,S1,2026,1.0
10,M08,S1,3407,1.0
10,M08,S1,7777,0.3333333333333333
10,M08,S2,13,0.3333333333333333
10,M08,S2,42,0.3333333333333333
10,M08,S2,2026,1.0
10,M08,S2,3407,1.0
10,M08,S2,7777,0.5
10,M08,S3,13,1.0
10,M08,S3,42,1.0
10,M08,S3,2026,1.0
10,M08,S3,3407,1.0
10,M08,S3,7777,1.0
10,M08,S4,13,1.0
10,M08,S4,42,1.0
10,M08,S4,2026,1.0
10,M08,S4,3407,1.0
10,M08,S4,7777,1.0
10,M08,S5,13,1.0
10,M08,S5,42,1.0
10,M08,S5,2026,1.0
10,M08,S5,3407,1.0
10,M08,S5,7777,0.3333333333333333
11,M04,S1,13,0.07692307692307693
11,M04,S1,42,0.07692307692307693
11,M04,S1,2026,0.07692307692307693
11,M04,S1,3407,0.125
11,M04,S1,7777,0.07692307692307693
11,M04,S2,13,0.07142857142857142
11,M04,S2,42,1.0
11,M04,S2,2026,0.25
11,M04,S2,3407,0.04
11,M04,S2,7777,0.16666666666666666
11,M04,S3,13,0.04
11,M04,S3,42,0.07692307692307693
11,M04,S3,2026,0.04
11,M04,S3,3407,0.07692307692307693
11,M04,S3,7777,0.04
11,M04,S4,13,0.08333333333333333
11,M04,S4,42,0.07692307692307693
11,M04,S4,2026,0.04
11,M04,S4,3407,0.04
11,M04,S4,7777,0.04
11,M04,S5,13,0.07692307692307693
11,M04,S5,42,0.04
11,M04,S5,2026,0.04
11,M04,S5,3407,0.04
11,M04,S5,7777,0.125
11,M05,S1,13,0.06666666666666667
11,M05,S1,42,0.04
11,M05,S1,2026,0.25
11,M05,S1,3407,0.04
11,M05,S1,7777,0.125
11,M05,S2,13,0.04
11,M05,S2,42,0.1
11,M05,S2,2026,0.25
11,M05,S2,3407,0.07692307692307693
11,M05,S2,7777,0.5
11,M05,S3,13,0.04
11,M05,S3,42,0.07692307692307693
11,M05,S3,2026,0.1
11,M05,S3,3407,1.0
11,M05,S3,7777,0.07142857142857142
11,M05,S4,13,0.04
11,M05,S4,42,0.07142857142857142
11,M05,S4,2026,1.0
11,M05,S4,3407,0.1111111111111111
11,M05,S4,7777,0.04
11,M05,S5,13,0.04
11,M05,S5,42,0.04
11,M05,S5,2026,0.3333333333333333
11,M05,S5,3407,0.04
11,M05,S5,7777,0.04
11,M08,S1,13,1.0
11,M08,S1,42,0.07692307692307693
11,M08,S1,2026,0.125
11,M08,S1,3407,0.25
11,M08,S1,7777,0.07142857142857142
11,M08,S2,13,0.07692307692307693
11,M08,S2,42,0.5
11,M08,S2,2026,0.08333333333333333
11,M08,S2,3407,0.1
11,M08,S2,7777,1.0
11,M08,S3,13,1.0
11,M08,S3,42,1.0
11,M08,S3,2026,0.25
11,M08,S3,3407,0.5
11,M08,S3,7777,0.5
11,M08,S4,13,1.0
11,M08,S4,42,1.0
11,M08,S4,2026,0.14285714285714285
11,M08,S4,3407,1.0
11,M08,S4,7777,1.0
11,M08,S5,13,1.0
11,M08,S5,42,1.0
11,M08,S5,2026,0.5
11,M08,S5,3407,1.0
11,M08,S5,7777,1.0
12,M04,S1,13,0.07692307692307693
12,M04,S1,42,0.2
12,M04,S1,2026,0.07692307692307693
12,M04,S1,3407,0.07692307692307693
12,M04,S1,7777,1.0
12,M04,S2,13,0.14285714285714285
12,M04,S2,42,0.07692307692307693
12,M04,S2,2026,0.07692307692307693
12,M04,S2,3407,0.07692307692307693
12,M04,S2,7777,0.2
12,M04,S3,13,0.14285714285714285
12,M04,S3,42,0.16666666666666666
12,M04,S3,2026,0.07692307692307693
12,M04,S3,3407,0.07692307692307693
12,M04,S3,7777,0.16666666666666666
12,M04,S4,13,0.14285714285714285
12,M04,S4,42,0.25
12,M04,S4,2026,0.07692307692307693
12,M04,S4,3407,0.125
12,M04,S4,7777,0.2
12,M04,S5,13,0.07692307692307693
12,M04,S5,42,0.2
12,M04,S5,2026,0.07692307692307693
12,M04,S5,3407,0.3333333333333333
12,M04,S5,7777,0.1111111111111111
12,M05,S1,13,0.1111111111111111
12,M05,S1,42,0.2
12,M05,S1,2026,0.07692307692307693
12,M05,S1,3407,0.2
12,M05,S1,7777,0.07692307692307693
12,M05,S2,13,0.14285714285714285
12,M05,S2,42,1.0
12,M05,S2,2026,0.14285714285714285
12,M05,S2,3407,0.07692307692307693
12,M05,S2,7777,0.2
12,M05,S3,13,0.07692307692307693
12,M05,S3,42,0.07692307692307693
12,M05,S3,2026,0.2
12,M05,S3,3407,0.07692307692307693
12,M05,S3,7777,0.14285714285714285
12,M05,S4,13,0.2
12,M05,S4,42,0.07692307692307693
12,M05,S4,2026,0.07692307692307693
12,M05,S4,3407,0.2
12,M05,S4,7777,0.14285714285714285
12,M05,S5,13,0.07692307692307693
12,M05,S5,42,0.07692307692307693
12,M05,S5,2026,0.14285714285714285
12,M05,S5,3407,0.14285714285714285
12,M05,S5,7777,0.2
12,M08,S1,13,0.2
12,M08,S1,42,0.2
12,M08,S1,2026,0.2
12,M08,S1,3407,0.2
12,M08,S1,7777,0.2
12,M08,S2,13,1.0
12,M08,S2,42,0.07692307692307693
12,M08,S2,2026,0.14285714285714285
12,M08,S2,3407,0.2
12,M08,S2,7777,0.14285714285714285
12,M08,S3,13,0.2
12,M08,S3,42,1.0
12,M08,S3,2026,0.07692307692307693
12,M08,S3,3407,1.0
12,M08,S3,7777,0.2
12,M08,S4,13,0.2
12,M08,S4,42,0.07692307692307693
12,M08,S4,2026,0.2
12,M08,S4,3407,1.0
12,M08,S4,7777,0.2
12,M08,S5,13,0.25
12,M08,S5,42,0.1111111111111111
12,M08,S5,2026,0.07692307692307693
12,M08,S5,3407,1.0
12,M08,S5,7777,0.07692307692307693
13,M04,S1,13,0.3333333333333333
13,M04,S1,42,0.058823529411764705
13,M04,S1,2026,0.2
13,M04,S1,3407,0.1
13,M04,S1,7777,0.058823529411764705
13,M04,S2,13,0.2
13,M04,S2,42,0.125
13,M04,S2,2026,0.2
13,M04,S2,3407,0.058823529411764705
13,M04,S2,7777,0.058823529411764705
13,M04,S3,13,0.058823529411764705
13,M04,S3,42,0.058823529411764705
13,M04,S3,2026,0.058823529411764705
13,M04,S3,3407,0.1
13,M04,S3,7777,0.2
13,M04,S4,13,0.058823529411764705
13,M04,S4,42,0.058823529411764705
13,M04,S4,2026,0.2
13,M04,S4,3407,0.058823529411764705
13,M04,S4,7777,0.058823529411764705
13,M04,S5,13,0.125
13,M04,S5,42,0.058823529411764705
13,M04,S5,2026,0.3333333333333333
13,M04,S5,3407,0.058823529411764705
13,M04,S5,7777,0.058823529411764705
13,M05,S1,13,0.125
13,M05,S1,42,0.058823529411764705
13,M05,S1,2026,0.16666666666666666
13,M05,S1,3407,0.058823529411764705
13,M05,S1,7777,0.058823529411764705
13,M05,S2,13,0.058823529411764705
13,M05,S2,42,0.058823529411764705
13,M05,S2,2026,0.058823529411764705
13,M05,S2,3407,0.058823529411764705
13,M05,S2,7777,0.058823529411764705
13,M05,S3,13,0.125
13,M05,S3,42,0.058823529411764705
13,M05,S3,2026,0.16666666666666666
13,M05,S3,3407,0.058823529411764705
13,M05,S3,7777,0.058823529411764705
13,M05,S4,13,0.058823529411764705
13,M05,S4,42,0.058823529411764705
13,M05,S4,2026,0.058823529411764705
13,M05,S4,3407,0.16666666666666666
13,M05,S4,7777,0.1
13,M05,S5,13,0.1
13,M05,S5,42,0.058823529411764705
13,M05,S5,2026,0.058823529411764705
13,M05,S5,3407,0.058823529411764705
13,M05,S5,7777,0.058823529411764705
13,M08,S1,13,0.125
13,M08,S1,42,0.125
13,M08,S1,2026,0.3333333333333333
13,M08,S1,3407,0.125
13,M08,S1,7777,0.1111111111111111
13,M08,S2,13,0.058823529411764705
13,M08,S2,42,0.125
13,M08,S2,2026,0.2
13,M08,S2,3407,0.058823529411764705
13,M08,S2,7777,0.3333333333333333
13,M08,S3,13,0.3333333333333333
13,M08,S3,42,0.25
13,M08,S3,2026,0.125
13,M08,S3,3407,0.2
13,M08,S3,7777,0.3333333333333333
13,M08,S4,13,0.2
13,M08,S4,42,0.058823529411764705
13,M08,S4,2026,0.16666666666666666
13,M08,S4,3407,0.1111111111111111
13,M08,S4,7777,0.3333333333333333
13,M08,S5,13,0.3333333333333333
13,M08,S5,42,0.2
13,M08,S5,2026,0.3333333333333333
13,M08,S5,3407,0.14285714285714285
13,M08,S5,7777,0.3333333333333333
14,M04,S1,13,0.047619047619047616
14,M04,S1,42,0.16666666666666666
14,M04,S1,2026,0.5
14,M04,S1,3407,0.047619047619047616
14,M04,S1,7777,0.09090909090909091
14,M04,S2,13,0.047619047619047616
14,M04,S2,42,0.047619047619047616
14,M04,S2,2026,0.125
14,M04,S2,3407,0.14285714285714285
14,M04,S2,7777,0.047619047619047616
14,M04,S3,13,0.09090909090909091
14,M04,S3,42,0.125
14,M04,S3,2026,0.08333333333333333
14,M04,S3,3407,0.1111111111111111
14,M04,S3,7777,0.047619047619047616
14,M04,S4,13,0.047619047619047616
14,M04,S4,42,0.09090909090909091
14,M04,S4,2026,0.125
14,M04,S4,3407,0.047619047619047616
14,M04,S4,7777,0.047619047619047616
14,M04,S5,13,0.047619047619047616
14,M04,S5,42,0.1
14,M04,S5,2026,0.16666666666666666
14,M04,S5,3407,0.09090909090909091
14,M04,S5,7777,0.047619047619047616
14,M05,S1,13,0.16666666666666666
14,M05,S1,42,0.047619047619047616
14,M05,S1,2026,0.047619047619047616
14,M05,S1,3407,0.047619047619047616
14,M05,S1,7777,0.047619047619047616
14,M05,S2,13,0.1
14,M05,S2,42,0.1111111111111111
14,M05,S2,2026,0.047619047619047616
14,M05,S2,3407,0.14285714285714285
14,M05,S2,7777,0.047619047619047616
14,M05,S3,13,0.1
14,M05,S3,42,0.16666666666666666
14,M05,S3,2026,0.5
14,M05,S3,3407,0.047619047619047616
14,M05,S3,7777,0.047619047619047616
14,M05,S4,13,0.047619047619047616
14,M05,S4,42,0.16666666666666666
14,M05,S4,2026,0.047619047619047616
14,M05,S4,3407,0.047619047619047616
14,M05,S4,7777,0.047619047619047616
14,M05,S5,13,0.16666666666666666
14,M05,S5,42,0.08333333333333333
14,M05,S5,2026,0.047619047619047616
14,M05,S5,3407,0.047619047619047616
14,M05,S5,7777,0.047619047619047616
14,M08,S1,13,0.3333333333333333
14,M08,S1,42,0.5
14,M08,S1,2026,0.1
14,M08,S1,3407,0.16666666666666666
14,M08,S1,7777,0.08333333333333333
14,M08,S2,13,0.16666666666666666
14,M08,S2,42,1.0
14,M08,S2,2026,0.16666666666666666
14,M08,S2,3407,1.0
14,M08,S2,7777,0.5
14,M08,S3,13,0.5
14,M08,S3,42,0.2
14,M08,S3,2026,0.09090909090909091
14,M08,S3,3407,0.5
14,M08,S3,7777,0.5
14,M08,S4,13,1.0
14,M08,S4,42,0.16666666666666666
14,M08,S4,2026,0.25
14,M08,S4,3407,1.0
14,M08,S4,7777,1.0
14,M08,S5,13,0.14285714285714285
14,M08,S5,42,0.5
14,M08,S5,2026,0.16666666666666666
14,M08,S5,3407,1.0
14,M08,S5,7777,0.5
15,M04,S1,13,0.125
15,M04,S1,42,0.06666666666666667
15,M04,S1,2026,0.07692307692307693
15,M04,S1,3407,0.04
15,M04,S1,7777,0.16666666666666666
15,M04,S2,13,0.07692307692307693
15,M04,S2,42,0.0625
15,M04,S2,2026,0.04
15,M04,S2,3407,0.07692307692307693
15,M04,S2,7777,0.04
15,M04,S3,13,0.2
15,M04,S3,42,0.07692307692307693
15,M04,S3,2026,0.0625
15,M04,S3,3407,1.0
15,M04,S3,7777,1.0
15,M04,S4,13,0.04
15,M04,S4,42,0.06666666666666667
15,M04,S4,2026,0.04
15,M04,S4,3407,0.0625
15,M04,S4,7777,0.3333333333333333
15,M04,S5,13,0.04
15,M04,S5,42,0.04
15,M04,S5,2026,0.04
15,M04,S5,3407,0.125
15,M04,S5,7777,0.2
15,M05,S1,13,0.04
15,M05,S1,42,0.04
15,M05,S1,2026,0.07692307692307693
15,M05,S1,3407,0.04
15,M05,S1,7777,0.08333333333333333
15,M05,S2,13,0.04
15,M05,S2,42,0.06666666666666667
15,M05,S2,2026,0.04
15,M05,S2,3407,0.04
15,M05,S2,7777,0.07692307692307693
15,M05,S3,13,0.04
15,M05,S3,42,0.07692307692307693
15,M05,S3,2026,0.04
15,M05,S3,3407,0.07692307692307693
15,M05,S3,7777,0.07692307692307693
15,M05,S4,13,0.04
15,M05,S4,42,0.06666666666666667
15,M05,S4,2026,0.04
15,M05,S4,3407,0.04
15,M05,S4,7777,0.1111111111111111
15,M05,S5,13,0.125
15,M05,S5,42,0.06666666666666667
15,M05,S5,2026,0.04
15,M05,S5,3407,0.04
15,M05,S5,7777,0.08333333333333333
15,M08,S1,13,1.0
15,M08,S1,42,1.0
15,M08,S1,2026,1.0
15,M08,S1,3407,0.04
15,M08,S1,7777,0.2
15,M08,S2,13,0.2
15,M08,S2,42,1.0
15,M08,S2,2026,1.0
15,M08,S2,3407,0.25
15,M08,S2,7777,0.5
15,M08,S3,13,1.0
15,M08,S3,42,1.0
15,M08,S3,2026,1.0
15,M08,S3,3407,1.0
15,M08,S3,7777,0.5
15,M08,S4,13,1.0
15,M08,S4,42,1.0
15,M08,S4,2026,0.5
15,M08,S4,3407,1.0
15,M08,S4,7777,1.0
15,M08,S5,13,1.0
15,M08,S5,42,1.0
15,M08,S5,2026,1.0
15,M08,S5,3407,1.0
15,M08,S5,7777,1.0
16,M04,S1,13,0.125
16,M04,S1,42,0.07692307692307693
16,M04,S1,2026,0.2
16,M04,S1,3407,0.125
16,M04,S1,7777,0.07692307692307693
16,M04,S2,13,0.07692307692307693
16,M04,S2,42,0.3333333333333333
16,M04,S2,2026,0.1
16,M04,S2,3407,0.07692307692307693
16,M04,S2,7777,0.07692307692307693
16,M04,S3,13,0.1
16,M04,S3,42,0.2
16,M04,S3,2026,0.125
16,M04,S3,3407,0.3333333333333333
16,M04,S3,7777,0.07692307692307693
16,M04,S4,13,0.16666666666666666
16,M04,S4,42,0.3333333333333333
16,M04,S4,2026,0.07692307692307693
16,M04,S4,3407,0.14285714285714285
16,M04,S4,7777,0.08333333333333333
16,M04,S5,13,0.07692307692307693
16,M04,S5,42,1.0
16,M04,S5,2026,0.14285714285714285
16,M04,S5,3407,0.2
16,M04,S5,7777,0.07692307692307693
16,M05,S1,13,0.3333333333333333
16,M05,S1,42,0.07692307692307693
16,M05,S1,2026,0.07692307692307693
16,M05,S1,3407,0.07692307692307693
16,M05,S1,7777,0.07692307692307693
16,M05,S2,13,0.08333333333333333
16,M05,S2,42,0.08333333333333333
16,M05,S2,2026,0.14285714285714285
16,M05,S2,3407,0.07692307692307693
16,M05,S2,7777,0.07692307692307693
16,M05,S3,13,0.08333333333333333
16,M05,S3,42,0.07692307692307693
16,M05,S3,2026,0.1
16,M05,S3,3407,0.08333333333333333
16,M05,S3,7777,0.07692307692307693
16,M05,S4,13,0.07692307692307693
16,M05,S4,42,0.16666666666666666
16,M05,S4,2026,0.3333333333333333
16,M05,S4,3407,1.0
16,M05,S4,7777,0.07692307692307693
16,M05,S5,13,0.07692307692307693
16,M05,S5,42,0.07692307692307693
16,M05,S5,2026,0.2
16,M05,S5,3407,0.08333333333333333
16,M05,S5,7777,0.08333333333333333
16,M08,S1,13,0.07692307692307693
16,M08,S1,42,0.125
16,M08,S1,2026,0.3333333333333333
16,M08,S1,3407,0.3333333333333333
16,M08,S1,7777,0.07692307692307693
16,M08,S2,13,0.2
16,M08,S2,42,0.1
16,M08,S2,2026,1.0
16,M08,S2,3407,0.3333333333333333
16,M08,S2,7777,1.0
16,M08,S3,13,1.0
16,M08,S3,42,1.0
16,M08,S3,2026,1.0
16,M08,S3,3407,0.16666666666666666
16,M08,S3,7777,1.0
16,M08,S4,13,1.0
16,M08,S4,42,0.3333333333333333
16,M08,S4,2026,0.3333333333333333
16,M08,S4,3407,1.0
16,M08,S4,7777,0.3333333333333333
16,M08,S5,13,1.0
16,M08,S5,42,0.3333333333333333
16,M08,S5,2026,1.0
16,M08,S5,3407,1.0
16,M08,S5,7777,1.0
17,M04,S1,13,0.058823529411764705
17,M04,S1,42,0.14285714285714285
17,M04,S1,2026,0.058823529411764705
17,M04,S1,3407,0.14285714285714285
17,M04,S1,7777,0.058823529411764705
17,M04,S2,13,0.14285714285714285
17,M04,S2,42,0.16666666666666666
17,M04,S2,2026,0.5
17,M04,S2,3407,0.14285714285714285
17,M04,S2,7777,0.14285714285714285
17,M04,S3,13,0.058823529411764705
17,M04,S3,42,0.058823529411764705
17,M04,S3,2026,0.058823529411764705
17,M04,S3,3407,0.058823529411764705
17,M04,S3,7777,0.058823529411764705
17,M04,S4,13,0.058823529411764705
17,M04,S4,42,0.058823529411764705
17,M04,S4,2026,0.058823529411764705
17,M04,S4,3407,0.058823529411764705
17,M04,S4,7777,0.25
17,M04,S5,13,0.058823529411764705
17,M04,S5,42,0.058823529411764705
17,M04,S5,2026,0.058823529411764705
17,M04,S5,3407,0.14285714285714285
17,M04,S5,7777,0.058823529411764705
17,M05,S1,13,0.14285714285714285
17,M05,S1,42,0.058823529411764705
17,M05,S1,2026,0.5
17,M05,S1,3407,0.058823529411764705
17,M05,S1,7777,0.125
17,M05,S2,13,0.058823529411764705
17,M05,S2,42,0.058823529411764705
17,M05,S2,2026,0.3333333333333333
17,M05,S2,3407,0.14285714285714285
17,M05,S2,7777,0.058823529411764705
17,M05,S3,13,0.5
17,M05,S3,42,0.058823529411764705
17,M05,S3,2026,0.058823529411764705
17,M05,S3,3407,0.058823529411764705
17,M05,S3,7777,0.16666666666666666
17,M05,S4,13,0.058823529411764705
17,M05,S4,42,0.058823529411764705
17,M05,S4,2026,0.5
17,M05,S4,3407,0.25
17,M05,S4,7777,0.058823529411764705
17,M05,S5,13,0.14285714285714285
17,M05,S5,42,0.058823529411764705
17,M05,S5,2026,0.14285714285714285
17,M05,S5,3407,0.5
17,M05,S5,7777,0.25
17,M08,S1,13,0.16666666666666666
17,M08,S1,42,0.25
17,M08,S1,2026,0.125
17,M08,S1,3407,0.5
17,M08,S1,7777,0.16666666666666666
17,M08,S2,13,0.5
17,M08,S2,42,0.5
17,M08,S2,2026,0.3333333333333333
17,M08,S2,3407,0.3333333333333333
17,M08,S2,7777,0.14285714285714285
17,M08,S3,13,0.16666666666666666
17,M08,S3,42,0.14285714285714285
17,M08,S3,2026,0.5
17,M08,S3,3407,0.5
17,M08,S3,7777,0.25
17,M08,S4,13,0.5
17,M08,S4,42,0.5
17,M08,S4,2026,0.3333333333333333
17,M08,S4,3407,0.16666666666666666
17,M08,S4,7777,0.5
17,M08,S5,13,0.5
17,M08,S5,42,0.5
17,M08,S5,2026,0.16666666666666666
17,M08,S5,3407,0.5
17,M08,S5,7777,0.5
18,M04,S1,13,0.2
18,M04,S1,42,0.2
18,M04,S1,2026,0.25
18,M04,S1,3407,0.047619047619047616
18,M04,S1,7777,0.047619047619047616
18,M04,S2,13,0.08333333333333333
18,M04,S2,42,0.2
18,M04,S2,2026,0.047619047619047616
18,M04,S2,3407,0.2
18,M04,S2,7777,0.047619047619047616
18,M04,S3,13,0.2
18,M04,S3,42,0.08333333333333333
18,M04,S3,2026,0.047619047619047616
18,M04,S3,3407,0.09090909090909091
18,M04,S3,7777,0.047619047619047616
18,M04,S4,13,0.08333333333333333
18,M04,S4,42,0.25
18,M04,S4,2026,0.047619047619047616
18,M04,S4,3407,0.047619047619047616
18,M04,S4,7777,0.047619047619047616
18,M04,S5,13,0.2
18,M04,S5,42,0.14285714285714285
18,M04,S5,2026,0.09090909090909091
18,M04,S5,3407,0.047619047619047616
18,M04,S5,7777,0.047619047619047616
18,M05,S1,13,0.14285714285714285
18,M05,S1,42,0.2
18,M05,S1,2026,0.16666666666666666
18,M05,S1,3407,0.047619047619047616
18,M05,S1,7777,0.2
18,M05,S2,13,0.047619047619047616
18,M05,S2,42,0.16666666666666666
18,M05,S2,2026,0.2
18,M05,S2,3407,0.047619047619047616
18,M05,S2,7777,0.16666666666666666
18,M05,S3,13,0.25
18,M05,S3,42,0.047619047619047616
18,M05,S3,2026,0.25
18,M05,S3,3407,0.047619047619047616
18,M05,S3,7777,0.047619047619047616
18,M05,S4,13,0.5
18,M05,S4,42,0.047619047619047616
18,M05,S4,2026,0.09090909090909091
18,M05,S4,3407,0.14285714285714285
18,M05,S4,7777,0.14285714285714285
18,M05,S5,13,0.2
18,M05,S5,42,0.2
18,M05,S5,2026,0.16666666666666666
18,M05,S5,3407,0.047619047619047616
18,M05,S5,7777,0.047619047619047616
18,M08,S1,13,0.25
18,M08,S1,42,0.047619047619047616
18,M08,S1,2026,0.5
18,M08,S1,3407,0.08333333333333333
18,M08,S1,7777,0.08333333333333333
18,M08,S2,13,0.5
18,M08,S2,42,0.2
18,M08,S2,2026,0.08333333333333333
18,M08,S2,3407,0.09090909090909091
18,M08,S2,7777,0.5
18,M08,S3,13,0.25
18,M08,S3,42,0.5
18,M08,S3,2026,0.25
18,M08,S3,3407,0.2
18,M08,S3,7777,0.3333333333333333
18,M08,S4,13,0.5
18,M08,S4,42,0.5
18,M08,S4,2026,0.3333333333333333
18,M08,S4,3407,0.3333333333333333
18,M08,S4,7777,0.25
18,M08,S5,13,0.5
18,M08,S5,42,0.25
18,M08,S5,2026,0.5
18,M08,S5,3407,0.3333333333333333
18,M08,S5,7777,0.3333333333333333
19,M04,S1,13,0.04
19,M04,S1,42,0.058823529411764705
19,M04,S1,2026,0.2
19,M04,S1,3407,0.04
19,M04,S1,7777,0.5
19,M04,S2,13,0.04
19,M04,S2,42,0.04
19,M04,S2,2026,0.16666666666666666
19,M04,S2,3407,0.125
19,M04,S2,7777,0.04
19,M04,S3,13,0.04
19,M04,S3,42,0.04
19,M04,S3,2026,0.04
19,M04,S3,3407,0.04
19,M04,S3,7777,0.04
19,M04,S4,13,0.0625
19,M04,S4,42,0.04
19,M04,S4,2026,0.07142857142857142
19,M04,S4,3407,0.04
19,M04,S4,7777,0.0625
19,M04,S5,13,0.2
19,M04,S5,42,0.04
19,M04,S5,2026,0.04
19,M04,S5,3407,0.04
19,M04,S5,7777,0.1
19,M05,S1,13,0.04
19,M05,S1,42,0.04
19,M05,S1,2026,0.1111111111111111
19,M05,S1,3407,0.04
19,M05,S1,7777,0.04
19,M05,S2,13,0.125
19,M05,S2,42,0.16666666666666666
19,M05,S2,2026,1.0
19,M05,S2,3407,0.16666666666666666
19,M05,S2,7777,0.07142857142857142
19,M05,S3,13,0.04
19,M05,S3,42,0.04
19,M05,S3,2026,0.058823529411764705
19,M05,S3,3407,0.04
19,M05,S3,7777,0.0625
19,M05,S4,13,0.04
19,M05,S4,42,0.125
19,M05,S4,2026,0.04
19,M05,S4,3407,0.04
19,M05,S4,7777,0.14285714285714285
19,M05,S5,13,0.25
19,M05,S5,42,0.04
19,M05,S5,2026,0.09090909090909091
19,M05,S5,3407,0.2
19,M05,S5,7777,0.125
19,M08,S1,13,1.0
19,M08,S1,42,0.04
19,M08,S1,2026,1.0
19,M08,S1,3407,0.04
19,M08,S1,7777,0.5
19,M08,S2,13,1.0
19,M08,S2,42,1.0
19,M08,S2,2026,0.2
19,M08,S2,3407,1.0
19,M08,S2,7777,0.09090909090909091
19,M08,S3,13,1.0
19,M08,S3,42,0.5
19,M08,S3,2026,1.0
19,M08,S3,3407,0.5
19,M08,S3,7777,0.25
19,M08,S4,13,0.5
19,M08,S4,42,0.5
19,M08,S4,2026,1.0
19,M08,S4,3407,1.0
19,M08,S4,7777,1.0
19,M08,S5,13,1.0
19,M08,S5,42,0.14285714285714285
19,M08,S5,2026,1.0
19,M08,S5,3407,0.16666666666666666
19,M08,S5,7777,0.1111111111111111
