dataset_index,mechanism,strength,seed,split,univariate_auc,pearson,spearman
3,M04,S3,42,train,0.480204,-0.028271,-0.034262
3,M04,S3,42,val,0.477442,-0.025969,-0.038932
3,M04,S3,42,test,0.466834,-0.057868,-0.057111
3,M04,S3,2026,train,0.511243,0.020231,0.019459
3,M04,S3,2026,val,0.506407,-0.005765,0.011057
3,M04,S3,2026,test,0.472701,-0.014458,-0.047008
3,M04,S3,3407,train,0.521719,0.049749,0.03759
3,M04,S3,3407,val,0.503963,0.021933,0.00684
3,M04,S3,3407,test,0.434148,-0.112652,-0.113397
3,M04,S3,7777,train,0.506377,0.010371,0.011037
3,M04,S3,7777,val,0.484773,-0.030225,-0.02628
3,M04,S3,7777,test,0.578364,0.147605,0.134943
3,M04,S4,13,train,0.507714,0.006958,0.01335
3,M04,S4,13,val,0.481972,-0.030015,-0.031115
3,M04,S4,13,test,0.533525,0.069908,0.05773
3,M04,S4,42,train,0.480678,-0.027999,-0.033442
3,M04,S4,42,val,0.477919,-0.027308,-0.038109
3,M04,S4,42,test,0.470606,-0.052293,-0.050616
3,M04,S4,2026,train,0.510143,0.016672,0.017556
3,M04,S4,2026,val,0.5045,-0.007251,0.007766
3,M04,S4,2026,test,0.475994,-0.011054,-0.041338
3,M04,S4,3407,train,0.519901,0.043646,0.034444
3,M04,S4,3407,val,0.501103,0.019932,0.001903
3,M04,S4,3407,test,0.438099,-0.106315,-0.106594
3,M04,S4,7777,train,0.504237,0.007369,0.007333
3,M04,S4,7777,val,0.482925,-0.031489,-0.029469
3,M04,S4,7777,test,0.579203,0.145268,0.136386
3,M04,S5,13,train,0.506081,0.004335,0.010524
3,M04,S5,13,val,0.483044,-0.03106,-0.029263
3,M04,S5,13,test,0.534303,0.06995,0.05907
3,M04,S5,42,train,0.480895,-0.027428,-0.033066
3,M04,S5,42,val,0.475714,-0.028471,-0.041915
3,M04,S5,42,test,0.474138,-0.04685,-0.044534
3,M04,S5,2026,train,0.508056,0.013405,0.013943
3,M04,S5,2026,val,0.502533,-0.008662,0.004371
3,M04,S5,2026,test,0.479167,-0.007821,-0.035875
3,M04,S5,3407,train,0.517972,0.037909,0.031105
3,M04,S5,3407,val,0.50003,0.017931,5.1e-05
3,M04,S5,3407,test,0.44205,-0.09954,-0.09979
3,M04,S5,7777,train,0.503269,0.004768,0.005658
3,M04,S5,7777,val,0.479349,-0.032541,-0.03564
3,M04,S5,7777,test,0.579682,0.141972,0.137211
3,M05,S1,13,train,0.512579,0.016792,0.021772
3,M05,S1,13,val,0.482985,-0.023143,-0.029366
3,M05,S1,13,test,0.531669,0.066014,0.054534
3,M05,S1,42,train,0.480178,-0.026278,-0.034308
3,M05,S1,42,val,0.482091,-0.020584,-0.030909
3,M05,S1,42,test,0.467253,-0.065984,-0.056389
3,M05,S1,2026,train,0.513462,0.027259,0.023299
3,M05,S1,2026,val,0.51183,-0.000677,0.020417
3,M05,S1,2026,test,0.467074,-0.019628,-0.056699
3,M05,S1,3407,train,0.52773,0.060255,0.047994
3,M05,S1,3407,val,0.5163,0.028009,0.028132
3,M05,S1,3407,test,0.4287,-0.120813,-0.122778
3,M05,S1,7777,train,0.506831,0.017201,0.011823
3,M05,S1,7777,val,0.481912,-0.024737,-0.031217
3,M05,S1,7777,test,0.576269,0.148442,0.131335
3,M05,S2,13,train,0.510281,0.013375,0.017795
3,M05,S2,13,val,0.483819,-0.021774,-0.027926
3,M05,S2,13,test,0.534004,0.068469,0.058554
3,M05,S2,42,train,0.479592,-0.0262,-0.035322
3,M05,S2,42,val,0.485607,-0.019654,-0.02484
3,M05,S2,42,test,0.464859,-0.05779,-0.060513
3,M05,S2,2026,train,0.511302,0.023575,0.019561
3,M05,S2,2026,val,0.510638,-0.000322,0.01836
3,M05,S2,2026,test,0.472522,-0.014412,-0.047318
3,M05,S2,3407,train,0.524629,0.053796,0.042627
3,M05,S2,3407,val,0.517909,0.027752,0.030909
3,M05,S2,3407,test,0.435764,-0.112812,-0.110614
3,M05,S2,7777,train,0.505534,0.013801,0.009578
3,M05,S2,7777,val,0.482746,-0.023586,-0.029777
3,M05,S2,7777,test,0.578963,0.146965,0.135974
3,M05,S3,13,train,0.507819,0.010073,0.013533
3,M05,S3,13,val,0.487514,-0.020149,-0.021549
3,M05,S3,13,test,0.532926,0.06896,0.056699
3,M05,S3,42,train,0.479539,-0.02526,-0.035413
3,M05,S3,42,val,0.487812,-0.018374,-0.021034
3,M05,S3,42,test,0.468989,-0.049341,-0.0534
3,M05,S3,2026,train,0.507272,0.019625,0.012587
3,M05,S3,2026,val,0.509387,1.1e-05,0.0162
3,M05,S3,2026,test,0.478089,-0.009348,-0.03773
3,M05,S3,3407,train,0.522081,0.046522,0.038217
3,M05,S3,3407,val,0.51928,0.026927,0.033275
3,M05,S3,3407,test,0.439715,-0.102933,-0.10381
3,M05,S3,7777,train,0.502867,0.010507,0.004963
3,M05,S3,7777,val,0.483938,-0.021988,-0.02772
3,M05,S3,7777,test,0.579442,0.142591,0.136798
3,M05,S4,13,train,0.50562,0.007237,0.009727
3,M05,S4,13,val,0.490971,-0.018444,-0.015583
3,M05,S4,13,test,0.533884,0.067993,0.058348
3,M05,S4,42,train,0.480895,-0.023975,-0.033066
3,M05,S4,42,val,0.490077,-0.016911,-0.017126
3,M05,S4,42,test,0.474377,-0.041384,-0.044122
3,M05,S4,2026,train,0.505021,0.015958,0.008689
3,M05,S4,2026,val,0.508374,0.000309,0.014452
3,M05,S4,2026,test,0.485333,-0.004776,-0.025257
3,M05,S4,3407,train,0.518894,0.039656,0.032701
3,M05,S4,3407,val,0.518565,0.02571,0.03204
3,M05,S4,3407,test,0.448575,-0.092357,-0.088553
3,M05,S4,7777,train,0.501156,0.007664,0.002
3,M05,S4,7777,val,0.487812,-0.020174,-0.021034
3,M05,S4,7777,test,0.580041,0.136431,0.137829
3,M05,S5,13,train,0.503783,0.004926,0.006547
3,M05,S5,13,val,0.492342,-0.016783,-0.013217
3,M05,S5,13,test,0.534363,0.066145,0.059173
3,M05,S5,42,train,0.482258,-0.022649,-0.030707
3,M05,S5,42,val,0.492222,-0.015411,-0.013423
3,M05,S5,42,test,0.479526,-0.034277,-0.035256
3,M05,S5,2026,train,0.503776,0.012796,0.006536
3,M05,S5,2026,val,0.508135,0.000567,0.01404
3,M05,S5,2026,test,0.492636,-0.000836,-0.01268
3,M05,S5,3407,train,0.515937,0.033695,0.027584
3,M05,S5,3407,val,0.517373,0.024285,0.029983
3,M05,S5,3407,test,0.455759,-0.081986,-0.076182
3,M05,S5,7777,train,0.500866,0.005334,0.001499
3,M05,S5,7777,val,0.489362,-0.018334,-0.01836
3,M05,S5,7777,test,0.576269,0.129463,0.131335
4,M04,S1,13,train,0.534648,0.049537,0.059944
4,M04,S1,13,val,0.511513,0.038306,0.019757
4,M04,S1,13,test,0.505947,0.005626,0.010298
4,M04,S1,42,train,0.511966,0.020265,0.020702
4,M04,S1,42,val,0.548365,0.080278,0.082997
4,M04,S1,42,test,0.519575,0.038589,0.033898
4,M04,S1,2026,train,0.539369,0.074344,0.068112
4,M04,S1,2026,val,0.440459,-0.094736,-0.102174
4,M04,S1,2026,test,0.507988,0.019484,0.013833
4,M04,S1,3407,train,0.512994,0.031327,0.022481
4,M04,S1,3407,val,0.489475,-0.030699,-0.018062
4,M04,S1,3407,test,0.52126,0.04325,0.036815
4,M04,S1,7777,train,0.505347,0.010701,0.00925
4,M04,S1,7777,val,0.51983,0.034796,0.034028
4,M04,S1,7777,test,0.467868,-0.048171,-0.055642
4,M04,S2,13,train,0.543835,0.063507,0.075839
4,M04,S2,13,val,0.506939,0.031683,0.011908
4,M04,S2,13,test,0.507172,0.006276,0.012419
4,M04,S2,42,train,0.519494,0.036209,0.033727
4,M04,S2,42,val,0.545974,0.073926,0.078894
4,M04,S2,42,test,0.520239,0.038815,0.035047
4,M04,S2,2026,train,0.545227,0.086105,0.078247
4,M04,S2,2026,val,0.438328,-0.098973,-0.105831
4,M04,S2,2026,test,0.50661,0.019983,0.011447
4,M04,S2,3407,train,0.521688,0.047154,0.037521
4,M04,S2,3407,val,0.485628,-0.036078,-0.024663
4,M04,S2,3407,test,0.523557,0.043375,0.040792
4,M04,S2,7777,train,0.513699,0.027725,0.0237
4,M04,S2,7777,val,0.518634,0.028316,0.031977
4,M04,S2,7777,test,0.46991,-0.046799,-0.052106
4,M04,S3,13,train,0.548136,0.072712,0.08328
4,M04,S3,13,val,0.503768,0.02511,0.006467
4,M04,S3,13,test,0.509213,0.006842,0.015955
4,M04,S3,42,train,0.524511,0.048184,0.042407
4,M04,S3,42,val,0.542492,0.066947,0.072918
4,M04,S3,42,test,0.521107,0.038634,0.03655
4,M04,S3,2026,train,0.549381,0.093229,0.085433
4,M04,S3,2026,val,0.434066,-0.102192,-0.113145
4,M04,S3,2026,test,0.504671,0.02028,0.008088
4,M04,S3,3407,train,0.528489,0.058749,0.049288
4,M04,S3,3407,val,0.483965,-0.040937,-0.027517
4,M04,S3,3407,test,0.521566,0.043141,0.037345
4,M04,S3,7777,train,0.521835,0.040866,0.037777
4,M04,S3,7777,val,0.5151,0.02174,0.025911
4,M04,S3,7777,test,0.470522,-0.045111,-0.051046
4,M04,S4,13,train,0.54917,0.078329,0.085069
4,M04,S4,13,val,0.49987,0.018775,-0.000223
4,M04,S4,13,test,0.510336,0.00732,0.017899
4,M04,S4,42,train,0.527733,0.056643,0.04798
4,M04,S4,42,val,0.536774,0.05961,0.063106
4,M04,S4,42,test,0.52177,0.03811,0.037699
4,M04,S4,2026,train,0.55108,0.096954,0.088372
4,M04,S4,2026,val,0.433598,-0.104434,-0.113948
4,M04,S4,2026,test,0.504109,0.020391,0.007115
4,M04,S4,3407,train,0.533006,0.066594,0.057103
4,M04,S4,3407,val,0.481886,-0.045199,-0.031085
4,M04,S4,3407,test,0.520035,0.0426,0.034693
4,M04,S4,7777,train,0.526244,0.050357,0.045405
4,M04,S4,7777,val,0.511825,0.015292,0.020292
4,M04,S4,7777,test,0.472513,-0.043186,-0.047598
4,M04,S5,13,train,0.548449,0.08163,0.083821
4,M04,S5,13,val,0.495192,0.01281,-0.008251
4,M04,S5,13,test,0.509469,0.007715,0.016396
4,M04,S5,42,train,0.530801,0.06251,0.053289
4,M04,S5,42,val,0.530797,0.052182,0.052848
4,M04,S5,42,test,0.520596,0.037321,0.035666
4,M04,S5,2026,train,0.552489,0.098558,0.09081
4,M04,S5,2026,val,0.432611,-0.105797,-0.115642
4,M04,S5,2026,test,0.50171,0.020345,0.002961
4,M04,S5,3407,train,0.535386,0.071729,0.061221
4,M04,S5,3407,val,0.47778,-0.048837,-0.038131
4,M04,S5,3407,test,0.520086,0.041811,0.034782
4,M04,S5,7777,train,0.529284,0.057069,0.050664
4,M04,S5,7777,val,0.50855,0.009153,0.014673
4,M04,S5,7777,test,0.473993,-0.041104,-0.045035
4,M05,S1,13,train,0.534568,0.050543,0.059806
4,M05,S1,13,val,0.511253,0.032143,0.019311
4,M05,S1,13,test,0.509622,0.015316,0.016662
4,M05,S1,42,train,0.511528,0.020894,0.019945
4,M05,S1,42,val,0.546546,0.073611,0.079875
4,M05,S1,42,test,0.52029,0.047662,0.035135
4,M05,S1,2026,train,0.542824,0.075715,0.074089
4,M05,S1,2026,val,0.438952,-0.099769,-0.10476
4,M05,S1,2026,test,0.514624,0.028834,0.025324
4,M05,S1,3407,train,0.514188,0.032051,0.024546
4,M05,S1,3407,val,0.48646,-0.035708,-0.023235
4,M05,S1,3407,test,0.524424,0.051791,0.042295
4,M05,S1,7777,train,0.504926,0.011303,0.008523
4,M05,S1,7777,val,0.516087,0.028185,0.027606
4,M05,S1,7777,test,0.472972,-0.039378,-0.046803
4,M05,S2,13,train,0.545102,0.066644,0.078031
4,M05,S2,13,val,0.507459,0.019298,0.0128
4,M05,S2,13,test,0.514114,0.02518,0.02444
4,M05,S2,42,train,0.518972,0.03807,0.032823
4,M05,S2,42,val,0.538905,0.059411,0.066763
4,M05,S2,42,test,0.522179,0.055455,0.038406
4,M05,S2,2026,train,0.550824,0.090158,0.08793
4,M05,S2,2026,val,0.434742,-0.10643,-0.111985
4,M05,S2,2026,test,0.518299,0.037703,0.031688
4,M05,S2,3407,train,0.525642,0.049462,0.044363
4,M05,S2,3407,val,0.484329,-0.044549,-0.026893
4,M05,S2,3407,test,0.529018,0.05928,0.05025
4,M05,S2,7777,train,0.5145,0.029434,0.025086
4,M05,S2,7777,val,0.511929,0.015183,0.02047
4,M05,S2,7777,test,0.479404,-0.029089,-0.035666
4,M05,S3,13,train,0.551227,0.078683,0.088628
4,M05,S3,13,val,0.505432,0.007489,0.009321
4,M05,S3,13,test,0.518759,0.033829,0.032484
4,M05,S3,42,train,0.52542,0.051955,0.04398
4,M05,S3,42,val,0.528406,0.044936,0.048745
4,M05,S3,42,test,0.525956,0.061219,0.044947
4,M05,S3,2026,train,0.557057,0.10066,0.098713
4,M05,S3,2026,val,0.433287,-0.109695,-0.114483
4,M05,S3,2026,test,0.521974,0.044989,0.038052
4,M05,S3,3407,train,0.535097,0.063466,0.06072
4,M05,S3,3407,val,0.48017,-0.051211,-0.034028
4,M05,S3,3407,test,0.533,0.06503,0.057145
4,M05,S3,7777,train,0.522517,0.044384,0.038956
4,M05,S3,7777,val,0.509382,0.003298,0.0161
4,M05,S3,7777,test,0.484457,-0.019,-0.026915
4,M05,S4,13,train,0.556108,0.087139,0.097072
4,M05,S4,13,val,0.504184,-0.002639,0.00718
4,M05,S4,13,test,0.523863,0.040943,0.041323
4,M05,S4,42,train,0.531239,0.062602,0.054046
4,M05,S4,42,val,0.51957,0.031538,0.033582
4,M05,S4,42,test,0.527998,0.06523,0.048482
4,M05,S4,2026,train,0.561636,0.107683,0.106636
4,M05,S4,2026,val,0.434014,-0.110377,-0.113234
4,M05,S4,2026,test,0.523557,0.050657,0.040792
4,M05,S4,3407,train,0.541534,0.073986,0.071858
4,M05,S4,3407,val,0.476844,-0.055942,-0.039737
4,M05,S4,3407,test,0.530907,0.069167,0.053521
4,M05,S4,7777,train,0.529733,0.05602,0.051441
4,M05,S4,7777,val,0.504392,-0.00679,0.007537
4,M05,S4,7777,test,0.489664,-0.009641,-0.017899
4,M05,S5,13,train,0.558699,0.092889,0.101554
4,M05,S5,13,val,0.502469,-0.010992,0.004237
4,M05,S5,13,test,0.52667,0.046532,0.046184
4,M05,S5,42,train,0.536233,0.07057,0.062686
4,M05,S5,42,val,0.512916,0.019858,0.022165
4,M05,S5,42,test,0.530601,0.067892,0.05299
4,M05,S5,2026,train,0.564523,0.112071,0.11163
4,M05,S5,2026,val,0.435262,-0.109405,-0.111093
4,M05,S5,2026,test,0.52713,0.054909,0.04698
4,M05,S5,3407,train,0.545932,0.081595,0.079466
4,M05,S5,3407,val,0.472842,-0.059187,-0.046605
4,M05,S5,3407,test,0.533868,0.071979,0.058647
4,M05,S5,7777,train,0.534716,0.064831,0.060062
4,M05,S5,7777,val,0.50091,-0.015004,0.001561
4,M05,S5,7777,test,0.497524,-0.001298,-0.004287
5,M04,S1,13,train,0.516712,0.029005,0.028083
5,M04,S1,13,val,0.512481,0.02275,0.01998
5,M04,S1,13,test,0.453675,-0.052214,-0.0789
5,M04,S1,42,train,0.453473,-0.083446,-0.078183
5,M04,S1,42,val,0.479102,-0.029689,-0.033454
5,M04,S1,42,test,0.569145,0.115447,0.117768
5,M04,S1,2026,train,0.47761,-0.030962,-0.037624
5,M04,S1,2026,val,0.557372,0.073323,0.091844
5,M04,S1,2026,test,0.495043,-0.004413,-0.008443
5,M04,S1,3407,train,0.522098,0.029105,0.037132
5,M04,S1,3407,val,0.491486,-0.005717,-0.013629
5,M04,S1,3407,test,0.522821,0.014418,0.038868
5,M04,S1,7777,train,0.491405,-0.009805,-0.014443
5,M04,S1,7777,val,0.470975,-0.027693,-0.046464
5,M04,S1,7777,test,0.462222,-0.058462,-0.064343
5,M04,S2,13,train,0.51921,0.033024,0.03228
5,M04,S2,13,val,0.508224,0.019169,0.013165
5,M04,S2,13,test,0.45641,-0.046861,-0.074242
5,M04,S2,42,train,0.458917,-0.075667,-0.069035
5,M04,S2,42,val,0.477361,-0.030573,-0.036242
5,M04,S2,42,test,0.568803,0.110734,0.117186
5,M04,S2,2026,train,0.480488,-0.024878,-0.032788
5,M04,S2,2026,val,0.551954,0.068048,0.083171
5,M04,S2,2026,test,0.495214,-0.00148,-0.008152
5,M04,S2,3407,train,0.526429,0.033307,0.044411
5,M04,S2,3407,val,0.487229,-0.007744,-0.020444
5,M04,S2,3407,test,0.524359,0.016975,0.041488
5,M04,S2,7777,train,0.493541,-0.004389,-0.010853
5,M04,S2,7777,val,0.470878,-0.028723,-0.046619
5,M04,S2,7777,test,0.465556,-0.053604,-0.058666
5,M04,S3,13,train,0.521678,0.035867,0.036427
5,M04,S3,13,val,0.500967,0.015683,0.001549
5,M04,S3,13,test,0.460769,-0.040881,-0.066818
5,M04,S3,42,train,0.465541,-0.066608,-0.057904
5,M04,S3,42,val,0.478715,-0.030518,-0.034074
5,M04,S3,42,test,0.562137,0.10429,0.105831
5,M04,S3,2026,train,0.483073,-0.018807,-0.028444
5,M04,S3,2026,val,0.548568,0.061651,0.07775
5,M04,S3,2026,test,0.498462,0.001137,-0.00262
5,M04,S3,3407,train,0.528722,0.036393,0.048264
5,M04,S3,3407,val,0.492647,-0.009305,-0.011771
5,M04,S3,3407,test,0.522479,0.018837,0.038286
5,M04,S3,7777,train,0.496849,0.000547,-0.005295
5,M04,S3,7777,val,0.471169,-0.028864,-0.046154
5,M04,S3,7777,test,0.468547,-0.047662,-0.053571
5,M04,S4,13,train,0.522576,0.037694,0.037936
5,M04,S4,13,val,0.494776,0.012522,-0.008364
5,M04,S4,13,test,0.465897,-0.034962,-0.058083
5,M04,S4,42,train,0.474166,-0.057295,-0.043411
5,M04,S4,42,val,0.479973,-0.029859,-0.03206
5,M04,S4,42,test,0.559915,0.09732,0.102046
5,M04,S4,2026,train,0.487288,-0.01315,-0.021361
5,M04,S4,2026,val,0.541505,0.054984,0.066444
5,M04,S4,2026,test,0.498291,0.003373,-0.002911
5,M04,S4,3407,train,0.529815,0.038449,0.0501
5,M04,S4,3407,val,0.494776,-0.010436,-0.008364
5,M04,S4,3407,test,0.522137,0.020063,0.037703
5,M04,S4,7777,train,0.501054,0.004823,0.001771
5,M04,S4,7777,val,0.472523,-0.028406,-0.043986
5,M04,S4,7777,test,0.473419,-0.041431,-0.045273
5,M04,S5,13,train,0.524078,0.038759,0.04046
5,M04,S5,13,val,0.492744,0.009769,-0.011616
5,M04,S5,13,test,0.473761,-0.029516,-0.044691
5,M04,S5,42,train,0.479395,-0.048459,-0.034624
5,M04,S5,42,val,0.478715,-0.028894,-0.034074
5,M04,S5,42,test,0.554872,0.090554,0.093458
5,M04,S5,2026,train,0.490137,-0.008115,-0.016574
5,M04,S5,2026,val,0.534346,0.048619,0.054983
5,M04,S5,2026,test,0.500855,0.005236,0.001456
5,M04,S5,3407,train,0.530507,0.039689,0.051264
5,M04,S5,3407,val,0.492067,-0.011229,-0.0127
5,M04,S5,3407,test,0.521197,0.0208,0.036102
5,M04,S5,7777,train,0.503005,0.008414,0.005049
5,M04,S5,7777,val,0.474168,-0.027623,-0.041353
5,M04,S5,7777,test,0.476239,-0.035484,-0.040469
5,M05,S1,13,train,0.508049,0.019718,0.013525
5,M05,S1,13,val,0.506385,0.018006,0.010222
5,M05,S1,13,test,0.451624,-0.052263,-0.082394
5,M05,S1,42,train,0.449249,-0.089017,-0.085282
5,M05,S1,42,val,0.474168,-0.031937,-0.041353
5,M05,S1,42,test,0.568803,0.115277,0.117186
5,M05,S1,2026,train,0.47239,-0.03849,-0.046395
5,M05,S1,2026,val,0.551374,0.067975,0.082241
5,M05,S1,2026,test,0.494701,-0.004963,-0.009025
5,M05,S1,3407,train,0.516712,0.020373,0.028083
5,M05,S1,3407,val,0.48452,-0.008977,-0.024781
5,M05,S1,3407,test,0.525128,0.014014,0.042798
5,M05,S1,7777,train,0.488663,-0.017457,-0.01905
5,M05,S1,7777,val,0.472523,-0.030024,-0.043986
5,M05,S1,7777,test,0.462137,-0.059326,-0.064489
5,M05,S2,13,train,0.505317,0.014925,0.008935
5,M05,S2,13,val,0.499323,0.010737,-0.001084
5,M05,S2,13,test,0.456068,-0.046744,-0.074824
5,M05,S2,42,train,0.451659,-0.08342,-0.081232
5,M05,S2,42,val,0.477941,-0.032436,-0.035313
5,M05,S2,42,test,0.567863,0.109442,0.115585
5,M05,S2,2026,train,0.471093,-0.037946,-0.048575
5,M05,S2,2026,val,0.544505,0.054818,0.071245
5,M05,S2,2026,test,0.49547,-0.002516,-0.007715
5,M05,S2,3407,train,0.515668,0.015905,0.026329
5,M05,S2,3407,val,0.485197,-0.012654,-0.023697
5,M05,S2,3407,test,0.520256,0.016107,0.034501
5,M05,S2,7777,train,0.490234,-0.018304,-0.01641
5,M05,S2,7777,val,0.476393,-0.030886,-0.037791
5,M05,S2,7777,test,0.468034,-0.054768,-0.054444
5,M05,S3,13,train,0.503054,0.010583,0.005131
5,M05,S3,13,val,0.496711,0.005241,-0.005266
5,M05,S3,13,test,0.461197,-0.04065,-0.06609
5,M05,S3,42,train,0.454693,-0.075488,-0.076134
5,M05,S3,42,val,0.482972,-0.031159,-0.027259
5,M05,S3,42,test,0.566068,0.101519,0.112528
5,M05,S3,2026,train,0.473073,-0.035952,-0.045247
5,M05,S3,2026,val,0.537345,0.042272,0.059784
5,M05,S3,2026,test,0.496154,-0.000339,-0.006551
5,M05,S3,3407,train,0.512293,0.011603,0.020656
5,M05,S3,3407,val,0.486358,-0.014633,-0.021838
5,M05,S3,3407,test,0.520256,0.017427,0.034501
5,M05,S3,7777,train,0.490585,-0.018329,-0.01582
5,M05,S3,7777,val,0.477457,-0.029947,-0.036087
5,M05,S3,7777,test,0.472393,-0.048774,-0.04702
5,M05,S4,13,train,0.501717,0.007064,0.002885
5,M05,S4,13,val,0.496904,0.001274,-0.004956
5,M05,S4,13,test,0.470684,-0.034784,-0.049931
5,M05,S4,42,train,0.457356,-0.067606,-0.071658
5,M05,S4,42,val,0.483456,-0.029505,-0.026485
5,M05,S4,42,test,0.563248,0.093175,0.107724
5,M05,S4,2026,train,0.475639,-0.033512,-0.040936
5,M05,S4,2026,val,0.526122,0.032216,0.041818
5,M05,S4,2026,test,0.497949,0.001498,-0.003494
5,M05,S4,3407,train,0.509629,0.007986,0.016181
5,M05,S4,3407,val,0.488874,-0.015659,-0.017811
5,M05,S4,3407,test,0.520769,0.018083,0.035374
5,M05,S4,7777,train,0.49081,-0.01797,-0.015443
5,M05,S4,7777,val,0.476974,-0.028541,-0.036862
5,M05,S4,7777,test,0.47641,-0.042414,-0.040178
5,M05,S5,13,train,0.501776,0.004322,0.002984
5,M05,S5,13,val,0.499033,-0.001609,-0.001549
5,M05,S5,13,test,0.475812,-0.029541,-0.041197
5,M05,S5,42,train,0.460156,-0.060704,-0.066953
5,M05,S5,42,val,0.483746,-0.027974,-0.02602
5,M05,S5,42,test,0.556923,0.085324,0.096951
5,M05,S5,2026,train,0.478146,-0.031156,-0.036723
5,M05,S5,2026,val,0.518963,0.024549,0.030357
5,M05,S5,2026,test,0.49906,0.003004,-0.001601
5,M05,S5,3407,train,0.50719,0.005112,0.012082
5,M05,S5,3407,val,0.494679,-0.016205,-0.008518
5,M05,S5,3407,test,0.521453,0.018285,0.036539
5,M05,S5,7777,train,0.490712,-0.017482,-0.015607
5,M05,S5,7777,val,0.479392,-0.027185,-0.03299
5,M05,S5,7777,test,0.479829,-0.036413,-0.034355
6,M04,S1,13,train,0.495167,-0.023507,-0.008257
6,M04,S1,13,val,0.494979,-0.029791,-0.008577
6,M04,S1,13,test,0.516935,0.027223,0.029187
6,M04,S1,42,train,0.519915,0.023046,0.03402
6,M04,S1,42,val,0.499473,-0.014803,-0.0009
6,M04,S1,42,test,0.518383,0.035995,0.031684
6,M04,S1,2026,train,0.526882,0.038914,0.045921
6,M04,S1,2026,val,0.528685,0.018826,0.049001
6,M04,S1,2026,test,0.501414,-0.001578,0.002437
6,M04,S1,3407,train,0.487598,-0.012787,-0.021185
6,M04,S1,3407,val,0.471877,-0.042263,-0.048041
6,M04,S1,3407,test,0.475892,-0.040527,-0.041552
6,M04,S1,7777,train,0.51564,0.020181,0.026716
6,M04,S1,7777,val,0.53662,0.062009,0.062555
6,M04,S1,7777,test,0.530455,0.0792,0.052489
6,M04,S2,13,train,0.499153,-0.012538,-0.001446
6,M04,S2,13,val,0.49526,-0.031073,-0.008097
6,M04,S2,13,test,0.518866,0.028887,0.032516
6,M04,S2,42,train,0.526087,0.032393,0.044562
6,M04,S2,42,val,0.499052,-0.01707,-0.001619
6,M04,S2,42,test,0.51659,0.037332,0.028593
6,M04,S2,2026,train,0.528849,0.046498,0.04928
6,M04,S2,2026,val,0.527421,0.015178,0.046841
6,M04,S2,2026,test,0.502104,0.00016,0.003626
6,M04,S2,3407,train,0.491679,-0.002842,-0.014214
6,M04,S2,3407,val,0.470613,-0.043576,-0.0502
6,M04,S2,3407,test,0.477685,-0.03865,-0.03846
6,M04,S2,7777,train,0.523364,0.028734,0.039911
6,M04,S2,7777,val,0.531634,0.056816,0.054039
6,M04,S2,7777,test,0.535214,0.081073,0.060693
6,M04,S3,13,train,0.502547,-0.002575,0.004352
6,M04,S3,13,val,0.493505,-0.031471,-0.011096
6,M04,S3,13,test,0.521901,0.030378,0.037747
6,M04,S3,42,train,0.532477,0.040084,0.055478
6,M04,S3,42,val,0.49526,-0.018645,-0.008097
6,M04,S3,42,test,0.516176,0.038442,0.027879
6,M04,S3,2026,train,0.53051,0.052294,0.052119
6,M04,S3,2026,val,0.525806,0.011545,0.044082
6,M04,S3,2026,test,0.502725,0.001849,0.004696
6,M04,S3,3407,train,0.497297,0.006248,-0.004618
6,M04,S3,3407,val,0.47595,-0.043513,-0.041084
6,M04,S3,3407,test,0.47734,-0.036576,-0.039055
6,M04,S3,7777,train,0.52831,0.035713,0.04836
6,M04,S3,7777,val,0.525876,0.050517,0.044202
6,M04,S3,7777,test,0.539146,0.082494,0.067469
6,M04,S4,13,train,0.505286,0.005977,0.00903
6,M04,S4,13,val,0.492592,-0.03127,-0.012655
6,M04,S4,13,test,0.523143,0.031686,0.039887
6,M04,S4,42,train,0.535551,0.045981,0.060729
6,M04,S4,42,val,0.490696,-0.019634,-0.015894
6,M04,S4,42,test,0.517348,0.039331,0.0299
6,M04,S4,2026,train,0.531712,0.056464,0.054171
6,M04,S4,2026,val,0.521171,0.008199,0.036166
6,M04,S4,2026,test,0.501483,0.003472,0.002556
6,M04,S4,3407,train,0.501752,0.014088,0.002992
6,M04,S4,3407,val,0.478688,-0.042532,-0.036406
6,M04,S4,3407,test,0.479892,-0.034343,-0.034656
6,M04,S4,7777,train,0.531907,0.041132,0.054505
6,M04,S4,7777,val,0.519697,0.043977,0.033647
6,M04,S4,7777,test,0.543147,0.083456,0.074365
6,M04,S5,13,train,0.508641,0.013081,0.014761
6,M04,S5,13,val,0.494839,-0.030723,-0.008816
6,M04,S5,13,test,0.525488,0.032808,0.043929
6,M04,S5,42,train,0.536315,0.050297,0.062035
6,M04,S5,42,val,0.486764,-0.020195,-0.022611
6,M04,S5,42,test,0.517831,0.040016,0.030733
6,M04,S5,2026,train,0.533054,0.059338,0.056464
6,M04,S5,2026,val,0.516537,0.005265,0.028249
6,M04,S5,2026,test,0.502035,0.005014,0.003507
6,M04,S5,3407,train,0.506987,0.020602,0.011935
6,M04,S5,3407,val,0.482199,-0.041076,-0.030408
6,M04,S5,3407,test,0.480996,-0.031997,-0.032754
6,M04,S5,7777,train,0.534677,0.045223,0.059236
6,M04,S5,7777,val,0.51773,0.03779,0.030288
