ds,mech,strength,method,auprc,top5_recall,n_leak
meta_3,M04,S5,A,1.0,1.0,1
meta_3,M04,S5,S,1.0,1.0,1
meta_3,M04,S5,E,0.0625,0.0,1
meta_3,M04,S5,I+A,0.3333333333333333,1.0,1
meta_3,M04,S5,I+S,0.3333333333333333,1.0,1
meta_3,M04,S5,A+S+E,1.0,1.0,1
meta_3,M04,S5,I+A+S+E,0.3333333333333333,1.0,1
meta_3,M05,S1,I,0.047619047619047616,0.0,1
meta_3,M05,S1,A,1.0,1.0,1
meta_3,M05,S1,S,1.0,1.0,1
meta_3,M05,S1,E,0.0625,0.0,1
meta_3,M05,S1,I+A,0.3333333333333333,1.0,1
meta_3,M05,S1,I+S,0.3333333333333333,1.0,1
meta_3,M05,S1,A+S+E,1.0,1.0,1
meta_3,M05,S1,I+A+S+E,0.3333333333333333,1.0,1
meta_3,M05,S3,I,0.047619047619047616,0.0,1
meta_3,M05,S3,A,1.0,1.0,1
meta_3,M05,S3,S,1.0,1.0,1
meta_3,M05,S3,E,0.047619047619047616,0.0,1
meta_3,M05,S3,I+A,0.3333333333333333,1.0,1
meta_3,M05,S3,I+S,0.3333333333333333,1.0,1
meta_3,M05,S3,A+S+E,1.0,1.0,1
meta_3,M05,S3,I+A+S+E,0.3333333333333333,1.0,1
meta_3,M05,S5,I,0.047619047619047616,0.0,1
meta_3,M05,S5,A,1.0,1.0,1
meta_3,M05,S5,S,1.0,1.0,1
meta_3,M05,S5,E,0.06666666666666667,0.0,1
meta_3,M05,S5,I+A,0.3333333333333333,1.0,1
meta_3,M05,S5,I+S,0.3333333333333333,1.0,1
meta_3,M05,S5,A+S+E,1.0,1.0,1
meta_3,M05,S5,I+A+S+E,0.3333333333333333,1.0,1
meta_3,M06,S1,I,0.7555555555555555,1.0,3
meta_3,M06,S1,A,0.13043478260869565,0.3333333333333333,3
meta_3,M06,S1,S,1.0,1.0,3
meta_3,M06,S1,E,0.2518518518518519,0.3333333333333333,3
meta_3,M06,S1,I+A,0.7555555555555555,1.0,3
meta_3,M06,S1,I+S,1.0,1.0,3
meta_3,M06,S1,A+S+E,1.0,1.0,3
meta_3,M06,S1,I+A+S+E,0.6388888888888888,1.0,3
meta_3,M06,S3,I,1.0,1.0,3
meta_3,M06,S3,A,0.13043478260869565,0.3333333333333333,3
meta_3,M06,S3,S,1.0,1.0,3
meta_3,M06,S3,E,0.12625272331154686,0.0,3
meta_3,M06,S3,I+A,1.0,1.0,3
meta_3,M06,S3,I+S,1.0,1.0,3
meta_3,M06,S3,A+S+E,1.0,1.0,3
meta_3,M06,S3,I+A+S+E,1.0,1.0,3
meta_3,M06,S5,I,1.0,1.0,3
meta_3,M06,S5,A,0.13043478260869565,0.3333333333333333,3
meta_3,M06,S5,S,1.0,1.0,3
meta_3,M06,S5,E,0.15,0.0,3
meta_3,M06,S5,I+A,1.0,1.0,3
meta_3,M06,S5,I+S,1.0,1.0,3
meta_3,M06,S5,A+S+E,1.0,1.0,3
meta_3,M06,S5,I+A+S+E,1.0,1.0,3
meta_3,M07,S1,I,0.7,1.0,2
meta_3,M07,S1,A,1.0,1.0,2
meta_3,M07,S1,S,1.0,1.0,2
meta_3,M07,S1,E,0.3269230769230769,0.5,2
meta_3,M07,S1,I+A,0.8333333333333333,1.0,2
meta_3,M07,S1,I+S,0.8333333333333333,1.0,2
meta_3,M07,S1,A+S+E,1.0,1.0,2
meta_3,M07,S1,I+A+S+E,0.8333333333333333,1.0,2
meta_3,M07,S3,I,0.7,1.0,2
meta_3,M07,S3,A,1.0,1.0,2
meta_3,M07,S3,S,1.0,1.0,2
meta_3,M07,S3,E,0.3269230769230769,0.5,2
meta_3,M07,S3,I+A,0.8333333333333333,1.0,2
meta_3,M07,S3,I+S,0.8333333333333333,1.0,2
meta_3,M07,S3,A+S+E,1.0,1.0,2
meta_3,M07,S3,I+A+S+E,0.8333333333333333,1.0,2
meta_3,M07,S5,I,0.7,1.0,2
meta_3,M07,S5,A,1.0,1.0,2
meta_3,M07,S5,S,1.0,1.0,2
meta_3,M07,S5,E,0.3269230769230769,0.5,2
meta_3,M07,S5,I+A,0.8333333333333333,1.0,2
meta_3,M07,S5,I+S,0.8333333333333333,1.0,2
meta_3,M07,S5,A+S+E,1.0,1.0,2
meta_3,M07,S5,I+A+S+E,0.8333333333333333,1.0,2
meta_3,M08,S1,I,0.047619047619047616,0.0,1
meta_3,M08,S1,A,0.047619047619047616,1.0,1
meta_3,M08,S1,S,1.0,1.0,1
meta_3,M08,S1,E,0.047619047619047616,0.0,1
meta_3,M08,S1,I+A,0.047619047619047616,0.0,1
meta_3,M08,S1,I+S,0.3333333333333333,1.0,1
meta_3,M08,S1,A+S+E,1.0,1.0,1
meta_3,M08,S1,I+A+S+E,0.16666666666666666,0.0,1
meta_3,M08,S3,I,0.09090909090909091,0.0,1
meta_3,M08,S3,A,0.047619047619047616,1.0,1
meta_3,M08,S3,S,1.0,1.0,1
meta_3,M08,S3,E,0.3333333333333333,1.0,1
meta_3,M08,S3,I+A,0.09090909090909091,0.0,1
meta_3,M08,S3,I+S,0.3333333333333333,1.0,1
meta_3,M08,S3,A+S+E,1.0,1.0,1
meta_3,M08,S3,I+A+S+E,0.3333333333333333,1.0,1
meta_3,M08,S5,I,0.047619047619047616,0.0,1
meta_3,M08,S5,A,0.047619047619047616,1.0,1
meta_3,M08,S5,S,1.0,1.0,1
meta_3,M08,S5,E,0.06666666666666667,0.0,1
meta_3,M08,S5,I+A,0.047619047619047616,0.0,1
meta_3,M08,S5,I+S,0.3333333333333333,1.0,1
meta_3,M08,S5,A+S+E,1.0,1.0,1
meta_3,M08,S5,I+A+S+E,0.25,1.0,1
meta_3,M09,S1,I,0.047619047619047616,0.0,1
meta_3,M09,S1,A,0.047619047619047616,1.0,1
meta_3,M09,S1,S,1.0,1.0,1
meta_3,M09,S1,E,0.14285714285714285,0.0,1
meta_3,M09,S1,I+A,0.047619047619047616,0.0,1
meta_3,M09,S1,I+S,0.3333333333333333,1.0,1
meta_3,M09,S1,A+S+E,1.0,1.0,1
meta_3,M09,S1,I+A+S+E,0.3333333333333333,1.0,1
meta_3,M09,S3,I,0.2,1.0,1
meta_3,M09,S3,A,0.047619047619047616,1.0,1
meta_3,M09,S3,S,1.0,1.0,1
meta_3,M09,S3,E,0.1,0.0,1
meta_3,M09,S3,I+A,0.2,1.0,1
meta_3,M09,S3,I+S,0.3333333333333333,1.0,1
meta_3,M09,S3,A+S+E,1.0,1.0,1
meta_3,M09,S3,I+A+S+E,0.3333333333333333,1.0,1
meta_3,M09,S5,I,0.25,1.0,1
meta_3,M09,S5,A,0.047619047619047616,1.0,1
meta_3,M09,S5,S,1.0,1.0,1
meta_3,M09,S5,E,0.25,1.0,1
meta_3,M09,S5,I+A,0.25,1.0,1
meta_3,M09,S5,I+S,0.5,1.0,1
meta_3,M09,S5,A+S+E,1.0,1.0,1
meta_3,M09,S5,I+A+S+E,0.3333333333333333,1.0,1
meta_3,M11,S1,I,0.32125603864734303,0.6666666666666666,3
meta_3,M11,S1,A,0.13043478260869565,0.3333333333333333,3
meta_3,M11,S1,S,1.0,1.0,3
meta_3,M11,S1,E,0.22619047619047616,0.3333333333333333,3
meta_3,M11,S1,I+A,0.32125603864734303,0.6666666666666666,3
meta_3,M11,S1,I+S,0.7555555555555555,1.0,3
meta_3,M11,S1,A+S+E,1.0,1.0,3
meta_3,M11,S1,I+A+S+E,0.5888888888888889,1.0,3
meta_3,M11,S3,I,0.8666666666666667,1.0,3
meta_3,M11,S3,A,0.13043478260869565,0.3333333333333333,3
meta_3,M11,S3,S,1.0,1.0,3
meta_3,M11,S3,E,0.2123931623931624,0.3333333333333333,3
meta_3,M11,S3,I+A,0.8666666666666667,1.0,3
meta_3,M11,S3,I+S,1.0,1.0,3
meta_3,M11,S3,A+S+E,1.0,1.0,3
meta_3,M11,S3,I+A+S+E,0.9166666666666665,1.0,3
meta_3,M11,S5,I,1.0,1.0,3
meta_3,M11,S5,A,0.13043478260869565,0.3333333333333333,3
meta_3,M11,S5,S,1.0,1.0,3
meta_3,M11,S5,E,0.14285714285714285,0.0,3
meta_3,M11,S5,I+A,1.0,1.0,3
meta_3,M11,S5,I+S,1.0,1.0,3
meta_3,M11,S5,A+S+E,1.0,1.0,3
meta_3,M11,S5,I+A+S+E,1.0,1.0,3
meta_4,M04,S1,I,0.1111111111111111,0.0,1
meta_4,M04,S1,A,1.0,1.0,1
meta_4,M04,S1,S,1.0,1.0,1
meta_4,M04,S1,E,1.0,1.0,1
meta_4,M04,S1,I+A,0.5,1.0,1
meta_4,M04,S1,I+S,0.5,1.0,1
meta_4,M04,S1,A+S+E,1.0,1.0,1
meta_4,M04,S1,I+A+S+E,1.0,1.0,1
meta_4,M04,S3,I,0.1111111111111111,0.0,1
meta_4,M04,S3,A,1.0,1.0,1
meta_4,M04,S3,S,1.0,1.0,1
meta_4,M04,S3,E,0.08333333333333333,0.0,1
meta_4,M04,S3,I+A,0.5,1.0,1
meta_4,M04,S3,I+S,0.5,1.0,1
meta_4,M04,S3,A+S+E,1.0,1.0,1
meta_4,M04,S3,I+A+S+E,0.5,1.0,1
meta_4,M04,S5,I,0.058823529411764705,0.0,1
meta_4,M04,S5,A,1.0,1.0,1
meta_4,M04,S5,S,1.0,1.0,1
meta_4,M04,S5,E,0.16666666666666666,0.0,1
meta_4,M04,S5,I+A,0.5,1.0,1
meta_4,M04,S5,I+S,0.5,1.0,1
meta_4,M04,S5,A+S+E,1.0,1.0,1
meta_4,M04,S5,I+A+S+E,1.0,1.0,1
meta_4,M05,S1,I,0.2,1.0,1
meta_4,M05,S1,A,1.0,1.0,1
meta_4,M05,S1,S,1.0,1.0,1
meta_4,M05,S1,E,0.25,1.0,1
meta_4,M05,S1,I+A,0.5,1.0,1
meta_4,M05,S1,I+S,0.5,1.0,1
meta_4,M05,S1,A+S+E,1.0,1.0,1
meta_4,M05,S1,I+A+S+E,1.0,1.0,1
meta_4,M05,S3,I,0.25,1.0,1
meta_4,M05,S3,A,1.0,1.0,1
meta_4,M05,S3,S,1.0,1.0,1
meta_4,M05,S3,E,0.25,1.0,1
meta_4,M05,S3,I+A,0.5,1.0,1
meta_4,M05,S3,I+S,0.5,1.0,1
meta_4,M05,S3,A+S+E,1.0,1.0,1
meta_4,M05,S3,I+A+S+E,1.0,1.0,1
meta_4,M05,S5,I,0.1,0.0,1
meta_4,M05,S5,A,1.0,1.0,1
meta_4,M05,S5,S,1.0,1.0,1
meta_4,M05,S5,E,0.1111111111111111,0.0,1
meta_4,M05,S5,I+A,0.5,1.0,1
meta_4,M05,S5,I+S,0.5,1.0,1
meta_4,M05,S5,A+S+E,1.0,1.0,1
meta_4,M05,S5,I+A+S+E,1.0,1.0,1
meta_4,M06,S1,I,0.6388888888888888,1.0,3
meta_4,M06,S1,A,0.15789473684210525,0.3333333333333333,3
meta_4,M06,S1,S,1.0,1.0,3
meta_4,M06,S1,E,0.5138888888888888,0.6666666666666666,3
meta_4,M06,S1,I+A,0.6388888888888888,1.0,3
meta_4,M06,S1,I+S,1.0,1.0,3
meta_4,M06,S1,A+S+E,1.0,1.0,3
meta_4,M06,S1,I+A+S+E,0.9166666666666665,1.0,3
meta_4,M06,S3,I,1.0,1.0,3
meta_4,M06,S3,A,0.15789473684210525,0.3333333333333333,3
meta_4,M06,S3,S,1.0,1.0,3
meta_4,M06,S3,E,0.3333333333333333,0.3333333333333333,3
meta_4,M06,S3,I+A,1.0,1.0,3
meta_4,M06,S3,I+S,1.0,1.0,3
meta_4,M06,S3,A+S+E,1.0,1.0,3
meta_4,M06,S3,I+A+S+E,1.0,1.0,3
meta_4,M06,S5,I,1.0,1.0,3
meta_4,M06,S5,A,0.15789473684210525,0.3333333333333333,3
meta_4,M06,S5,S,1.0,1.0,3
meta_4,M06,S5,E,0.375,0.0,3
meta_4,M06,S5,I+A,1.0,1.0,3
meta_4,M06,S5,I+S,1.0,1.0,3
meta_4,M06,S5,A+S+E,1.0,1.0,3
meta_4,M06,S5,I+A+S+E,1.0,1.0,3
meta_4,M07,S1,I,0.5555555555555556,0.5,2
meta_4,M07,S1,A,1.0,1.0,2
meta_4,M07,S1,S,1.0,1.0,2
meta_4,M07,S1,E,0.34090909090909094,0.5,2
meta_4,M07,S1,I+A,1.0,1.0,2
meta_4,M07,S1,I+S,0.8333333333333333,1.0,2
meta_4,M07,S1,A+S+E,1.0,1.0,2
meta_4,M07,S1,I+A+S+E,0.8333333333333333,1.0,2
meta_4,M07,S3,I,0.5555555555555556,0.5,2
meta_4,M07,S3,A,1.0,1.0,2
meta_4,M07,S3,S,1.0,1.0,2
meta_4,M07,S3,E,0.34090909090909094,0.5,2
meta_4,M07,S3,I+A,1.0,1.0,2
meta_4,M07,S3,I+S,0.8333333333333333,1.0,2
meta_4,M07,S3,A+S+E,1.0,1.0,2
meta_4,M07,S3,I+A+S+E,0.8333333333333333,1.0,2
meta_4,M07,S5,I,0.5555555555555556,0.5,2
meta_4,M07,S5,A,1.0,1.0,2
meta_4,M07,S5,S,1.0,1.0,2
meta_4,M07,S5,E,0.34090909090909094,0.5,2
meta_4,M07,S5,I+A,1.0,1.0,2
meta_4,M07,S5,I+S,0.8333333333333333,1.0,2
meta_4,M07,S5,A+S+E,1.0,1.0,2
meta_4,M07,S5,I+A+S+E,0.8333333333333333,1.0,2
meta_4,M08,S1,I,0.25,1.0,1
meta_4,M08,S1,A,0.058823529411764705,1.0,1
meta_4,M08,S1,S,1.0,1.0,1
meta_4,M08,S1,E,0.07142857142857142,0.0,1
meta_4,M08,S1,I+A,0.25,1.0,1
meta_4,M08,S1,I+S,0.5,1.0,1
meta_4,M08,S1,A+S+E,1.0,1.0,1
meta_4,M08,S1,I+A+S+E,0.25,1.0,1
meta_4,M08,S3,I,0.2,1.0,1
meta_4,M08,S3,A,0.058823529411764705,1.0,1
meta_4,M08,S3,S,1.0,1.0,1
meta_4,M08,S3,E,0.1,0.0,1
meta_4,M08,S3,I+A,0.2,1.0,1
meta_4,M08,S3,I+S,0.5,1.0,1
meta_4,M08,S3,A+S+E,1.0,1.0,1
meta_4,M08,S3,I+A+S+E,0.3333333333333333,1.0,1
meta_4,M08,S5,I,0.25,1.0,1
meta_4,M08,S5,A,0.058823529411764705,1.0,1
meta_4,M08,S5,S,1.0,1.0,1
meta_4,M08,S5,E,0.3333333333333333,1.0,1
meta_4,M08,S5,I+A,0.25,1.0,1
meta_4,M08,S5,I+S,0.5,1.0,1
meta_4,M08,S5,A+S+E,1.0,1.0,1
meta_4,M08,S5,I+A+S+E,0.5,1.0,1
meta_4,M09,S1,I,0.058823529411764705,0.0,1
meta_4,M09,S1,A,0.058823529411764705,1.0,1
meta_4,M09,S1,S,1.0,1.0,1
meta_4,M09,S1,E,0.058823529411764705,0.0,1
meta_4,M09,S1,I+A,0.058823529411764705,0.0,1
meta_4,M09,S1,I+S,0.5,1.0,1
meta_4,M09,S1,A+S+E,1.0,1.0,1
meta_4,M09,S1,I+A+S+E,0.16666666666666666,0.0,1
meta_4,M09,S3,I,0.058823529411764705,0.0,1
meta_4,M09,S3,A,0.058823529411764705,1.0,1
meta_4,M09,S3,S,1.0,1.0,1
meta_4,M09,S3,E,0.09090909090909091,0.0,1
meta_4,M09,S3,I+A,0.058823529411764705,0.0,1
meta_4,M09,S3,I+S,0.5,1.0,1
meta_4,M09,S3,A+S+E,1.0,1.0,1
meta_4,M09,S3,I+A+S+E,0.25,1.0,1
meta_4,M09,S5,I,0.058823529411764705,0.0,1
meta_4,M09,S5,A,0.058823529411764705,1.0,1
meta_4,M09,S5,S,1.0,1.0,1
meta_4,M09,S5,E,0.3333333333333333,1.0,1
meta_4,M09,S5,I+A,0.058823529411764705,0.0,1
meta_4,M09,S5,I+S,0.5,1.0,1
meta_4,M09,S5,A+S+E,1.0,1.0,1
meta_4,M09,S5,I+A+S+E,0.5,1.0,1
meta_4,M11,S1,I,0.5888888888888889,1.0,3
meta_4,M11,S1,A,0.15789473684210525,0.3333333333333333,3
meta_4,M11,S1,S,1.0,1.0,3
meta_4,M11,S1,E,0.5873015873015872,0.3333333333333333,3
meta_4,M11,S1,I+A,0.5888888888888889,1.0,3
meta_4,M11,S1,I+S,0.8055555555555556,1.0,3
meta_4,M11,S1,A+S+E,1.0,1.0,3
meta_4,M11,S1,I+A+S+E,0.8055555555555556,1.0,3
meta_4,M11,S3,I,0.9166666666666665,1.0,3
meta_4,M11,S3,A,0.15789473684210525,0.3333333333333333,3
meta_4,M11,S3,S,1.0,1.0,3
meta_4,M11,S3,E,0.3588235294117647,0.6666666666666666,3
meta_4,M11,S3,I+A,0.9166666666666665,1.0,3
meta_4,M11,S3,I+S,1.0,1.0,3
meta_4,M11,S3,A+S+E,1.0,1.0,3
meta_4,M11,S3,I+A+S+E,0.9166666666666665,1.0,3
meta_4,M11,S5,I,1.0,1.0,3
meta_4,M11,S5,A,0.15789473684210525,0.3333333333333333,3
meta_4,M11,S5,S,1.0,1.0,3
meta_4,M11,S5,E,0.8333333333333333,1.0,3
meta_4,M11,S5,I+A,1.0,1.0,3
meta_4,M11,S5,I+S,1.0,1.0,3
meta_4,M11,S5,A+S+E,1.0,1.0,3
meta_4,M11,S5,I+A+S+E,1.0,1.0,3
meta_5,M04,S1,I,0.1111111111111111,0.0,1
meta_5,M04,S1,A,1.0,1.0,1
meta_5,M04,S1,S,1.0,1.0,1
meta_5,M04,S1,E,0.07142857142857142,0.0,1
meta_5,M04,S1,I+A,0.5,1.0,1
meta_5,M04,S1,I+S,0.5,1.0,1
meta_5,M04,S1,A+S+E,1.0,1.0,1
meta_5,M04,S1,I+A+S+E,0.5,1.0,1
meta_5,M04,S3,I,0.2,1.0,1
meta_5,M04,S3,A,1.0,1.0,1
meta_5,M04,S3,S,1.0,1.0,1
meta_5,M04,S3,E,0.16666666666666666,0.0,1
meta_5,M04,S3,I+A,0.5,1.0,1
meta_5,M04,S3,I+S,0.5,1.0,1
meta_5,M04,S3,A+S+E,1.0,1.0,1
meta_5,M04,S3,I+A+S+E,0.5,1.0,1
meta_5,M04,S5,I,0.2,1.0,1
meta_5,M04,S5,A,1.0,1.0,1
meta_5,M04,S5,S,1.0,1.0,1
meta_5,M04,S5,E,0.1,0.0,1
meta_5,M04,S5,I+A,0.5,1.0,1
meta_5,M04,S5,I+S,0.5,1.0,1
meta_5,M04,S5,A+S+E,1.0,1.0,1
meta_5,M04,S5,I+A+S+E,0.5,1.0,1
meta_5,M05,S1,I,0.047619047619047616,0.0,1
meta_5,M05,S1,A,1.0,1.0,1
meta_5,M05,S1,S,1.0,1.0,1
meta_5,M05,S1,E,0.14285714285714285,0.0,1
meta_5,M05,S1,I+A,0.5,1.0,1
meta_5,M05,S1,I+S,0.5,1.0,1
meta_5,M05,S1,A+S+E,1.0,1.0,1
meta_5,M05,S1,I+A+S+E,0.5,1.0,1
meta_5,M05,S3,I,0.047619047619047616,0.0,1
meta_5,M05,S3,A,1.0,1.0,1
meta_5,M05,S3,S,1.0,1.0,1
meta_5,M05,S3,E,0.047619047619047616,0.0,1
meta_5,M05,S3,I+A,0.5,1.0,1
meta_5,M05,S3,I+S,0.5,1.0,1
meta_5,M05,S3,A+S+E,1.0,1.0,1
meta_5,M05,S3,I+A+S+E,0.5,1.0,1
meta_5,M05,S5,I,0.047619047619047616,0.0,1
meta_5,M05,S5,A,1.0,1.0,1
meta_5,M05,S5,S,1.0,1.0,1
meta_5,M05,S5,E,0.05555555555555555,0.0,1
meta_5,M05,S5,I+A,0.5,1.0,1
meta_5,M05,S5,I+S,0.5,1.0,1
meta_5,M05,S5,A+S+E,1.0,1.0,1
meta_5,M05,S5,I+A+S+E,0.5,1.0,1
meta_5,M06,S1,I,0.6388888888888888,1.0,3
meta_5,M06,S1,A,0.13043478260869565,0.3333333333333333,3
meta_5,M06,S1,S,1.0,1.0,3
meta_5,M06,S1,E,0.6388888888888888,1.0,3
meta_5,M06,S1,I+A,0.6388888888888888,1.0,3
meta_5,M06,S1,I+S,0.9166666666666665,1.0,3
meta_5,M06,S1,A+S+E,1.0,1.0,3
meta_5,M06,S1,I+A+S+E,1.0,1.0,3
meta_5,M06,S3,I,1.0,1.0,3
meta_5,M06,S3,A,0.13043478260869565,0.3333333333333333,3
meta_5,M06,S3,S,1.0,1.0,3
meta_5,M06,S3,E,0.24831649831649832,0.3333333333333333,3
meta_5,M06,S3,I+A,1.0,1.0,3
meta_5,M06,S3,I+S,1.0,1.0,3
meta_5,M06,S3,A+S+E,1.0,1.0,3
meta_5,M06,S3,I+A+S+E,1.0,1.0,3
meta_5,M06,S5,I,1.0,1.0,3
meta_5,M06,S5,A,0.13043478260869565,0.3333333333333333,3
meta_5,M06,S5,S,1.0,1.0,3
meta_5,M06,S5,E,0.25,0.0,3
meta_5,M06,S5,I+A,1.0,1.0,3
meta_5,M06,S5,I+S,1.0,1.0,3
meta_5,M06,S5,A+S+E,1.0,1.0,3
meta_5,M06,S5,I+A+S+E,1.0,1.0,3
meta_5,M07,S1,I,0.29545454545454547,0.5,2
meta_5,M07,S1,A,1.0,1.0,2
meta_5,M07,S1,S,1.0,1.0,2
meta_5,M07,S1,E,0.3088235294117647,0.5,2
meta_5,M07,S1,I+A,0.8333333333333333,1.0,2
meta_5,M07,S1,I+S,0.8333333333333333,1.0,2
meta_5,M07,S1,A+S+E,1.0,1.0,2
meta_5,M07,S1,I+A+S+E,0.8333333333333333,1.0,2
meta_5,M07,S3,I,0.29545454545454547,0.5,2
meta_5,M07,S3,A,1.0,1.0,2
meta_5,M07,S3,S,1.0,1.0,2
meta_5,M07,S3,E,0.3088235294117647,0.5,2
meta_5,M07,S3,I+A,0.8333333333333333,1.0,2
meta_5,M07,S3,I+S,0.8333333333333333,1.0,2
meta_5,M07,S3,A+S+E,1.0,1.0,2
meta_5,M07,S3,I+A+S+E,0.8333333333333333,1.0,2
meta_5,M07,S5,I,0.29545454545454547,0.5,2
meta_5,M07,S5,A,1.0,1.0,2
meta_5,M07,S5,S,1.0,1.0,2
meta_5,M07,S5,E,0.3088235294117647,0.5,2
meta_5,M07,S5,I+A,0.8333333333333333,1.0,2
meta_5,M07,S5,I+S,0.8333333333333333,1.0,2
meta_5,M07,S5,A+S+E,1.0,1.0,2
meta_5,M07,S5,I+A+S+E,0.8333333333333333,1.0,2
meta_5,M08,S1,I,0.047619047619047616,0.0,1
meta_5,M08,S1,A,0.047619047619047616,1.0,1
meta_5,M08,S1,S,1.0,1.0,1
meta_5,M08,S1,E,0.14285714285714285,0.0,1
meta_5,M08,S1,I+A,0.047619047619047616,0.0,1
meta_5,M08,S1,I+S,0.5,1.0,1
meta_5,M08,S1,A+S+E,1.0,1.0,1
meta_5,M08,S1,I+A+S+E,0.5,1.0,1
meta_5,M08,S3,I,0.1111111111111111,0.0,1
meta_5,M08,S3,A,0.047619047619047616,1.0,1
meta_5,M08,S3,S,1.0,1.0,1
meta_5,M08,S3,E,0.2,1.0,1
meta_5,M08,S3,I+A,0.1111111111111111,0.0,1
meta_5,M08,S3,I+S,0.5,1.0,1
meta_5,M08,S3,A+S+E,1.0,1.0,1
meta_5,M08,S3,I+A+S+E,0.5,1.0,1
meta_5,M08,S5,I,0.3333333333333333,1.0,1
meta_5,M08,S5,A,0.047619047619047616,1.0,1
meta_5,M08,S5,S,1.0,1.0,1
meta_5,M08,S5,E,0.07142857142857142,0.0,1
meta_5,M08,S5,I+A,0.3333333333333333,1.0,1
meta_5,M08,S5,I+S,0.5,1.0,1
meta_5,M08,S5,A+S+E,1.0,1.0,1
meta_5,M08,S5,I+A+S+E,0.3333333333333333,1.0,1
meta_5,M09,S1,I,0.1111111111111111,0.0,1
meta_5,M09,S1,A,0.047619047619047616,1.0,1
meta_5,M09,S1,S,1.0,1.0,1
meta_5,M09,S1,E,0.07692307692307693,0.0,1
meta_5,M09,S1,I+A,0.1111111111111111,0.0,1
meta_5,M09,S1,I+S,0.5,1.0,1
meta_5,M09,S1,A+S+E,1.0,1.0,1
meta_5,M09,S1,I+A+S+E,0.3333333333333333,1.0,1
meta_5,M09,S3,I,0.3333333333333333,1.0,1
meta_5,M09,S3,A,0.047619047619047616,1.0,1
meta_5,M09,S3,S,1.0,1.0,1
meta_5,M09,S3,E,0.07692307692307693,0.0,1
meta_5,M09,S3,I+A,0.3333333333333333,1.0,1
meta_5,M09,S3,I+S,0.5,1.0,1
meta_5,M09,S3,A+S+E,1.0,1.0,1
meta_5,M09,S3,I+A+S+E,0.5,1.0,1
meta_5,M09,S5,I,0.2,1.0,1
meta_5,M09,S5,A,0.047619047619047616,1.0,1
meta_5,M09,S5,S,1.0,1.0,1
meta_5,M09,S5,E,0.08333333333333333,0.0,1
meta_5,M09,S5,I+A,0.2,1.0,1
meta_5,M09,S5,I+S,0.5,1.0,1
meta_5,M09,S5,A+S+E,1.0,1.0,1
meta_5,M09,S5,I+A+S+E,0.5,1.0,1
meta_5,M11,S1,I,0.45833333333333326,0.6666666666666666,3
meta_5,M11,S1,A,0.13043478260869565,0.3333333333333333,3
meta_5,M11,S1,S,1.0,1.0,3
meta_5,M11,S1,E,0.2545893719806763,0.3333333333333333,3
meta_5,M11,S1,I+A,0.45833333333333326,0.6666666666666666,3
meta_5,M11,S1,I+S,0.6388888888888888,1.0,3
meta_5,M11,S1,A+S+E,1.0,1.0,3
meta_5,M11,S1,I+A+S+E,0.7222222222222222,0.6666666666666666,3
meta_5,M11,S3,I,0.9166666666666665,1.0,3
meta_5,M11,S3,A,0.13043478260869565,0.3333333333333333,3
meta_5,M11,S3,S,1.0,1.0,3
meta_5,M11,S3,E,0.7,1.0,3
meta_5,M11,S3,I+A,0.9166666666666665,1.0,3
meta_5,M11,S3,I+S,1.0,1.0,3
meta_5,M11,S3,A+S+E,1.0,1.0,3
meta_5,M11,S3,I+A+S+E,1.0,1.0,3
meta_5,M11,S5,I,1.0,1.0,3
meta_5,M11,S5,A,0.13043478260869565,0.3333333333333333,3
meta_5,M11,S5,S,1.0,1.0,3
meta_5,M11,S5,E,0.22883597883597884,0.3333333333333333,3
meta_5,M11,S5,I+A,1.0,1.0,3
meta_5,M11,S5,I+S,1.0,1.0,3
meta_5,M11,S5,A+S+E,1.0,1.0,3
meta_5,M11,S5,I+A+S+E,1.0,1.0,3
