dataset_index,mechanism,strength,model,seed,paired_harm,evidence_tier
1,M04,S3,lr,3407,0.0002592688618098,SP5_FROZEN_CORE
1,M04,S3,lr,7777,-0.0006049606775558,SP5_FROZEN_CORE
1,M04,S3,modernnca,13,0.0036297640653357,SP6_MODEL_EXPANSION
1,M04,S3,modernnca,42,0.0081237576700371,SP6_MODEL_EXPANSION
1,M04,S3,modernnca,2026,0.0266182698124621,SP6_MODEL_EXPANSION
1,M04,S3,modernnca,3407,-0.0205686630369026,SP6_MODEL_EXPANSION
1,M04,S3,modernnca,7777,0.0,SP6_MODEL_EXPANSION
1,M04,S3,rf,13,0.0169821104485351,SP5_FROZEN_CORE
1,M04,S3,rf,42,-0.0246737533488893,SP5_FROZEN_CORE
1,M04,S3,rf,2026,0.0132227119522945,SP5_FROZEN_CORE
1,M04,S3,rf,3407,0.0191858957739174,SP5_FROZEN_CORE
1,M04,S3,rf,7777,0.0090744101633392,SP5_FROZEN_CORE
1,M04,S3,tabm,13,0.0012099213551119,SP5_FROZEN_CORE
1,M04,S3,tabm,42,-0.0081237576700372,SP5_FROZEN_CORE
1,M04,S3,tabm,2026,0.0030248033877798,SP5_FROZEN_CORE
1,M04,S3,tabm,3407,-0.0141733644455966,SP5_FROZEN_CORE
1,M04,S3,tabm,7777,0.0002592688618097,SP5_FROZEN_CORE
1,M04,S3,tabr,13,0.0708668222279836,SP6_MODEL_EXPANSION
1,M04,S3,tabr,42,-0.0427793621985997,SP6_MODEL_EXPANSION
1,M04,S3,tabr,2026,-0.0543600380260997,SP6_MODEL_EXPANSION
1,M04,S3,tabr,3407,-0.021260046668395,SP6_MODEL_EXPANSION
1,M04,S3,tabr,7777,-0.0338777979431336,SP6_MODEL_EXPANSION
1,M04,S4,catboost,13,-0.0486561230662865,SP5_FROZEN_CORE
1,M04,S4,catboost,42,-0.018321666234552,SP5_FROZEN_CORE
1,M04,S4,catboost,2026,0.0407916342580589,SP5_FROZEN_CORE
1,M04,S4,catboost,3407,-0.0373347161005963,SP5_FROZEN_CORE
1,M04,S4,catboost,7777,0.0505574280528907,SP5_FROZEN_CORE
1,M04,S4,lightgbm,13,-0.0203093941750928,SP5_FROZEN_CORE
1,M04,S4,lightgbm,42,-0.0031112263417163,SP5_FROZEN_CORE
1,M04,S4,lightgbm,2026,-0.0009506524933021,SP5_FROZEN_CORE
1,M04,S4,lightgbm,3407,-0.0165499956788522,SP5_FROZEN_CORE
1,M04,S4,lightgbm,7777,-0.0254947714112867,SP5_FROZEN_CORE
1,M04,S4,lr,13,-0.0006049606775558,SP5_FROZEN_CORE
1,M04,S4,lr,42,0.001382767262985,SP5_FROZEN_CORE
1,M04,S4,lr,2026,-0.0006049606775558,SP5_FROZEN_CORE
1,M04,S4,lr,3407,0.0005185377236194,SP5_FROZEN_CORE
1,M04,S4,lr,7777,0.0003456918157463,SP5_FROZEN_CORE
1,M04,S4,modernnca,13,0.0108892921960073,SP6_MODEL_EXPANSION
1,M04,S4,modernnca,42,0.0048396854204477,SP6_MODEL_EXPANSION
1,M04,S4,modernnca,2026,-0.0006049606775559,SP6_MODEL_EXPANSION
1,M04,S4,modernnca,3407,-0.0357791029297381,SP6_MODEL_EXPANSION
1,M04,S4,modernnca,7777,-1.1102230246251563e-16,SP6_MODEL_EXPANSION
1,M04,S4,rf,13,0.0167660530636937,SP5_FROZEN_CORE
1,M04,S4,rf,42,-0.0212168351914265,SP5_FROZEN_CORE
1,M04,S4,rf,2026,0.0049261083743843,SP5_FROZEN_CORE
1,M04,S4,rf,3407,0.0166796301097572,SP5_FROZEN_CORE
1,M04,S4,rf,7777,0.0095929478869586,SP5_FROZEN_CORE
1,M04,S4,tabm,13,0.0017284590787314,SP5_FROZEN_CORE
1,M04,S4,tabm,42,-0.0050125313283209,SP5_FROZEN_CORE
1,M04,S4,tabm,2026,0.0040618788350186,SP5_FROZEN_CORE
1,M04,S4,tabm,3407,-0.0129634430904848,SP5_FROZEN_CORE
1,M04,S4,tabm,7777,0.0002592688618096,SP5_FROZEN_CORE
1,M04,S4,tabr,13,0.0713853599516031,SP6_MODEL_EXPANSION
1,M04,S4,tabr,42,-0.0314579552329098,SP6_MODEL_EXPANSION
1,M04,S4,tabr,2026,-0.0434707458300924,SP6_MODEL_EXPANSION
1,M04,S4,tabr,3407,-0.000777806585429,SP6_MODEL_EXPANSION
1,M04,S4,tabr,7777,-0.0271368075360814,SP6_MODEL_EXPANSION
1,M04,S5,catboost,13,-0.0444213983233948,SP5_FROZEN_CORE
1,M04,S5,catboost,42,-0.0101979085645147,SP5_FROZEN_CORE
1,M04,S5,catboost,2026,0.0306801486474808,SP5_FROZEN_CORE
1,M04,S5,catboost,3407,-0.0228156598392532,SP5_FROZEN_CORE
1,M04,S5,catboost,7777,0.0082966035779101,SP5_FROZEN_CORE
1,M04,S5,lightgbm,13,-0.002333419756287,SP5_FROZEN_CORE
1,M04,S5,lightgbm,42,-0.000777806585429,SP5_FROZEN_CORE
1,M04,S5,lightgbm,2026,-0.0038026099732089,SP5_FROZEN_CORE
1,M04,S5,lightgbm,3407,-0.0037161870192723,SP5_FROZEN_CORE
1,M04,S5,lightgbm,7777,-0.0216057384841413,SP5_FROZEN_CORE
1,M04,S5,lr,13,-0.0005185377236192,SP5_FROZEN_CORE
1,M04,S5,lr,42,0.0017284590787313,SP5_FROZEN_CORE
1,M04,S5,lr,2026,-0.0005185377236193,SP5_FROZEN_CORE
1,M04,S5,lr,3407,0.0006049606775559,SP5_FROZEN_CORE
1,M04,S5,lr,7777,0.0002592688618097,SP5_FROZEN_CORE
1,M04,S5,modernnca,13,-0.0152104398928355,SP6_MODEL_EXPANSION
1,M04,S5,modernnca,42,0.0101114856105781,SP6_MODEL_EXPANSION
1,M04,S5,modernnca,2026,-0.0021605738484141,SP6_MODEL_EXPANSION
1,M04,S5,modernnca,3407,-0.0169388989715669,SP6_MODEL_EXPANSION
1,M04,S5,modernnca,7777,-0.0033704952035261,SP6_MODEL_EXPANSION
1,M04,S5,rf,13,0.0164203612479475,SP5_FROZEN_CORE
1,M04,S5,rf,42,-0.0115374643505313,SP5_FROZEN_CORE
1,M04,S5,rf,2026,0.002290208279319,SP5_FROZEN_CORE
1,M04,S5,rf,3407,0.0130066545674532,SP5_FROZEN_CORE
1,M04,S5,rf,7777,0.0118399446893093,SP5_FROZEN_CORE
1,M04,S5,tabm,13,0.0023334197562873,SP5_FROZEN_CORE
1,M04,S5,tabm,42,-0.0038890329271454,SP5_FROZEN_CORE
1,M04,S5,tabm,2026,0.0050125313283208,SP5_FROZEN_CORE
1,M04,S5,tabm,3407,-0.0120127905971825,SP5_FROZEN_CORE
1,M04,S5,tabm,7777,-0.0001728459078732,SP5_FROZEN_CORE
1,M04,S5,tabr,13,0.0751015469708754,SP6_MODEL_EXPANSION
1,M04,S5,tabr,42,-0.0288652666148128,SP6_MODEL_EXPANSION
1,M04,S5,tabr,2026,-0.0439028605997753,SP6_MODEL_EXPANSION
1,M04,S5,tabr,3407,8.642295393646027e-05,SP6_MODEL_EXPANSION
1,M04,S5,tabr,7777,-0.0400138276726298,SP6_MODEL_EXPANSION
1,M05,S1,catboost,13,-0.0052718001901306,SP5_FROZEN_CORE
1,M05,S1,catboost,42,0.0078644888082274,SP5_FROZEN_CORE
1,M05,S1,catboost,2026,0.0029383804338432,SP5_FROZEN_CORE
1,M05,S1,catboost,3407,-0.0217785843920145,SP5_FROZEN_CORE
1,M05,S1,catboost,7777,0.0541007691642899,SP5_FROZEN_CORE
1,M05,S1,lightgbm,13,-0.008858352778498,SP5_FROZEN_CORE
1,M05,S1,lightgbm,42,0.001987727940541,SP5_FROZEN_CORE
1,M05,S1,lightgbm,2026,0.0085126609627517,SP5_FROZEN_CORE
1,M05,S1,lightgbm,3407,-0.0067409904070521,SP5_FROZEN_CORE
1,M05,S1,lightgbm,7777,-0.01132140696569,SP5_FROZEN_CORE
1,M05,S1,lr,13,-0.0004321147696827,SP5_FROZEN_CORE
1,M05,S1,lr,42,-0.0003456918157462,SP5_FROZEN_CORE
1,M05,S1,lr,2026,1.1102230246251563e-16,SP5_FROZEN_CORE
1,M05,S1,lr,3407,-0.0018148820326678,SP5_FROZEN_CORE
1,M05,S1,lr,7777,-0.0018148820326678,SP5_FROZEN_CORE
1,M05,S1,modernnca,13,0.0012963443090485,SP6_MODEL_EXPANSION
1,M05,S1,modernnca,42,0.0081237576700371,SP6_MODEL_EXPANSION
1,M05,S1,modernnca,2026,0.054705729841846,SP6_MODEL_EXPANSION
1,M05,S1,modernnca,3407,-0.0214328925762683,SP6_MODEL_EXPANSION
1,M05,S1,modernnca,7777,0.0019877279405409,SP6_MODEL_EXPANSION
1,M05,S1,rf,13,0.0048396854204476,SP5_FROZEN_CORE
1,M05,S1,rf,42,-0.0340506438510065,SP5_FROZEN_CORE
1,M05,S1,rf,2026,0.005963183821623,SP5_FROZEN_CORE
1,M05,S1,rf,3407,0.0089879872094028,SP5_FROZEN_CORE
1,M05,S1,rf,7777,-0.0028519574799067,SP5_FROZEN_CORE
1,M05,S1,tabm,13,-0.0018148820326677,SP5_FROZEN_CORE
1,M05,S1,tabm,42,-0.0075187969924811,SP5_FROZEN_CORE
1,M05,S1,tabm,2026,0.004753262466511,SP5_FROZEN_CORE
1,M05,S1,tabm,3407,-0.0162475153400744,SP5_FROZEN_CORE
1,M05,S1,tabm,7777,-0.0012963443090485,SP5_FROZEN_CORE
1,M05,S1,tabr,13,0.0725088583527784,SP6_MODEL_EXPANSION
1,M05,S1,tabr,42,-0.080546193068879,SP6_MODEL_EXPANSION
1,M05,S1,tabr,2026,-0.0413101719816781,SP6_MODEL_EXPANSION
1,M05,S1,tabr,3407,-0.013914095583787,SP6_MODEL_EXPANSION
1,M05,S1,tabr,7777,-0.0479647394347938,SP6_MODEL_EXPANSION
1,M05,S2,catboost,13,-0.0005185377236195,SP5_FROZEN_CORE
1,M05,S2,catboost,42,-0.0205686630369026,SP5_FROZEN_CORE
1,M05,S2,catboost,2026,0.0710396681358568,SP5_FROZEN_CORE
1,M05,S2,catboost,3407,-0.0093336790251491,SP5_FROZEN_CORE
1,M05,S2,catboost,7777,0.0323221847722754,SP5_FROZEN_CORE
1,M05,S2,lightgbm,13,-0.0167660530636937,SP5_FROZEN_CORE
1,M05,S2,lightgbm,42,-0.0084694494857833,SP5_FROZEN_CORE
1,M05,S2,lightgbm,2026,0.0052285887131621,SP5_FROZEN_CORE
1,M05,S2,lightgbm,3407,-0.0076052199464177,SP5_FROZEN_CORE
1,M05,S2,lightgbm,7777,-0.0168524760176302,SP5_FROZEN_CORE
1,M05,S2,lr,13,0.0004321147696828,SP5_FROZEN_CORE
1,M05,S2,lr,42,0.0006049606775559,SP5_FROZEN_CORE
1,M05,S2,lr,2026,-0.0006049606775557,SP5_FROZEN_CORE
1,M05,S2,lr,3407,-0.0005185377236193,SP5_FROZEN_CORE
1,M05,S2,lr,7777,-0.0005185377236193,SP5_FROZEN_CORE
1,M05,S2,modernnca,13,-0.0019013049866044,SP6_MODEL_EXPANSION
1,M05,S2,modernnca,42,0.0023334197562873,SP6_MODEL_EXPANSION
1,M05,S2,modernnca,2026,0.0031976492956529,SP6_MODEL_EXPANSION
1,M05,S2,modernnca,3407,-0.0252355025494772,SP6_MODEL_EXPANSION
1,M05,S2,modernnca,7777,0.0001728459078731,SP6_MODEL_EXPANSION
1,M05,S2,rf,13,0.0067842018840202,SP5_FROZEN_CORE
1,M05,S2,rf,42,-0.0362976406533572,SP5_FROZEN_CORE
1,M05,S2,rf,2026,-0.0153832858007086,SP5_FROZEN_CORE
1,M05,S2,rf,3407,0.0076052199464177,SP5_FROZEN_CORE
1,M05,S2,rf,7777,0.0095497364099904,SP5_FROZEN_CORE
1,M05,S2,tabm,13,-0.0020741508944776,SP5_FROZEN_CORE
1,M05,S2,tabm,42,-0.0099386397027051,SP5_FROZEN_CORE
1,M05,S2,tabm,2026,0.004580416558638,SP5_FROZEN_CORE
1,M05,S2,tabm,3407,-0.0173710137412496,SP5_FROZEN_CORE
1,M05,S2,tabm,7777,-0.0006049606775559,SP5_FROZEN_CORE
1,M05,S2,tabr,13,0.0726817042606515,SP6_MODEL_EXPANSION
1,M05,S2,tabr,42,-0.034396335666753,SP6_MODEL_EXPANSION
1,M05,S2,tabr,2026,-0.0486561230662863,SP6_MODEL_EXPANSION
1,M05,S2,tabr,3407,-0.0112349840117534,SP6_MODEL_EXPANSION
1,M05,S2,tabr,7777,-0.033013568403768,SP6_MODEL_EXPANSION
1,M05,S3,catboost,13,-0.0254083484573504,SP5_FROZEN_CORE
1,M05,S3,catboost,42,0.0044939936047012,SP5_FROZEN_CORE
1,M05,S3,catboost,2026,0.0474462017111744,SP5_FROZEN_CORE
1,M05,S3,catboost,3407,-0.0297294961541786,SP5_FROZEN_CORE
1,M05,S3,catboost,7777,0.0535822314406706,SP5_FROZEN_CORE
1,M05,S3,lightgbm,13,0.0098522167487685,SP5_FROZEN_CORE
1,M05,S3,lightgbm,42,-0.0281738829833202,SP5_FROZEN_CORE
1,M05,S3,lightgbm,2026,0.0005185377236194,SP5_FROZEN_CORE
1,M05,S3,lightgbm,3407,0.0018148820326679,SP5_FROZEN_CORE
1,M05,S3,lightgbm,7777,-0.0010370754472386,SP5_FROZEN_CORE
1,M05,S3,lr,13,0.0006049606775561,SP5_FROZEN_CORE
1,M05,S3,lr,42,0.0012099213551119,SP5_FROZEN_CORE
1,M05,S3,lr,2026,-0.0004321147696827,SP5_FROZEN_CORE
1,M05,S3,lr,3407,-0.0006049606775559,SP5_FROZEN_CORE
1,M05,S3,lr,7777,-0.0002592688618096,SP5_FROZEN_CORE
1,M05,S3,modernnca,13,-0.0248033877797942,SP6_MODEL_EXPANSION
1,M05,S3,modernnca,42,0.008728718347593,SP6_MODEL_EXPANSION
1,M05,S3,modernnca,2026,0.0031976492956529,SP6_MODEL_EXPANSION
1,M05,S3,modernnca,3407,0.000172845907873,SP6_MODEL_EXPANSION
1,M05,S3,modernnca,7777,-0.0084694494857834,SP6_MODEL_EXPANSION
1,M05,S3,rf,13,-0.0044939936047011,SP5_FROZEN_CORE
1,M05,S3,rf,42,-0.0303344568317344,SP5_FROZEN_CORE
1,M05,S3,rf,2026,-0.0062224526834325,SP5_FROZEN_CORE
1,M05,S3,rf,3407,0.0020741508944777,SP5_FROZEN_CORE
1,M05,S3,rf,7777,0.0075187969924811,SP5_FROZEN_CORE
1,M05,S3,tabm,13,-8.642295393657129e-05,SP5_FROZEN_CORE
1,M05,S3,tabm,42,-0.0094201019790856,SP5_FROZEN_CORE
1,M05,S3,tabm,2026,0.0025062656641604,SP5_FROZEN_CORE
1,M05,S3,tabm,3407,-0.0154697087546451,SP5_FROZEN_CORE
1,M05,S3,tabm,7777,0.0010370754472387,SP5_FROZEN_CORE
1,M05,S3,tabr,13,0.075792930602368,SP6_MODEL_EXPANSION
1,M05,S3,tabr,42,-0.0314579552329097,SP6_MODEL_EXPANSION
1,M05,S3,tabr,2026,-0.0615331432028346,SP6_MODEL_EXPANSION
1,M05,S3,tabr,3407,-0.008728718347593,SP6_MODEL_EXPANSION
1,M05,S3,tabr,7777,-0.0328407224958948,SP6_MODEL_EXPANSION
1,M05,S4,catboost,13,-0.0200501253132833,SP5_FROZEN_CORE
1,M05,S4,catboost,42,-0.018321666234552,SP5_FROZEN_CORE
1,M05,S4,catboost,2026,0.0699161697346815,SP5_FROZEN_CORE
1,M05,S4,catboost,3407,-0.0283467288911934,SP5_FROZEN_CORE
1,M05,S4,catboost,7777,0.031025840463227,SP5_FROZEN_CORE
1,M05,S4,lightgbm,13,-0.0030248033877796,SP5_FROZEN_CORE
1,M05,S4,lightgbm,42,-0.0019013049866044,SP5_FROZEN_CORE
1,M05,S4,lightgbm,2026,-0.0111485610578169,SP5_FROZEN_CORE
1,M05,S4,lightgbm,3407,0.0177167055569958,SP5_FROZEN_CORE
1,M05,S4,lightgbm,7777,0.0003456918157462,SP5_FROZEN_CORE
1,M05,S4,lr,13,-0.0001728459078729,SP5_FROZEN_CORE
1,M05,S4,lr,42,0.0013827672629851,SP5_FROZEN_CORE
1,M05,S4,lr,2026,0.0004321147696829,SP5_FROZEN_CORE
1,M05,S4,lr,3407,8.642295393657129e-05,SP5_FROZEN_CORE
1,M05,S4,lr,7777,0.0001728459078731,SP5_FROZEN_CORE
1,M05,S4,modernnca,13,-0.0038026099732088,SP6_MODEL_EXPANSION
1,M05,S4,modernnca,42,0.0089015642554662,SP6_MODEL_EXPANSION
1,M05,S4,modernnca,2026,-0.0114078299196266,SP6_MODEL_EXPANSION
1,M05,S4,modernnca,3407,-0.0178031285109325,SP6_MODEL_EXPANSION
1,M05,S4,modernnca,7777,0.0012963443090484,SP6_MODEL_EXPANSION
1,M05,S4,rf,13,0.0041050903119869,SP5_FROZEN_CORE
1,M05,S4,rf,42,-0.0382853685938984,SP5_FROZEN_CORE
1,M05,S4,rf,2026,-0.002160573848414,SP5_FROZEN_CORE
1,M05,S4,rf,3407,0.0004753262466511,SP5_FROZEN_CORE
1,M05,S4,rf,7777,-0.0068706248379569,SP5_FROZEN_CORE
1,M05,S4,tabm,13,-0.0006913836314925,SP5_FROZEN_CORE
1,M05,S4,tabm,42,-0.0088151413015297,SP5_FROZEN_CORE
1,M05,S4,tabm,2026,0.0037161870192724,SP5_FROZEN_CORE
1,M05,S4,tabm,3407,-0.0149511710310258,SP5_FROZEN_CORE
1,M05,S4,tabm,7777,0.0009506524933021,SP5_FROZEN_CORE
1,M05,S4,tabr,13,0.0865957998444386,SP6_MODEL_EXPANSION
1,M05,S4,tabr,42,-0.0212600466683949,SP6_MODEL_EXPANSION
1,M05,S4,tabr,2026,-0.0615331432028346,SP6_MODEL_EXPANSION
1,M05,S4,tabr,3407,-0.0117535217353729,SP6_MODEL_EXPANSION
1,M05,S4,tabr,7777,-0.0424336703828537,SP6_MODEL_EXPANSION
1,M05,S5,catboost,13,-0.0221242762077608,SP5_FROZEN_CORE
1,M05,S5,catboost,42,-0.0246305418719212,SP5_FROZEN_CORE
1,M05,S5,catboost,2026,0.020482240082966,SP5_FROZEN_CORE
1,M05,S5,catboost,3407,-0.0452856278627603,SP5_FROZEN_CORE
1,M05,S5,catboost,7777,0.0066113559761472,SP5_FROZEN_CORE
1,M05,S5,lightgbm,13,-0.0106300233341974,SP5_FROZEN_CORE
1,M05,S5,lightgbm,42,-0.012704174228675,SP5_FROZEN_CORE
1,M05,S5,lightgbm,2026,-0.0116670987814363,SP5_FROZEN_CORE
1,M05,S5,lightgbm,3407,-0.0120992135511192,SP5_FROZEN_CORE
1,M05,S5,lightgbm,7777,0.0018148820326678,SP5_FROZEN_CORE
1,M05,S5,lr,13,8.642295393679333e-05,SP5_FROZEN_CORE
1,M05,S5,lr,42,0.0008642295393657,SP5_FROZEN_CORE
1,M05,S5,lr,2026,0.0004321147696828,SP5_FROZEN_CORE
1,M05,S5,lr,3407,0.0001728459078731,SP5_FROZEN_CORE
1,M05,S5,lr,7777,8.642295393657129e-05,SP5_FROZEN_CORE
1,M05,S5,modernnca,13,-0.0070866822227984,SP6_MODEL_EXPANSION
1,M05,S5,modernnca,42,0.0060496067755596,SP6_MODEL_EXPANSION
1,M05,S5,modernnca,2026,0.0020741508944774,SP6_MODEL_EXPANSION
1,M05,S5,modernnca,3407,0.0251490795955405,SP6_MODEL_EXPANSION
1,M05,S5,modernnca,7777,0.0008642295393656,SP6_MODEL_EXPANSION
1,M05,S5,rf,13,0.0034569181574627,SP5_FROZEN_CORE
1,M05,S5,rf,42,-0.0378532538242155,SP5_FROZEN_CORE
1,M05,S5,rf,2026,0.0036297640653357,SP5_FROZEN_CORE
1,M05,S5,rf,3407,-0.0036297640653357,SP5_FROZEN_CORE
1,M05,S5,rf,7777,-0.0021605738484141,SP5_FROZEN_CORE
1,M05,S5,tabm,13,-0.000172845907873,SP5_FROZEN_CORE
1,M05,S5,tabm,42,-0.0084694494857834,SP5_FROZEN_CORE
1,M05,S5,tabm,2026,0.0019877279405411,SP5_FROZEN_CORE
1,M05,S5,tabm,3407,-0.0159882464782645,SP5_FROZEN_CORE
1,M05,S5,tabm,7777,0.0005185377236193,SP5_FROZEN_CORE
1,M05,S5,tabr,13,0.0827067669172932,SP6_MODEL_EXPANSION
1,M05,S5,tabr,42,-0.0174574366951861,SP6_MODEL_EXPANSION
1,M05,S5,tabr,2026,-0.0612738743410249,SP6_MODEL_EXPANSION
1,M05,S5,tabr,3407,-0.0009506524933021,SP6_MODEL_EXPANSION
1,M05,S5,tabr,7777,-0.0257540402730964,SP6_MODEL_EXPANSION
1,M06,S1,catboost,13,0.1425978739953329,SP5_FROZEN_CORE
1,M06,S1,catboost,42,0.1702532192550341,SP5_FROZEN_CORE
1,M06,S1,catboost,2026,0.2103534698816005,SP5_FROZEN_CORE
1,M06,S1,catboost,3407,0.1273010111485609,SP5_FROZEN_CORE
1,M06,S1,catboost,7777,0.2066372828623283,SP5_FROZEN_CORE
1,M06,S1,lightgbm,13,0.1623887304468068,SP5_FROZEN_CORE
1,M06,S1,lightgbm,42,0.1351654999567886,SP5_FROZEN_CORE
1,M06,S1,lightgbm,2026,0.1323135424768818,SP5_FROZEN_CORE
1,M06,S1,lightgbm,3407,0.131276467029643,SP5_FROZEN_CORE
1,M06,S1,lightgbm,7777,0.1292887390891021,SP5_FROZEN_CORE
1,M06,S1,lr,13,0.1787226687408176,SP5_FROZEN_CORE
1,M06,S1,lr,42,0.1579811597960418,SP5_FROZEN_CORE
1,M06,S1,lr,2026,0.1826981246218997,SP5_FROZEN_CORE
1,M06,S1,lr,3407,0.183389508253392,SP5_FROZEN_CORE
1,M06,S1,lr,7777,0.1686111831302394,SP5_FROZEN_CORE
1,M06,S1,modernnca,13,0.2188229193673839,SP6_MODEL_EXPANSION
1,M06,S1,modernnca,42,0.1882291936738397,SP6_MODEL_EXPANSION
1,M06,S1,modernnca,2026,0.1941059545415262,SP6_MODEL_EXPANSION
1,M06,S1,modernnca,3407,0.1719816783337653,SP6_MODEL_EXPANSION
1,M06,S1,modernnca,7777,0.2093163944343616,SP6_MODEL_EXPANSION
1,M06,S1,rf,13,0.1760435571687841,SP5_FROZEN_CORE
1,M06,S1,rf,42,0.1292455276121339,SP5_FROZEN_CORE
1,M06,S1,rf,2026,0.1481289430472734,SP5_FROZEN_CORE
1,M06,S1,rf,3407,0.1407829919626653,SP5_FROZEN_CORE
1,M06,S1,rf,7777,0.1323135424768817,SP5_FROZEN_CORE
1,M06,S1,tabm,13,0.1514130152968629,SP5_FROZEN_CORE
1,M06,S1,tabm,42,0.1365482672197735,SP5_FROZEN_CORE
1,M06,S1,tabm,2026,0.1359433065422177,SP5_FROZEN_CORE
1,M06,S1,tabm,3407,0.1409558378705384,SP5_FROZEN_CORE
1,M06,S1,tabm,7777,0.137844611528822,SP5_FROZEN_CORE
1,M06,S1,tabr,13,0.2720594589923082,SP6_MODEL_EXPANSION
1,M06,S1,tabr,42,0.1107078039927407,SP6_MODEL_EXPANSION
1,M06,S1,tabr,2026,0.1105349580848673,SP6_MODEL_EXPANSION
1,M06,S1,tabr,3407,0.1314493129375161,SP6_MODEL_EXPANSION
1,M06,S1,tabr,7777,0.1325728113386917,SP6_MODEL_EXPANSION
1,M06,S2,catboost,13,0.3280615331432027,SP5_FROZEN_CORE
1,M06,S2,catboost,42,0.3723100855587243,SP5_FROZEN_CORE
1,M06,S2,catboost,2026,0.419756287269899,SP5_FROZEN_CORE
1,M06,S2,catboost,3407,0.3393829401088931,SP5_FROZEN_CORE
1,M06,S2,catboost,7777,0.4077434966727161,SP5_FROZEN_CORE
1,M06,S2,lightgbm,13,0.3405928614640049,SP5_FROZEN_CORE
1,M06,S2,lightgbm,42,0.3450868550687064,SP5_FROZEN_CORE
1,M06,S2,lightgbm,2026,0.3600380260997323,SP5_FROZEN_CORE
1,M06,S2,lightgbm,3407,0.347161005963184,SP5_FROZEN_CORE
1,M06,S2,lightgbm,7777,0.3378273269380347,SP5_FROZEN_CORE
1,M06,S2,lr,13,0.3806066891366348,SP5_FROZEN_CORE
1,M06,S2,lr,42,0.3783596923342841,SP5_FROZEN_CORE
1,M06,S2,lr,2026,0.3929651715495637,SP5_FROZEN_CORE
1,M06,S2,lr,3407,0.3892489845302913,SP5_FROZEN_CORE
1,M06,S2,lr,7777,0.3882119090830525,SP5_FROZEN_CORE
1,M06,S2,modernnca,13,0.3997925849105522,SP6_MODEL_EXPANSION
1,M06,S2,modernnca,42,0.3960763978912799,SP6_MODEL_EXPANSION
1,M06,S2,modernnca,2026,0.401434621035347,SP6_MODEL_EXPANSION
1,M06,S2,modernnca,3407,0.3897675222539106,SP6_MODEL_EXPANSION
1,M06,S2,modernnca,7777,0.4124967591392273,SP6_MODEL_EXPANSION
1,M06,S2,rf,13,0.3443090484832773,SP5_FROZEN_CORE
1,M06,S2,rf,42,0.3395557860167661,SP5_FROZEN_CORE
1,M06,S2,rf,2026,0.3548526488635382,SP5_FROZEN_CORE
1,M06,S2,rf,3407,0.345518969838389,SP5_FROZEN_CORE
1,M06,S2,rf,7777,0.3469881600553107,SP5_FROZEN_CORE
1,M06,S2,tabm,13,0.3261602281565983,SP5_FROZEN_CORE
1,M06,S2,tabm,42,0.3193328147956097,SP5_FROZEN_CORE
1,M06,S2,tabm,2026,0.3372223662604789,SP5_FROZEN_CORE
1,M06,S2,tabm,3407,0.3278022642813931,SP5_FROZEN_CORE
1,M06,S2,tabm,7777,0.3292714544983147,SP5_FROZEN_CORE
1,M06,S2,tabr,13,0.4808573157030508,SP6_MODEL_EXPANSION
1,M06,S2,tabr,42,0.3456053927923256,SP6_MODEL_EXPANSION
1,M06,S2,tabr,2026,0.3465560452856279,SP6_MODEL_EXPANSION
1,M06,S2,tabr,3407,0.3743842364532019,SP6_MODEL_EXPANSION
1,M06,S2,tabr,7777,0.3544205340938553,SP6_MODEL_EXPANSION
1,M06,S3,catboost,13,0.3754213119004407,SP5_FROZEN_CORE
1,M06,S3,catboost,42,0.4178549822832943,SP5_FROZEN_CORE
1,M06,S3,catboost,2026,0.4502635900095066,SP5_FROZEN_CORE
1,M06,S3,catboost,3407,0.3875205254515599,SP5_FROZEN_CORE
1,M06,S3,catboost,7777,0.4544118917984617,SP5_FROZEN_CORE
1,M06,S3,lightgbm,13,0.3907181747472129,SP5_FROZEN_CORE
1,M06,S3,lightgbm,42,0.3905453288393398,SP5_FROZEN_CORE
1,M06,S3,lightgbm,2026,0.3904589058854031,SP5_FROZEN_CORE
1,M06,S3,lightgbm,3407,0.3916688272405152,SP5_FROZEN_CORE
1,M06,S3,lightgbm,7777,0.3913231354247689,SP5_FROZEN_CORE
1,M06,S3,lr,13,0.4285714285714287,SP5_FROZEN_CORE
1,M06,S3,lr,42,0.4295220810647309,SP5_FROZEN_CORE
1,M06,S3,lr,2026,0.4277071990320631,SP5_FROZEN_CORE
1,M06,S3,lr,3407,0.4286578515253653,SP5_FROZEN_CORE
1,M06,S3,lr,7777,0.4295220810647309,SP5_FROZEN_CORE
1,M06,S3,modernnca,13,0.4432633307406447,SP6_MODEL_EXPANSION
1,M06,S3,modernnca,42,0.4375594157808313,SP6_MODEL_EXPANSION
1,M06,S3,modernnca,2026,0.4305591565119696,SP6_MODEL_EXPANSION
1,M06,S3,modernnca,3407,0.4246391841673147,SP6_MODEL_EXPANSION
1,M06,S3,modernnca,7777,0.4520784720421743,SP6_MODEL_EXPANSION
1,M06,S3,rf,13,0.4013481980814106,SP5_FROZEN_CORE
1,M06,S3,rf,42,0.3825079941232393,SP5_FROZEN_CORE
1,M06,S3,rf,2026,0.3830265318468585,SP5_FROZEN_CORE
1,M06,S3,rf,3407,0.3926194797338173,SP5_FROZEN_CORE
