task_variant_id,protocol_version,study_namespace,dataset_namespace,dataset_index,dataset_id,dataset_seed,archetype,base_task_sha256,mechanism,mechanism_family,strength,strength_value,seed,model_ids,expected_model_cells,config_sha256
7d702f0c19ce4ab0c7fb,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
a26012b638e1491e9308,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
0ef32c6941307e740d28,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
85a8dd46951963761c44,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
757ea0ae707bedc5ae7a,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
29eb3b431d1eed4c8be7,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
7d0b6fa40ff346808b28,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
7be80c163ead74e1f07d,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
8e141d5f398292219b63,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
dcbc7f169a2dcb3153ff,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
7fc3796818ab09d6c986,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M08,structured,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
068e695c2231f27adc7a,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
ad6e37193b93d153eac3,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S1,0.2,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
12daa341561a07d76dea,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S1,0.2,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
bd7a5d441835e41e3b10,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S2,0.4,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
ef2c03322a9fcd4e5658,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
eeced903dcb697c4d5d2,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
66caf4fd7639329b7435,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
7bc30663a5872cc747b7,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
60fbfc41b0bf1027b766,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
c1fa48d140cd62d7fa09,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
857b33b49aa3e4b31ba0,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
79247e695eec4fa51528,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
331a4f3ca8e19c287624,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
3a83b59ef4138e27edc9,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
194a0d4cdb100239c6de,independent_replication_v1,independent_replication_v1,independent_replication_v1,1006,panel_1006,38227246,interaction,c9c6b546e4588a458a9e7400662fc218ce4e98b467b2fe730494a66d748b20a5,M09,structured,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
0d88a3367fa8c2b1f512,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
86e1bdca757e475c08d5,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S1,0.2,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
a9677ff2acf2082202f5,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S1,0.2,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
8532698d69cd61d5cc09,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S2,0.4,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
7af78b651b744c937829,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
2e885b9f2e5b863e9b15,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
99d677f0cb8682b19041,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
d9a39f0a04d3a1d6e003,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
3724d9624552cb385344,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
69ce3e2ac4b58510d7a2,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
46b6cdf2831b43114543,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
8b69bd368000c3534f2a,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
6f5320e9884997c60711,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
00bba3576720f012ec2d,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
9228d1719da22d4dbbdc,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M01,simple,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
da01d9e6b243ad27cca2,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
f3136283a500a26b5047,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S1,0.2,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
b41cc2afd138f340b3f6,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S1,0.2,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
11b550a672bd68802be3,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S2,0.4,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
b583a9f60b6fad5d2a4f,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
89dc073d00c0ef2f2273,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
f35f7322b10ff59fae53,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
7d2c305bac7f3aad074f,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
c5553dececddcc38dd69,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
52ce326c9e26f1c8e3d1,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
17fb5462d5c85cb2199e,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
40be0001c814eab53cf3,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
7d1d65f4d7bba721dd60,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
8b57e1bee909acb1276c,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
c5caad42d9d579b414f3,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M02,simple,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
4dc533c2b2bfdf80ea3f,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
e5e717aa9b4a6d605cc1,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S1,0.2,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
a307677fc6fa53994d93,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S1,0.2,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
193c11c047976dddd511,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S2,0.4,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
ee0afc5b2a54c383f7a2,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
b89c30f6409c8009d549,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
c3a1ab43e30e0ccfe57c,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
ac8c878c68887be5304a,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
99255a178cdddc650fd6,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
6192175d47a20ea62f28,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
e8e30888b5736860e567,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
a231e557f16db9c3aeef,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
eed5ad65d891ebc400d8,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
ae0f2503aaf4b6c1fa4c,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
0ea1fa88463c3e4b6517,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M06,simple,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
3c2eddb4ec0c95e8a243,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M10,simple,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
a20a59aecccc4c1aa711,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M10,simple,S1,0.2,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
37080cffd88620a0cf32,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M10,simple,S1,0.2,7777,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
d3c7c9dc63776e5c88f7,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M10,simple,S2,0.4,13,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
f1423d448e2f886a42bf,independent_replication_v1,independent_replication_v1,independent_replication_v1,1007,panel_1007,38235165,nonlinear,503ef1fabfbc1082ec38665a5964fd1690affff756561f2dd0b39e519b89be06,M10,simple,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,5fc1d35db43059142c6ff736fbbcfbce828dbee92d599546b55c3f4b2b646cef
